role,scenario_index,iterations,relative_residual,converged,reason,dtype,device
forward,0,225,9.880164372320056e-07,True,CONVERGED,float64,cuda:0
forward,1,294,9.83771419594861e-07,True,CONVERGED,float64,cuda:0
forward,2,294,9.837714263042086e-07,True,CONVERGED,float64,cuda:0
adjoint,0,223,9.281028003397344e-07,True,CONVERGED,float64,cuda:0
adjoint,1,290,9.80867917343275e-07,True,CONVERGED,float64,cuda:0
adjoint,2,290,9.808679096927099e-07,True,CONVERGED,float64,cuda:0
forward,0,251,9.958555477241446e-07,True,CONVERGED,float64,cuda:0
forward,1,294,9.10443499643696e-07,True,CONVERGED,float64,cuda:0
forward,2,294,9.105716292970667e-07,True,CONVERGED,float64,cuda:0
adjoint,0,251,9.720581257290997e-07,True,CONVERGED,float64,cuda:0
adjoint,1,290,9.96725241747447e-07,True,CONVERGED,float64,cuda:0
adjoint,2,290,9.964471893513472e-07,True,CONVERGED,float64,cuda:0
forward,0,262,9.69096385979551e-07,True,CONVERGED,float64,cuda:0
forward,1,295,9.29083735636235e-07,True,CONVERGED,float64,cuda:0
forward,2,295,9.311948788221011e-07,True,CONVERGED,float64,cuda:0
adjoint,0,254,9.456523775201555e-07,True,CONVERGED,float64,cuda:0
adjoint,1,291,9.503841481870379e-07,True,CONVERGED,float64,cuda:0
adjoint,2,291,9.496296540186013e-07,True,CONVERGED,float64,cuda:0
forward,0,273,9.98813403545856e-07,True,CONVERGED,float64,cuda:0
forward,1,302,9.598525661504409e-07,True,CONVERGED,float64,cuda:0
forward,2,302,9.626001379002788e-07,True,CONVERGED,float64,cuda:0
adjoint,0,268,9.911799176935864e-07,True,CONVERGED,float64,cuda:0
adjoint,1,292,9.386067084593277e-07,True,CONVERGED,float64,cuda:0
adjoint,2,292,9.378825779489097e-07,True,CONVERGED,float64,cuda:0
forward,0,276,9.486770952305933e-07,True,CONVERGED,float64,cuda:0
forward,1,304,9.926470782842341e-07,True,CONVERGED,float64,cuda:0
forward,2,304,9.931068474127056e-07,True,CONVERGED,float64,cuda:0
adjoint,0,271,9.67044265110677e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.565096240120815e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.562405294802488e-07,True,CONVERGED,float64,cuda:0
forward,0,277,9.325068589973882e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.420932283577857e-07,True,CONVERGED,float64,cuda:0
forward,2,305,9.420893172802101e-07,True,CONVERGED,float64,cuda:0
adjoint,0,273,9.738599055280514e-07,True,CONVERGED,float64,cuda:0
adjoint,1,295,9.475200778811662e-07,True,CONVERGED,float64,cuda:0
adjoint,2,295,9.444057898109051e-07,True,CONVERGED,float64,cuda:0
forward,0,278,8.869022619690744e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.161367053854551e-07,True,CONVERGED,float64,cuda:0
forward,2,305,9.1611070189495e-07,True,CONVERGED,float64,cuda:0
adjoint,0,279,9.099791607845329e-07,True,CONVERGED,float64,cuda:0
adjoint,1,296,9.586849666195816e-07,True,CONVERGED,float64,cuda:0
adjoint,2,296,9.41887129727958e-07,True,CONVERGED,float64,cuda:0
forward,0,279,9.76796514355693e-07,True,CONVERGED,float64,cuda:0
forward,1,304,9.588932491164814e-07,True,CONVERGED,float64,cuda:0
forward,2,304,9.598572653383473e-07,True,CONVERGED,float64,cuda:0
adjoint,0,280,9.134364467859473e-07,True,CONVERGED,float64,cuda:0
adjoint,1,294,9.829734976698214e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.668829731568404e-07,True,CONVERGED,float64,cuda:0
forward,0,284,9.85270838274538e-07,True,CONVERGED,float64,cuda:0
forward,1,303,9.433704789053754e-07,True,CONVERGED,float64,cuda:0
forward,2,303,9.491486414525495e-07,True,CONVERGED,float64,cuda:0
adjoint,0,281,9.215086880903073e-07,True,CONVERGED,float64,cuda:0
adjoint,1,289,9.97865799651148e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.116908206524737e-07,True,CONVERGED,float64,cuda:0
forward,0,284,9.278494395910315e-07,True,CONVERGED,float64,cuda:0
forward,1,301,9.473874316391908e-07,True,CONVERGED,float64,cuda:0
forward,2,301,9.495390345815007e-07,True,CONVERGED,float64,cuda:0
adjoint,0,282,9.647552204354718e-07,True,CONVERGED,float64,cuda:0
adjoint,1,297,9.449928705046384e-07,True,CONVERGED,float64,cuda:0
adjoint,2,297,9.489120859864963e-07,True,CONVERGED,float64,cuda:0
forward,0,283,9.283539421809815e-07,True,CONVERGED,float64,cuda:0
forward,1,297,9.841227498645022e-07,True,CONVERGED,float64,cuda:0
forward,2,296,9.644350881517034e-07,True,CONVERGED,float64,cuda:0
adjoint,0,275,9.393941535221087e-07,True,CONVERGED,float64,cuda:0
adjoint,1,289,9.253682513570537e-07,True,CONVERGED,float64,cuda:0
adjoint,2,289,9.313805376652383e-07,True,CONVERGED,float64,cuda:0
