split,task_index,family,task_id,resolution,design_hash_64,transferred_design_hash,material_fraction,scenario_peaks,worst_peak,maximum_normalized_residual,wall_seconds
test_id,7,FIELD_UNET_BEST4_R25,015ca74b31339c6c46529f8d28b0a29315a8ae5fe3806584d1fb811908f1f1e9,256,e18e420faec6a3ab4ffd76d59c70debe16a67ae57379e60b992bea8b587cfc72,96bddcbc6d87d8b06a01821cab7c219a346d4363edc49ceb70866cb007306d62,0.25,"(0.1543640246870406, 0.154223372873305, 0.15299380088644576)",0.1543640246870406,7.2179226647249675e-12,2.179770555347204
test_id,7,SENS_UNET_BEST4,015ca74b31339c6c46529f8d28b0a29315a8ae5fe3806584d1fb811908f1f1e9,256,d3cd8a72fef57683c2c3be23828355772db08579a1cba745d59075bc2225b61d,e03ce8d79281760f3c7c362233263a092b4e8c8b6326bc40f76f4af4cf0e7e20,0.25,"(0.15548623476063447, 0.14567576714811178, 0.15502161404892445)",0.15548623476063447,7.349361023112755e-12,2.09648160263896
test_id,7,SENS_UNET_BEST4_R50,015ca74b31339c6c46529f8d28b0a29315a8ae5fe3806584d1fb811908f1f1e9,256,6cbb7a72538ab9a9e2f3914084f8057f1f1595e0e9fbfbabe900fb1465b6e183,8a9e9ee3b38acd3901c1ad005f25a227795d883e14bb35bde2d0d450c4b42abf,0.25,"(0.1563381696049656, 0.14691340931583455, 0.15527195471496083)",0.1563381696049656,7.449908974499844e-12,2.104480814188719
test_id,7,ADAM_600,015ca74b31339c6c46529f8d28b0a29315a8ae5fe3806584d1fb811908f1f1e9,256,50932ab83b4294ce02a91de7ff1be9a8f1513f05e10095ba7033aa6848aa4e11,e69b1301a65e52ac2e3c069e57e88b5177e56d0058b84d9a4a19cf268a78e9fc,0.25,"(0.15669048016359782, 0.1517058111984264, 0.15660733008812397)",0.15669048016359782,7.396720406226287e-12,2.2031696885824203
test_id,7,MMA_600,015ca74b31339c6c46529f8d28b0a29315a8ae5fe3806584d1fb811908f1f1e9,256,bf3b333f180a0d37ee4d076bad86a1784ec7b46e711bdbc30d364c2b2ca43cc9,9e7a10791f191830735e9fe512df3df62a2efd41c9b3c906a678ffca794e1b4b,0.25,"(0.1695129934500731, 0.1430381129373423, 0.1632500091971565)",0.1695129934500731,7.974824894391897e-12,2.1758770756423473
test_id,8,SENS_UNET_BEST4_R25,cfbd151187e062b65883c62b608dba0aeca6ded15a9984c30e7cf020098afeac,256,4eb8c30268b482427625e5a1e6fe9f136e0873d7225217cd8c6f83b9f2f84611,916919933a1230872875a4b33722c8ad628d294fbf6a6bc7f66f5deb1338b4bc,0.25,"(0.15282780711240807, 0.15358046959813149, 0.1512679918961031)",0.15358046959813149,7.731019539308417e-12,2.3063225764781237
test_id,8,FIELD_UNET_BEST4_R25,cfbd151187e062b65883c62b608dba0aeca6ded15a9984c30e7cf020098afeac,256,ab267bc2fdcc1342b6fc2fd63dac8ba832532afc007ad81aa414ce903b2d737a,72c553328f6cd683f318cea86d15a9b427cd0a85078a719cf7a666ea06322dd3,0.25,"(0.15164737707006365, 0.15209262347283586, 0.14979433719074023)",0.15209262347283586,7.502140097382042e-12,2.390823148190975
test_id,8,SENS_UNET_BEST4,cfbd151187e062b65883c62b608dba0aeca6ded15a9984c30e7cf020098afeac,256,6d6ca53ab655e8d4c406430f82b115681635d8243db84336f84118864a3c6410,4a6a8fc001834d0f3eee2103a3aad3244a3b69ec76127d9f5fff5e65bc3c9674,0.25,"(0.15211693679927765, 0.15387302229370653, 0.152989346060581)",0.15387302229370653,7.806086190159665e-12,2.186588939279318
test_id,8,SENS_UNET_BEST4_R50,cfbd151187e062b65883c62b608dba0aeca6ded15a9984c30e7cf020098afeac,256,0e7b11fb7d217d02c9efc61e567593bf6e0fb863265ae6955f616e75ab783c74,5d59f56d3f2187b64073880762eba105973897e9e1e0f54ddefe405749d6bfa9,0.25,"(0.1527376481665475, 0.15332012663494682, 0.15259059779693268)",0.15332012663494682,7.829378454148495e-12,2.015146007761359
test_id,8,ADAM_600,cfbd151187e062b65883c62b608dba0aeca6ded15a9984c30e7cf020098afeac,256,72e6e23db4d7f4a452ed0a224e9a303b140376189705baa1452f78832bd47e0c,f089230cf12a95e2ab8d9c72182266ff7141f324a68cfed4467b94ebe6de0148,0.25,"(0.16145766099743428, 0.16306535166663497, 0.15933171613883168)",0.16306535166663497,7.917298919540843e-12,2.1086605079472065
test_id,8,MMA_600,cfbd151187e062b65883c62b608dba0aeca6ded15a9984c30e7cf020098afeac,256,905dd603a9b75f1ba37ddd229dfd93c543b8ca2154a05c7254c9fbca8bb22b0e,5a270feaf8fb89ef620cb2e11bcd2951d18b13ebbdf91cec94f434d7153289d4,0.25,"(0.1665037055086181, 0.1655575250653113, 0.15843246060239424)",0.1665037055086181,7.25622454166619e-12,2.0939165502786636
test_id,9,SENS_UNET_BEST4_R25,1bacbbbd3a308783aee895f935107e225038b12917a5df88d57fb4c8c9b15e8d,256,09b551cb3ce898f8e5b086ba8e45c8f6f9b9d3031ffc9421bf5ff8fb153c9468,495715953af7587f27d6549d4d6d3832981aed083999f41ff935426e57ebe03d,0.25,"(0.14930372844008238, 0.1472786127849521, 0.15215169762273478)",0.15215169762273478,7.769850940884336e-12,2.189054349437356
test_id,9,FIELD_UNET_BEST4_R25,1bacbbbd3a308783aee895f935107e225038b12917a5df88d57fb4c8c9b15e8d,256,20562648f96ffb045cf7c219ad2e96c7c2d6d9858bb88fb77465d163e87da261,8039248f06429ac463178bf8b069a728e6c6025a06023364d86f7d8f0f814fb2,0.25,"(0.14971271528978977, 0.13063995096692363, 0.15127926623461224)",0.15127926623461224,7.72987918750179e-12,2.0939777437597513
test_id,9,SENS_UNET_BEST4,1bacbbbd3a308783aee895f935107e225038b12917a5df88d57fb4c8c9b15e8d,256,9c7783041123f5fda6c367874df4a1d35ed8d9248dc082bca66385221d842180,56e48e82941f6eddaf035211b0ef858176e810b3eb0f79afd373670222816e9f,0.25,"(0.14831404282109606, 0.14796586004888107, 0.15240876233733766)",0.15240876233733766,7.849526228921112e-12,2.105501962825656
test_id,9,SENS_UNET_BEST4_R50,1bacbbbd3a308783aee895f935107e225038b12917a5df88d57fb4c8c9b15e8d,256,50280b210ef10afe40b8d57ad6969a888852cdb08b8fcf405a96f99371adabca,906157ec1468b9df29ec6daf456f011cf272248c54bdc0f765a6d38d15cb0b3c,0.25,"(0.1507273325742477, 0.14699686269537304, 0.1519093695440015)",0.1519093695440015,7.729140992660306e-12,2.018946634605527
test_id,9,ADAM_600,1bacbbbd3a308783aee895f935107e225038b12917a5df88d57fb4c8c9b15e8d,256,f91e54e20e4e8471045a079c39672134881540354d330f1806fa3677855d0c8b,d4e49504406e32c91d716944d58720a98a705fb515500e30aabce1292cee9fd2,0.25,"(0.15687126757022468, 0.11009421675354723, 0.15578490506713943)",0.15687126757022468,8.001858183053462e-12,2.1842087749391794
