iteration,beta,alpha,binarization_weight,total_objective,thermal_smooth,exact_peak,total_variation,binarization_penalty,continuous_material_fraction,binary_material_fraction,gradient_norm_before_clipping,best_exact_peak,maximum_cg_iterations,maximum_explicit_relative_residual,wall_seconds
0,1.0,50.0,0.0,0.5841045914802756,0.5840990286546816,0.667111191513772,0.005562825594097376,0.18739379942417145,0.2499999701976776,0.0,0.011714638210833073,0.667111191513772,292,9.992462922736879e-07,1.1784595000062836
1,1.0,50.0,0.0,0.5766766000772292,0.5766708571045125,0.6595658510443227,0.00574297271668911,0.18729056417942047,0.24999995529651642,0.0,0.012305348180234432,0.6595658510443227,291,9.36487603037707e-07,0.8530967000115197
2,1.0,50.0,0.0,0.5688567880758943,0.5688507077073606,0.6515871750521856,0.006080368533730507,0.18704326450824738,0.2499999701976776,0.0,0.01286590751260519,0.6515871750521856,283,9.964813181272757e-07,0.7730586999969091
3,1.0,50.0,0.0,0.56067479298758,0.5606682572227965,0.6432747797216726,0.006535764783620834,0.18665820360183716,0.2499999701976776,0.0,0.013401404023170471,0.6432747797216726,283,9.448271553786647e-07,0.7766620000038529
4,1.0,50.0,0.0,0.5521565328095855,0.5521494977315704,0.6348189364632284,0.007035078015178442,0.18614116311073303,0.2499999850988388,0.0,0.013909664005041122,0.6348189364632284,284,9.677031814080044e-07,0.7253204000007827
5,1.0,50.0,0.0,0.5433300545686146,0.5433224875708332,0.626006646635827,0.007566997781395912,0.18549831211566925,0.2499999850988388,0.0,0.01438770443201065,0.626006646635827,285,9.783965135088224e-07,0.8006838000001153
6,1.0,50.0,0.0,0.5342230953718697,0.5342149874079203,0.6168681918857837,0.00810796394944191,0.18473654985427856,0.25,0.0,0.014831086620688438,0.6168681918857837,287,9.665506942232587e-07,0.8250665999948978
7,1.0,50.0,0.0,0.5248646087136661,0.5248559493657743,0.6074335476166722,0.008659347891807556,0.1838633418083191,0.25,0.0,0.015235438011586666,0.6074335476166722,287,9.782373170215243e-07,0.7597165999904973
8,1.0,50.0,0.0,0.5152831995785419,0.5152739871004779,0.5977305270267774,0.009212478064000607,0.18288710713386536,0.2499999850988388,0.0,0.015597826801240444,0.5977305270267774,288,9.116142361996165e-07,0.8379580000037095
9,1.0,50.0,0.0,0.505502303419237,0.5054925424974159,0.5877809510428282,0.009760921820998192,0.18181708455085754,0.2499999850988388,0.0,0.01591704599559307,0.5877809510428282,288,9.891641537429092e-07,0.8044952999916859
10,1.0,50.0,0.0,0.49553808270400707,0.4955277748834932,0.5775995333454191,0.01030782051384449,0.18066200613975525,0.2499999701976776,0.0,0.016192380338907242,0.5775995333454191,288,9.484967563935878e-07,0.8579998999921372
11,1.0,50.0,0.0,0.485400456162146,0.4853895990252259,0.5671954431365002,0.01085713692009449,0.1794290840625763,0.2499999701976776,0.0,0.01642264612019062,0.5671954431365002,288,9.320991528082083e-07,0.8087530000047991
12,1.0,50.0,0.0,0.47509848031402535,0.4750870758108885,0.5565780989843383,0.011404503136873245,0.17812272906303406,0.25,0.0,0.01660584844648838,0.5565780989843383,288,9.801033359961163e-07,0.8380993000027956
13,1.0,50.0,0.0,0.46464559345402834,0.46463364730858325,0.5457624349114943,0.011946145445108414,0.17674469947814941,0.2499999701976776,0.0,0.01673981174826622,0.5457624349114943,288,9.56113115718204e-07,0.897977800006629
14,1.0,50.0,0.0,0.45406132545962424,0.4540488476509923,0.5349520776114411,0.012477808631956577,0.17529502511024475,0.25,0.0,0.016822876408696175,0.5349520776114411,288,9.57856948735162e-07,0.9509113000094658
15,1.0,50.0,0.0,0.44337225490127175,0.4433592575291958,0.5240566684435443,0.012997372075915337,0.17377310991287231,0.2499999701976776,0.0,0.016854075714945793,0.5240566684435443,288,9.817354730908541e-07,0.8669539000111399
