role,scenario_index,iterations,relative_residual,converged,reason,dtype,device
forward,0,291,9.499830677565306e-07,True,CONVERGED,float64,cuda:0
forward,1,294,9.98089876567046e-07,True,CONVERGED,float64,cuda:0
forward,2,295,8.871760729711789e-07,True,CONVERGED,float64,cuda:0
adjoint,0,294,9.565741732397009e-07,True,CONVERGED,float64,cuda:0
adjoint,1,292,9.817302642712944e-07,True,CONVERGED,float64,cuda:0
adjoint,2,292,9.737751005655836e-07,True,CONVERGED,float64,cuda:0
forward,0,290,9.79098738210961e-07,True,CONVERGED,float64,cuda:0
forward,1,299,9.638028126174792e-07,True,CONVERGED,float64,cuda:0
forward,2,298,9.943507681881096e-07,True,CONVERGED,float64,cuda:0
adjoint,0,293,9.903752761288775e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,8.841998987357128e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,8.963061205244742e-07,True,CONVERGED,float64,cuda:0
forward,0,290,9.09537778955958e-07,True,CONVERGED,float64,cuda:0
forward,1,303,9.90049320269742e-07,True,CONVERGED,float64,cuda:0
forward,2,302,9.89084779423088e-07,True,CONVERGED,float64,cuda:0
adjoint,0,293,9.519691156263941e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.917858767130738e-07,True,CONVERGED,float64,cuda:0
adjoint,2,294,9.289791911849022e-07,True,CONVERGED,float64,cuda:0
forward,0,290,8.724897704896482e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.344180283219975e-07,True,CONVERGED,float64,cuda:0
forward,2,303,9.885488427933909e-07,True,CONVERGED,float64,cuda:0
adjoint,0,293,9.45966838208481e-07,True,CONVERGED,float64,cuda:0
adjoint,1,294,8.894718288633781e-07,True,CONVERGED,float64,cuda:0
adjoint,2,294,9.385253733595895e-07,True,CONVERGED,float64,cuda:0
forward,0,290,8.503604017277796e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.492430021698578e-07,True,CONVERGED,float64,cuda:0
forward,2,304,9.474734887492928e-07,True,CONVERGED,float64,cuda:0
adjoint,0,293,9.557536568110104e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.703463165162597e-07,True,CONVERGED,float64,cuda:0
adjoint,2,294,9.104169239200484e-07,True,CONVERGED,float64,cuda:0
forward,0,290,8.34203674138723e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.416202717173779e-07,True,CONVERGED,float64,cuda:0
forward,2,303,9.946650483153074e-07,True,CONVERGED,float64,cuda:0
adjoint,0,293,9.610716603087644e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.317877823978429e-07,True,CONVERGED,float64,cuda:0
