seed,case_id,tree_candidate_id,tree_peak,waveforge_candidate_id,waveforge_peak,relative_improvement,passed_two_percent
20260830,shift_B_2_left,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.1691219004097215,robust_20260830,0.16046937870686223,0.051161450302399165,True
20260830,shift_B_2_right,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.1650978093408329,robust_20260830,0.15663546358885735,0.05125655988872405,True
20260830,shift_B_2_up,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.16912639905960272,robust_20260830,0.16047173144410534,0.051172777659904786,True
20260830,shift_B_2_down,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.1650978093408329,robust_20260830,0.15663546358885735,0.05125655988872405,True
20260830,shift_C_1_left,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.1650978093408512,robust_20260830,0.15615921571593164,0.05414120066527026,True
20260830,shift_C_1_right,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.16701959893272308,robust_20260830,0.15875898860434817,0.04945892806090593,True
20260830,shift_C_1_up,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.1670311436150679,robust_20260830,0.15871406829047674,0.04979356031805845,True
20260830,shift_C_1_down,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.1650978093408512,robust_20260830,0.15615921571593164,0.05414120066527026,True
20260830,shift_C_2_left,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.1650978093408512,robust_20260830,0.15615921571593164,0.05414120066527026,True
20260830,shift_C_2_right,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.16912190040970249,robust_20260830,0.16116398283076414,0.04705432921259798,True
20260830,shift_C_2_up,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.1691263990595843,robust_20260830,0.16107332850941067,0.047615692138850994,True
20260830,shift_C_2_down,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.1650978093408512,robust_20260830,0.15615921571593164,0.05414120066527026,True
20260830,intensity_minus_5pct,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.1568429188738086,robust_20260830,0.14880369040941446,0.051256559888829156,True
20260830,intensity_plus_5pct,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.17335269980789367,robust_20260830,0.1644672367683002,0.051256559888828886,True
20260830,k_high_19,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.17199981016281482,robust_20260830,0.16331916659447965,0.050468913658207444,True
20260830,k_high_21,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.15876427527534892,robust_20260830,0.15123710583905217,0.04741097720656733,True
