rank,candidate_id,x_sink,x_junction,y_junction,trunk_to_branch_width_ratio,resolution,design_hash_64,transferred_design_hash,material_fraction,scenario_A_peak,scenario_B_peak,scenario_C_peak,worst_peak,average_peak,maximum_residual,wall_seconds
1,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.5,0.5,0.475,1.25,256,7627450603bad742a45c6952b83c0df370a0a16ccd9a0b979f5747857a488ec6,1015240f2e78fd586c89d29d80113dd162ed6cad5cc98141cb649530a10e1805,0.25,0.14012849551327855,0.1650978093408512,0.1650978093408329,0.1650978093408512,0.1567747047316542,8.561232474134125e-12,0.39560489999712445
2,tree_xs_0p475_xj_0p500_yj_0p475_r_1p25,0.475,0.5,0.475,1.25,256,ff20a481dd519dc58cf536f2824d24284e046bdd871bf3f4d7b340686aa6bce3,a44792c461adec0e72de843faad1e5ed69de067549edd32550edb910b7aaf27d,0.25,0.14098300688781906,0.16577872930308327,0.16605337120248975,0.16605337120248975,0.15760503579779736,8.575758986843433e-12,0.3919311999925412
3,tree_xs_0p525_xj_0p500_yj_0p475_r_1p25,0.525,0.5,0.475,1.25,256,24550c97ed526a9b4673a1f576b9a0f772cc99f3545666d4b7e7a2446911775b,7273cd429035a3484ad4f94b3a6207f84c2b8a7827e394ddce1434554de5c0b5,0.25,0.1409830068878231,0.16605337120250915,0.16577872930306886,0.16605337120250915,0.15760503579780036,8.570319937980413e-12,0.3801992000080645
4,tree_xs_0p500_xj_0p500_yj_0p550_r_1p50,0.5,0.5,0.55,1.5,256,9197536188e30e6e61267d0626e10a6c37ea8385b318aa4eb9fba7f1e59324c9,d50e86935f1dd3a6d136567b043e21c3621cd73d2f0a80a38c34ee1d970790ef,0.25,0.133660972199371,0.16612113633668968,0.16612113633667885,0.16612113633668968,0.15530108162424652,7.558008226690767e-12,0.3881332000019029
5,tree_xs_0p500_xj_0p500_yj_0p500_r_1p25,0.5,0.5,0.5,1.25,256,5735a5c7d0c1accfb499a8e70effd8cc387f01d6f41988ed62cd1203265cdbf4,e7826e01a210a5466ba85e5c5d5426358c91d1bfd3f8612d618386f503117ffe,0.25,0.1379193580679846,0.16616253123224586,0.16616253123223804,0.16616253123224586,0.1567481401774895,8.502042672388732e-12,0.38766839999880176
