rank,candidate_id,x_sink,x_junction,y_junction,trunk_to_branch_width_ratio,resolution,design_hash_64,transferred_design_hash,material_fraction,scenario_A_peak,scenario_B_peak,scenario_C_peak,worst_peak,average_peak,maximum_residual,wall_seconds
1,tree_xs_0p500_xj_0p500_yj_0p475_r_1p25,0.5,0.5,0.475,1.25,64,7627450603bad742a45c6952b83c0df370a0a16ccd9a0b979f5747857a488ec6,7627450603bad742a45c6952b83c0df370a0a16ccd9a0b979f5747857a488ec6,0.25,0.14161251246208692,0.16739553609045346,0.1673955360904535,0.1673955360904535,0.15880119488099795,5.021162305188358e-13,0.022433500009356067
2,tree_xs_0p500_xj_0p500_yj_0p575_r_1p50,0.5,0.5,0.575,1.5,64,b7ae22ca1690fd791bcfa36ca22bf3494210e0aa882a8280492198affc2e437d,b7ae22ca1690fd791bcfa36ca22bf3494210e0aa882a8280492198affc2e437d,0.25,0.13466612210736628,0.16831958214312503,0.16831958214312476,0.16831958214312503,0.15710176213120536,4.547791720359765e-13,0.021231100006843917
3,tree_xs_0p500_xj_0p500_yj_0p550_r_1p50,0.5,0.5,0.55,1.5,64,9197536188e30e6e61267d0626e10a6c37ea8385b318aa4eb9fba7f1e59324c9,9197536188e30e6e61267d0626e10a6c37ea8385b318aa4eb9fba7f1e59324c9,0.25,0.13498046005808706,0.16834961757373978,0.16834961757373942,0.16834961757373978,0.1572265650685221,4.816164343187243e-13,0.020929599995724857
4,tree_xs_0p500_xj_0p500_yj_0p500_r_1p25,0.5,0.5,0.5,1.25,64,5735a5c7d0c1accfb499a8e70effd8cc387f01d6f41988ed62cd1203265cdbf4,5735a5c7d0c1accfb499a8e70effd8cc387f01d6f41988ed62cd1203265cdbf4,0.25,0.13911063284747108,0.16844319399276442,0.16844319399276578,0.16844319399276578,0.1586656736110004,5.043894381137484e-13,0.021472199994605035
5,tree_xs_0p500_xj_0p500_yj_0p525_r_1p50,0.5,0.5,0.525,1.5,64,1fee58278d9f8f3b683a8ea4ad9060b4f13b8b1fe32d9d2c39be522132535c57,1fee58278d9f8f3b683a8ea4ad9060b4f13b8b1fe32d9d2c39be522132535c57,0.25,0.1369253503592206,0.16845714067217876,0.16845714067217915,0.16845714067217915,0.15794654390119284,4.618626115699533e-13,0.02278909999586176
6,tree_xs_0p500_xj_0p500_yj_0p525_r_1p25,0.5,0.5,0.525,1.25,64,6f6f1726b8f237b31a5b00a56f50f456200a694701057a836b9fbeec6c4f2153,6f6f1726b8f237b31a5b00a56f50f456200a694701057a836b9fbeec6c4f2153,0.25,0.13951493431360917,0.1684586488330998,0.16845864883309997,0.16845864883309997,0.15881074399326964,5.482574767690775e-13,0.0279350000055274
7,tree_xs_0p500_xj_0p500_yj_0p550_r_1p25,0.5,0.5,0.55,1.25,64,96b6025d4698327eca46c7f910f9a9b5d2e716cf9e4db455187fef7d6f50ed4f,96b6025d4698327eca46c7f910f9a9b5d2e716cf9e4db455187fef7d6f50ed4f,0.25,0.13980410854743477,0.1685014894386903,0.1685014894386914,0.1685014894386914,0.15893569580827216,5.5703968869228e-13,0.021396899988758378
8,tree_xs_0p525_xj_0p500_yj_0p475_r_1p25,0.525,0.5,0.475,1.25,64,24550c97ed526a9b4673a1f576b9a0f772cc99f3545666d4b7e7a2446911775b,24550c97ed526a9b4673a1f576b9a0f772cc99f3545666d4b7e7a2446911775b,0.25,0.14264411570475324,0.16852617448371257,0.16824796471448356,0.16852617448371257,0.15980608496764978,5.277463576270381e-13,0.02248279999184888
9,tree_xs_0p475_xj_0p500_yj_0p475_r_1p25,0.475,0.5,0.475,1.25,64,ff20a481dd519dc58cf536f2824d24284e046bdd871bf3f4d7b340686aa6bce3,ff20a481dd519dc58cf536f2824d24284e046bdd871bf3f4d7b340686aa6bce3,0.25,0.14264411570475366,0.16824796471448325,0.1685261744837134,0.1685261744837134,0.1598060849676501,5.244767836064008e-13,0.023251900012837723
10,tree_xs_0p500_xj_0p500_yj_0p625_r_1p50,0.5,0.5,0.625,1.5,64,85b07fc3620a79f32aa00a400ee7dd7f8e30fed21654017805918ecb32ec3528,85b07fc3620a79f32aa00a400ee7dd7f8e30fed21654017805918ecb32ec3528,0.25,0.13399578720158772,0.16865226006561757,0.1686522600656175,0.16865226006561757,0.15710010244427428,5.237660300929598e-13,0.021945999993477017
11,tree_xs_0p500_xj_0p500_yj_0p600_r_1p50,0.5,0.5,0.6,1.5,64,c4f33d8d5fd21a9842cecf748abc1fcb2db5c03aa3604dad2b74b72cd5f62317,c4f33d8d5fd21a9842cecf748abc1fcb2db5c03aa3604dad2b74b72cd5f62317,0.25,0.13460670193627905,0.16878320492112603,0.1687832049211248,0.16878320492112603,0.15739103725950995,5.288822638050988e-13,0.029910900004324503
12,tree_xs_0p500_xj_0p500_yj_0p650_r_1p50,0.5,0.5,0.65,1.5,64,56fd232537f49161a8be053af28c34fa6527d5fe42dbbde1d19e1d302b99bb24,56fd232537f49161a8be053af28c34fa6527d5fe42dbbde1d19e1d302b99bb24,0.25,0.13359262889623985,0.16897048208092721,0.1689704820809283,0.1689704820809283,0.15717786435269845,4.895821280928269e-13,0.0208003000007011
13,tree_xs_0p500_xj_0p500_yj_0p575_r_1p25,0.5,0.5,0.575,1.25,64,02022ae659854457145cc9de700d4fdf9b2b4c14a93c2fb6f7a8dbe419523bb5,02022ae659854457145cc9de700d4fdf9b2b4c14a93c2fb6f7a8dbe419523bb5,0.25,0.13996299816165902,0.16899361602015314,0.16899361602015467,0.16899361602015467,0.15931674340065563,5.887799971889037e-13,0.020626600002287887
14,tree_xs_0p525_xj_0p500_yj_0p525_r_1p25,0.525,0.5,0.525,1.25,64,8a2d42b7391f11af8096dde3c8f96f9be562b848ea4f6f2f86ba66699ad8f9d5,8a2d42b7391f11af8096dde3c8f96f9be562b848ea4f6f2f86ba66699ad8f9d5,0.25,0.1408544139448954,0.16902574210794677,0.1686802017931278,0.16902574210794677,0.15952011928198997,5.107777305338662e-13,0.022993699996732175
15,tree_xs_0p475_xj_0p500_yj_0p525_r_1p25,0.475,0.5,0.525,1.25,64,c369515ab375580d5d52887a56278f37db9ed77d5be91f8efca6ee2b4a98e83f,c369515ab375580d5d52887a56278f37db9ed77d5be91f8efca6ee2b4a98e83f,0.25,0.1408544139448955,0.1686802017931261,0.16902574210794757,0.16902574210794757,0.15952011928198973,5.059804967289022e-13,0.020533900009468198
16,tree_xs_0p475_xj_0p500_yj_0p575_r_1p50,0.475,0.5,0.575,1.5,64,3f29ce9d0c63ace1b96647a138f66da867d873d5a9c00a2cb9586eded40f70f3,3f29ce9d0c63ace1b96647a138f66da867d873d5a9c00a2cb9586eded40f70f3,0.25,0.13592608700145792,0.16874334562868895,0.16922043449434127,0.16922043449434127,0.15796328904149606,4.945596631951765e-13,0.02350649998697918
17,tree_xs_0p525_xj_0p500_yj_0p575_r_1p50,0.525,0.5,0.575,1.5,64,2d4557a9999b0572c6017319bbe52449cc02a1c4167867fb6183a4995ba09644,2d4557a9999b0572c6017319bbe52449cc02a1c4167867fb6183a4995ba09644,0.25,0.13592608700145806,0.16922043449434265,0.16874334562868798,0.16922043449434265,0.15796328904149623,4.756192843485262e-13,0.020756099998834543
18,tree_xs_0p525_xj_0p500_yj_0p550_r_1p50,0.525,0.5,0.55,1.5,64,b4e9e0f8e37103f4485bd2fc0e23ec1784f058593de8375bd2308ed826082193,b4e9e0f8e37103f4485bd2fc0e23ec1784f058593de8375bd2308ed826082193,0.25,0.13651012083075872,0.16934152039688255,0.16886847687480339,0.16934152039688255,0.15824003936748157,4.936118446253652e-13,0.023215100009110756
19,tree_xs_0p475_xj_0p500_yj_0p550_r_1p50,0.475,0.5,0.55,1.5,64,00520d2070cf6e77329d54ccd1ed5666a6f77a7cf5b1320ce9d178bed4a7c38c,00520d2070cf6e77329d54ccd1ed5666a6f77a7cf5b1320ce9d178bed4a7c38c,0.25,0.13651012083075995,0.16886847687480325,0.16934152039688463,0.16934152039688463,0.15824003936748263,4.854756858255802e-13,0.022204399996553548
20,tree_xs_0p475_xj_0p500_yj_0p500_r_1p25,0.475,0.5,0.5,1.25,64,c8fcad5db3f538b76e603f99d749564601e63227519b2582bbd04f11c0988a39,c8fcad5db3f538b76e603f99d749564601e63227519b2582bbd04f11c0988a39,0.25,0.1394984685663574,0.16906622638215274,0.16936299649201159,0.16936299649201159,0.1593092304801739,5.240030986620659e-13,0.02292239999223966
21,tree_xs_0p525_xj_0p500_yj_0p500_r_1p25,0.525,0.5,0.5,1.25,64,1b4d066703109dd6d273743eb1af518bb10a16f6fb412731f64f751ec9979cd1,1b4d066703109dd6d273743eb1af518bb10a16f6fb412731f64f751ec9979cd1,0.25,0.13949846856636136,0.16936299649201464,0.1690662263821574,0.16936299649201464,0.15930923048017778,5.223371194978997e-13,0.02539249999972526
22,tree_xs_0p475_xj_0p500_yj_0p575_r_1p25,0.475,0.5,0.575,1.25,64,c29e1ca9ae9e7c6ce50f0df74ff4d95e052aeeffb29da7e5472c5a10d1e8e1f6,c29e1ca9ae9e7c6ce50f0df74ff4d95e052aeeffb29da7e5472c5a10d1e8e1f6,0.25,0.13907381912133185,0.1689460171330223,0.16941983150868264,0.16941983150868264,0.15914655592101226,5.411762595106524e-13,0.023358500009635463
23,tree_xs_0p525_xj_0p500_yj_0p575_r_1p25,0.525,0.5,0.575,1.25,64,4ce2bddeb6db8bf11ca96b70749e07831c9893f14d06bd97f9df32567ca4cebd,4ce2bddeb6db8bf11ca96b70749e07831c9893f14d06bd97f9df32567ca4cebd,0.25,0.13907381912133407,0.16941983150868506,0.16894601713302446,0.16941983150868506,0.15914655592101454,5.279099519674775e-13,0.020680500005255453
24,tree_xs_0p500_xj_0p500_yj_0p600_r_1p25,0.5,0.5,0.6,1.25,64,e4bf420fda3b12e6663a679c4d81d63455b4f9c810c459f431fca22a758c849e,e4bf420fda3b12e6663a679c4d81d63455b4f9c810c459f431fca22a758c849e,0.25,0.13950410429152246,0.1694245468618248,0.16942454686182373,0.1694245468618248,0.15945106600505699,5.479170797335111e-13,0.02368259998911526
25,tree_xs_0p525_xj_0p500_yj_0p500_r_1p50,0.525,0.5,0.5,1.5,64,03f49528f43640e7e14972fd865fbc7c5a7292d4abfa90a2d1d53133ff8abe01,03f49528f43640e7e14972fd865fbc7c5a7292d4abfa90a2d1d53133ff8abe01,0.25,0.13791464673280146,0.169501035991761,0.168878135346396,0.169501035991761,0.1587646060236528,4.67703844159056e-13,0.022827499997220002
26,tree_xs_0p475_xj_0p500_yj_0p500_r_1p50,0.475,0.5,0.5,1.5,64,cea3e3c49c593949ea48623f93312c9fed2c8e301fe6f92ea4634fc6100cf1ac,cea3e3c49c593949ea48623f93312c9fed2c8e301fe6f92ea4634fc6100cf1ac,0.25,0.13791464673280351,0.16887813534639884,0.169501035991762,0.169501035991762,0.1587646060236548,4.766718729708389e-13,0.023019300002488308
27,tree_xs_0p500_xj_0p525_yj_0p500_r_1p25,0.5,0.525,0.5,1.25,64,bbf75fd3c2267b532970efebdcd5c2ab98e7c14e91b7abebb7dadc5550d578cd,bbf75fd3c2267b532970efebdcd5c2ab98e7c14e91b7abebb7dadc5550d578cd,0.25,0.14245153322255502,0.16963023429385768,0.16571562329193193,0.16963023429385768,0.15926579693611487,4.996625279977387e-13,0.02519390000088606
28,tree_xs_0p500_xj_0p475_yj_0p500_r_1p25,0.5,0.475,0.5,1.25,64,9cc886c5ef208ba35593a14935696f7b1c1752d8091416b5324f5a2bd23de135,9cc886c5ef208ba35593a14935696f7b1c1752d8091416b5324f5a2bd23de135,0.25,0.1424515332225569,0.16571562329193196,0.16963023429386162,0.16963023429386162,0.15926579693611684,5.15477273376739e-13,0.02142239999375306
29,tree_xs_0p475_xj_0p500_yj_0p550_r_1p25,0.475,0.5,0.55,1.25,64,198ea3ce0ae75a4597bdd41084d0ab240a0f0d842e0fe9ba32c09df238e0ac22,198ea3ce0ae75a4597bdd41084d0ab240a0f0d842e0fe9ba32c09df238e0ac22,0.25,0.1396409627616694,0.16927482063094626,0.16965895965548936,0.16965895965548936,0.15952491434936833,5.303875485019837e-13,0.02286399999866262
30,tree_xs_0p525_xj_0p500_yj_0p550_r_1p25,0.525,0.5,0.55,1.25,64,19433dac529cec2f13ce7338f1709ebed4e66df9febf8d81789fc1be4acf742c,19433dac529cec2f13ce7338f1709ebed4e66df9febf8d81789fc1be4acf742c,0.25,0.1396409627616707,0.1696589596554907,0.16927482063094704,0.1696589596554907,0.15952491434936947,5.362601775138834e-13,0.02180489999591373
31,tree_xs_0p475_xj_0p500_yj_0p600_r_1p25,0.475,0.5,0.6,1.25,64,508452111ecf849eb45789f2bc0b548790ec9451432d9c91463205d9f3224c29,508452111ecf849eb45789f2bc0b548790ec9451432d9c91463205d9f3224c29,0.25,0.1384439796697167,0.16906623149372407,0.16973918343421718,0.16973918343421718,0.15908313153255266,5.350083957735037e-13,0.021340400009648874
32,tree_xs_0p525_xj_0p500_yj_0p600_r_1p25,0.525,0.5,0.6,1.25,64,8fa977337eed626d0259152f1018171db057a0bbb1921ffe29d9664580efab45,8fa977337eed626d0259152f1018171db057a0bbb1921ffe29d9664580efab45,0.25,0.1384439796697169,0.16973918343421773,0.16906623149372374,0.16973918343421773,0.1590831315325528,5.307357954536373e-13,0.021369800000684336
33,tree_xs_0p500_xj_0p500_yj_0p625_r_1p25,0.5,0.5,0.625,1.25,64,170c6c89fbaef897d3e9507f24620b8f6b0893c7007c43e13f18f58418023ed7,170c6c89fbaef897d3e9507f24620b8f6b0893c7007c43e13f18f58418023ed7,0.25,0.13892474208754307,0.16974265813060377,0.16974265813060513,0.16974265813060513,0.159470019449584,5.458746134162219e-13,0.02145159999781754
34,tree_xs_0p475_xj_0p500_yj_0p625_r_1p50,0.475,0.5,0.625,1.5,64,09cf2528ffa25abb99d532b93ca5bb8a5275ca3f2fafb9b17b0409962a23ce2b,09cf2528ffa25abb99d532b93ca5bb8a5275ca3f2fafb9b17b0409962a23ce2b,0.25,0.13476828798913237,0.16919518418511334,0.1697739337651345,0.1697739337651345,0.15791246864646005,4.959557559446403e-13,0.020527800006675534
35,tree_xs_0p525_xj_0p500_yj_0p625_r_1p50,0.525,0.5,0.625,1.5,64,3e4f85c5f3ef5032986c363cec134b8109aadc31e5dc3745c1dc7dd7e979f763,3e4f85c5f3ef5032986c363cec134b8109aadc31e5dc3745c1dc7dd7e979f763,0.25,0.13476828798913254,0.1697739337651365,0.16919518418511098,0.1697739337651365,0.15791246864646,4.663781055403565e-13,0.022657499997876585
36,tree_xs_0p475_xj_0p500_yj_0p600_r_1p50,0.475,0.5,0.6,1.5,64,dc356ac179b6fab7bba0f2504542a3a33ebc850c218fe2ebcbe7d6cd6873c842,dc356ac179b6fab7bba0f2504542a3a33ebc850c218fe2ebcbe7d6cd6873c842,0.25,0.1354621574479174,0.16932378119183544,0.16982730509850988,0.16982730509850988,0.15820441457942092,4.777919165287879e-13,0.02102990000275895
37,tree_xs_0p525_xj_0p500_yj_0p600_r_1p50,0.525,0.5,0.6,1.5,64,4ae80d41a65ec8ab84671fcfddd5c5d8fa1b001be56741493c4f779bedd69581,4ae80d41a65ec8ab84671fcfddd5c5d8fa1b001be56741493c4f779bedd69581,0.25,0.13546215744791934,0.1698273050985119,0.16932378119183744,0.1698273050985119,0.1582044145794229,5.058644938056152e-13,0.02091969999310095
38,tree_xs_0p475_xj_0p500_yj_0p625_r_1p25,0.475,0.5,0.625,1.25,64,7839bb36fd4d404f5988a6449dffed20645d4d04c05269d4c600092b46f4a6a5,7839bb36fd4d404f5988a6449dffed20645d4d04c05269d4c600092b46f4a6a5,0.25,0.13779467194558465,0.16907248406558334,0.1699394108829421,0.1699394108829421,0.15893552229803667,5.368317775079428e-13,0.025566300013451837
39,tree_xs_0p525_xj_0p500_yj_0p625_r_1p25,0.525,0.5,0.625,1.25,64,4dab651956d761347730cb69c7a820204145733a620b5a189410a9f7575d3b59,4dab651956d761347730cb69c7a820204145733a620b5a189410a9f7575d3b59,0.25,0.13779467194558706,0.1699394108829452,0.16907248406558514,0.1699394108829452,0.15893552229803912,5.520443170365921e-13,0.022294299997156486
40,tree_xs_0p475_xj_0p500_yj_0p450_r_1p50,0.475,0.5,0.45,1.5,64,f065eed3c9e9abbff0954532249dc753b00e9a5e854ebc0ce3b2c1eb3f3c7f9f,f065eed3c9e9abbff0954532249dc753b00e9a5e854ebc0ce3b2c1eb3f3c7f9f,0.25,0.13988276649838338,0.16934174059159987,0.16995433442759628,0.16995433442759628,0.15972628050585985,4.835603271288863e-13,0.021909100003540516
41,tree_xs_0p525_xj_0p500_yj_0p450_r_1p50,0.525,0.5,0.45,1.5,64,ccbad1a70e4e799ddf1d080b536d0dd379e2ea44d535523a60c405ae4fbd5429,ccbad1a70e4e799ddf1d080b536d0dd379e2ea44d535523a60c405ae4fbd5429,0.25,0.13988276649838516,0.16995433442759947,0.1693417405916004,0.16995433442759947,0.15972628050586166,5.072158423013813e-13,0.023982800004887395
42,tree_xs_0p550_xj_0p500_yj_0p525_r_1p25,0.55,0.5,0.525,1.25,64,b420d7aa6f83caad1488380bfff1508f13145400d3c494b2d1d95d673a579cf1,b420d7aa6f83caad1488380bfff1508f13145400d3c494b2d1d95d673a579cf1,0.25,0.14158895607198813,0.16997121518459915,0.16908361590755494,0.16997121518459915,0.16021459572138075,5.129452644380421e-13,0.022642500000074506
43,tree_xs_0p450_xj_0p500_yj_0p525_r_1p25,0.45,0.5,0.525,1.25,64,8ec373bdb75223c9881b71e19ec929719e99946d23ce6ba54379d55cd9d0e351,8ec373bdb75223c9881b71e19ec929719e99946d23ce6ba54379d55cd9d0e351,0.25,0.14158895607198888,0.16908361590755477,0.1699712151846003,0.1699712151846003,0.16021459572138133,5.264163874462225e-13,0.02066270000068471
44,tree_xs_0p475_xj_0p500_yj_0p525_r_1p50,0.475,0.5,0.525,1.5,64,6c416d11764fe6eb2b43e294b95a5f3ab235277cc86bb4afcf9c5a1d6fd709f6,6c416d11764fe6eb2b43e294b95a5f3ab235277cc86bb4afcf9c5a1d6fd709f6,0.25,0.1374247279681981,0.16955813660872837,0.17004822080914056,0.17004822080914056,0.1590103617953557,4.542641812912792e-13,0.020184699998935685
45,tree_xs_0p525_xj_0p500_yj_0p525_r_1p50,0.525,0.5,0.525,1.5,64,bcee5a49819a789efa1e29c9c9f83db75e639721a443f5247255af1db9d4d392,bcee5a49819a789efa1e29c9c9f83db75e639721a443f5247255af1db9d4d392,0.25,0.13742754140580207,0.170076159231398,0.1695285607290291,0.170076159231398,0.15901075378874305,4.561898722340679e-13,0.023373200005153194
46,tree_xs_0p500_xj_0p500_yj_0p650_r_1p25,0.5,0.5,0.65,1.25,64,f52f74868208d43dd196d07ffd7332a122100ab3a62525eb70e4011d1deba115,f52f74868208d43dd196d07ffd7332a122100ab3a62525eb70e4011d1deba115,0.25,0.1379467901104593,0.1700865123166415,0.17008651231664262,0.17008651231664262,0.1593732715812478,5.294667134659685e-13,0.021721699988120236
47,tree_xs_0p475_xj_0p500_yj_0p650_r_1p50,0.475,0.5,0.65,1.5,64,e05afc867c6cac054f73c048dbe9966a6e8d801b8aefd68fa076e9d0b125776a,e05afc867c6cac054f73c048dbe9966a6e8d801b8aefd68fa076e9d0b125776a,0.25,0.13420258638073795,0.16947590638105994,0.1701007780456621,0.1701007780456621,0.15792642360248668,4.574396037612389e-13,0.022535800002515316
48,tree_xs_0p525_xj_0p500_yj_0p650_r_1p50,0.525,0.5,0.65,1.5,64,b31172e19b0e1216f856b440a22ebe57221a414e47d47837f4b0fbaf83e93082,b31172e19b0e1216f856b440a22ebe57221a414e47d47837f4b0fbaf83e93082,0.25,0.13420258638073854,0.17010077804566381,0.16947590638105997,0.17010077804566381,0.15792642360248746,4.689274110225942e-13,0.01972740000928752
49,tree_xs_0p475_xj_0p525_yj_0p500_r_1p25,0.475,0.525,0.5,1.25,64,6902b1e5185c53ed09e72a401275b1cdd009e879961a221d3845a6fea3aaaada,6902b1e5185c53ed09e72a401275b1cdd009e879961a221d3845a6fea3aaaada,0.25,0.1432429996328467,0.17020307767064746,0.16687945499361043,0.17020307767064746,0.16010851076570154,5.269179043545623e-13,0.02206319999822881
50,tree_xs_0p525_xj_0p475_yj_0p500_r_1p25,0.525,0.475,0.5,1.25,64,7759700ae094c62a3c936271c294029258f1037854773fd239f2441bec5721ab,7759700ae094c62a3c936271c294029258f1037854773fd239f2441bec5721ab,0.25,0.14324926344476654,0.1667371135770923,0.1702667597960044,0.1702667597960044,0.16008437893928773,5.483784230900015e-13,0.021403500009910204
51,tree_xs_0p550_xj_0p500_yj_0p475_r_1p25,0.55,0.5,0.475,1.25,64,85cc1b7f390349a40becc09a65d401fa25901c33c44a09d41350efa0da1ffc6d,85cc1b7f390349a40becc09a65d401fa25901c33c44a09d41350efa0da1ffc6d,0.25,0.14307494495726916,0.17031694385409363,0.16960009050212432,0.17031694385409363,0.16099732643782905,5.045717280017192e-13,0.022950300000957213
52,tree_xs_0p450_xj_0p500_yj_0p475_r_1p25,0.45,0.5,0.475,1.25,64,88ed57a91927ee2a2128c8df2e23e999bd79e5d666cc595d6cebf50a4cea8fae,88ed57a91927ee2a2128c8df2e23e999bd79e5d666cc595d6cebf50a4cea8fae,0.25,0.14307494495727135,0.1696000905021261,0.17031694385409596,0.17031694385409596,0.16099732643783113,5.233153718227e-13,0.020792099996469915
53,tree_xs_0p450_xj_0p500_yj_0p575_r_1p50,0.45,0.5,0.575,1.5,64,980104952660de51a15327c594f91bc8e68747597d5d83b2166ba48ff7a6581e,980104952660de51a15327c594f91bc8e68747597d5d83b2166ba48ff7a6581e,0.25,0.136681037091078,0.16893682912910973,0.17038086611932848,0.17038086611932848,0.15866624411317207,4.904359981172307e-13,0.018976200008182786
54,tree_xs_0p550_xj_0p500_yj_0p575_r_1p50,0.55,0.5,0.575,1.5,64,3878c5ec33d899d5639cbde6231c19b5642bcdd8e38de4c9edda1cfa64bb8327,3878c5ec33d899d5639cbde6231c19b5642bcdd8e38de4c9edda1cfa64bb8327,0.25,0.13668103709108181,0.17038086611933398,0.16893682912911204,0.17038086611933398,0.15866624411317595,5.004710349282146e-13,0.022291300003416836
55,tree_xs_0p450_xj_0p500_yj_0p500_r_1p50,0.45,0.5,0.5,1.5,64,3188dfab91e731b78cba5998a90f74c42e586c84f8360a500ae62777905ca52c,3188dfab91e731b78cba5998a90f74c42e586c84f8360a500ae62777905ca52c,0.25,0.13907753312254226,0.16919981153039168,0.17040005341194805,0.17040005341194805,0.159559132688294,4.954618867669662e-13,0.020367200006148778
56,tree_xs_0p550_xj_0p500_yj_0p500_r_1p50,0.55,0.5,0.5,1.5,64,db58936c79247a0551d19c66b6663650b2a7fcc61dda9ae7a0f66e6dc520ebfb,db58936c79247a0551d19c66b6663650b2a7fcc61dda9ae7a0f66e6dc520ebfb,0.25,0.13907753312254098,0.17040005341194903,0.16919981153038763,0.17040005341194903,0.15955913268829255,4.821126503638574e-13,0.024731099998462014
57,tree_xs_0p450_xj_0p500_yj_0p500_r_1p25,0.45,0.5,0.5,1.25,64,7501bf50c58f840ccfa11269eab1f258245f373ffdb429a55c6d129f552de8b3,7501bf50c58f840ccfa11269eab1f258245f373ffdb429a55c6d129f552de8b3,0.25,0.14040109314835889,0.16956682454373861,0.17040182656558014,0.17040182656558014,0.16012324808589254,5.365854264039752e-13,0.01985729999432806
58,tree_xs_0p550_xj_0p500_yj_0p500_r_1p25,0.55,0.5,0.5,1.25,64,ac30f24d40df2a6409e282258edaae1e1b3d0fce33586212d6ff86613c8ff938,ac30f24d40df2a6409e282258edaae1e1b3d0fce33586212d6ff86613c8ff938,0.25,0.14040109314835958,0.17040182656558098,0.1695668245437391,0.17040182656558098,0.1601232480858932,5.324930090930026e-13,0.023051600001053885
59,tree_xs_0p475_xj_0p500_yj_0p650_r_1p25,0.475,0.5,0.65,1.25,64,1bdeabe46a9db87136cee3cd73254a1e78ea0f97630e75a16e9064e6a391a850,1bdeabe46a9db87136cee3cd73254a1e78ea0f97630e75a16e9064e6a391a850,0.25,0.13704195344180267,0.16922057441278932,0.1704119348876869,0.1704119348876869,0.15889148758075963,5.346571572096529e-13,0.023117499993531965
60,tree_xs_0p525_xj_0p500_yj_0p650_r_1p25,0.525,0.5,0.65,1.25,64,c4e5f3975df64d3b60c4cab95f2aecd622a84c4886b9b332facb4ac9f97a9a9e,c4e5f3975df64d3b60c4cab95f2aecd622a84c4886b9b332facb4ac9f97a9a9e,0.25,0.13704195344180575,0.1704119348876901,0.1692205744127924,0.1704119348876901,0.15889148758076274,5.440719052641331e-13,0.019956300006015226
61,tree_xs_0p525_xj_0p525_yj_0p500_r_1p25,0.525,0.525,0.5,1.25,64,d6cbe4d21f79cb344ac9a5ab4529935deff8758f8d0d499b0b01842bdcb34df6,d6cbe4d21f79cb344ac9a5ab4529935deff8758f8d0d499b0b01842bdcb34df6,0.25,0.14187535648800925,0.17043080244082692,0.16516260742028357,0.17043080244082692,0.15915625544970657,5.181662612491484e-13,0.02175679999345448
62,tree_xs_0p475_xj_0p475_yj_0p500_r_1p25,0.475,0.475,0.5,1.25,64,2df95d85f2cc69bc4cd4f6d9b0eedec0b0f920f4d64607909281a75b342d219b,2df95d85f2cc69bc4cd4f6d9b0eedec0b0f920f4d64607909281a75b342d219b,0.25,0.14240104362083497,0.16510043622443818,0.17049153826239144,0.17049153826239144,0.1593310060358882,5.265922469945798e-13,0.02210930000001099
63,tree_xs_0p550_xj_0p500_yj_0p600_r_1p25,0.55,0.5,0.6,1.25,64,d467816495935ad44ba1312098c0277fc5e30144f0308a28e34cc0206ea06769,d467816495935ad44ba1312098c0277fc5e30144f0308a28e34cc0206ea06769,0.25,0.138947235399317,0.17052186722343718,0.1682953322099114,0.17052186722343718,0.15925481161088853,5.230187550684488e-13,0.023464900004910305
64,tree_xs_0p475_xj_0p500_yj_0p475_r_1p50,0.475,0.5,0.475,1.5,64,97aa785f78f4bf29789fade28e887e13ecaca5013417ad5167e692d1eb95af2f,97aa785f78f4bf29789fade28e887e13ecaca5013417ad5167e692d1eb95af2f,0.25,0.13816012155212523,0.16995392166135062,0.17054503899502363,0.17054503899502363,0.15955302740283317,4.708502772106629e-13,0.02315820001240354
65,tree_xs_0p525_xj_0p500_yj_0p475_r_1p50,0.525,0.5,0.475,1.5,64,71ef6a9d9f286d21a6f75d26cc249c2839b15bfac2f0529819ec133ebcfad564,71ef6a9d9f286d21a6f75d26cc249c2839b15bfac2f0529819ec133ebcfad564,0.25,0.13816012155212645,0.17054503899502574,0.16995392166135187,0.17054503899502574,0.1595530274028347,5.159341983848552e-13,0.0227113000000827
66,tree_xs_0p450_xj_0p500_yj_0p550_r_1p50,0.45,0.5,0.55,1.5,64,d5ae77b90a159b9e6bf3ca651cf6cc8653986dce03be05a4ef55c34eba008942,d5ae77b90a159b9e6bf3ca651cf6cc8653986dce03be05a4ef55c34eba008942,0.25,0.137370483004948,0.1692481698937369,0.17054611002479264,0.17054611002479264,0.1590549209744925,4.985721067545175e-13,0.022114300008979626
67,tree_xs_0p550_xj_0p500_yj_0p550_r_1p50,0.55,0.5,0.55,1.5,64,a68452a42bb1349cb94cebb38411aa206373e6785bc820ae981394694963b32f,a68452a42bb1349cb94cebb38411aa206373e6785bc820ae981394694963b32f,0.25,0.13737048300494925,0.17054611002479286,0.1692481698937399,0.17054611002479286,0.159054920974494,5.125054163516874e-13,0.02226689999224618
