rank,candidate_id,x_sink,x_junction,y_junction,trunk_to_branch_width_ratio,resolution,design_hash_64,transferred_design_hash,material_fraction,scenario_A_peak,scenario_B_peak,scenario_C_peak,worst_peak,average_peak,maximum_residual,wall_seconds
11514,tree_xs_0p675_xj_0p475_yj_0p350_r_1p00,0.675,0.475,0.35,1.0,64,743b9083ad942baf4eebd4a38d9cd2164f0541dc34166c7be3976691ccf32556,743b9083ad942baf4eebd4a38d9cd2164f0541dc34166c7be3976691ccf32556,0.25,0.16336410013158706,0.1898523960823234,0.19269638575821965,0.19269638575821965,0.18197096065737672,6.102153770069805e-13,0.02319829999760259
11515,tree_xs_0p550_xj_0p600_yj_0p225_r_1p50,0.55,0.6,0.225,1.5,64,56c3f916aa7d21a1094429b7edebcf5ce3f16221cfe81da74f668d16a45438e2,56c3f916aa7d21a1094429b7edebcf5ce3f16221cfe81da74f668d16a45438e2,0.25,0.1536743169894478,0.19270146695884752,0.17812362200526283,0.19270146695884752,0.17483313531785272,5.173292471670318e-13,0.025902199995471165
11516,tree_xs_0p450_xj_0p400_yj_0p225_r_1p50,0.45,0.4,0.225,1.5,64,269a0ac21b6ad92ecf90eb9ee713e733b29d42c3e4208ce80393318a4d33dc25,269a0ac21b6ad92ecf90eb9ee713e733b29d42c3e4208ce80393318a4d33dc25,0.25,0.15367431698944878,0.17812362200526388,0.19270146695885118,0.19270146695885118,0.1748331353178546,4.722936532995135e-13,0.022219799997401424
11517,tree_xs_0p375_xj_0p625_yj_0p625_r_1p25,0.375,0.625,0.625,1.25,64,fa92bdee3eef12c8ca9329ae24cd16191a846c9ea28589e3c7955b98c96483d1,fa92bdee3eef12c8ca9329ae24cd16191a846c9ea28589e3c7955b98c96483d1,0.25,0.15385489860376636,0.19270150550126944,0.16892064694660436,0.19270150550126944,0.17182568368388007,5.857052187642467e-13,0.017995300004258752
11518,tree_xs_0p575_xj_0p425_yj_0p600_r_0p75,0.575,0.425,0.6,0.75,64,68a6767c4eeab474ea6a58d93d3c8db6577103ceadb1a3434e74926fed40f2ce,68a6767c4eeab474ea6a58d93d3c8db6577103ceadb1a3434e74926fed40f2ce,0.25,0.1647477135780533,0.1820861337631403,0.19270241381093262,0.19270241381093262,0.17984542038404205,7.36040596358138e-13,0.02311889998964034
11519,tree_xs_0p425_xj_0p575_yj_0p600_r_0p75,0.425,0.575,0.6,0.75,64,18dba44b0d8f810728f6318c577d60d3767246366ec7dd9f51089ecf6ea6eb89,18dba44b0d8f810728f6318c577d60d3767246366ec7dd9f51089ecf6ea6eb89,0.25,0.16474771357805415,0.1927024138109329,0.18208613376314176,0.1927024138109329,0.17984542038404294,7.0010508425092e-13,0.0190423999883933
11520,tree_xs_0p650_xj_0p575_yj_0p500_r_0p75,0.65,0.575,0.5,0.75,64,c7e77f21982ec52a5264249f3d658a532e809161eba57c7e5df8d2c43a1dbaa7,c7e77f21982ec52a5264249f3d658a532e809161eba57c7e5df8d2c43a1dbaa7,0.25,0.16412274010341715,0.19270380245799631,0.17830398235106687,0.19270380245799631,0.17837684163749343,6.747447437378234e-13,0.022276400006376207
11521,tree_xs_0p350_xj_0p425_yj_0p500_r_0p75,0.35,0.425,0.5,0.75,64,ccfc7913208a91a9540362c6330c80ab405340319c243eac5c11c89d340610a9,ccfc7913208a91a9540362c6330c80ab405340319c243eac5c11c89d340610a9,0.25,0.16412274010341749,0.17830398235106812,0.19270380245799634,0.19270380245799634,0.17837684163749398,6.91675010768246e-13,0.016884399999980815
11522,tree_xs_0p375_xj_0p400_yj_0p525_r_0p75,0.375,0.4,0.525,0.75,64,ca733aecd4660d7cefd741c456965a2ca2d52227ddf07db3be64c58d62c974d2,ca733aecd4660d7cefd741c456965a2ca2d52227ddf07db3be64c58d62c974d2,0.25,0.16310656305353416,0.17434931934734427,0.192706074835386,0.192706074835386,0.17672065241208812,7.237839215012406e-13,0.019915400000172667
11523,tree_xs_0p625_xj_0p600_yj_0p525_r_0p75,0.625,0.6,0.525,0.75,64,43a5c21af67aa2d319657e8331fcbadd0a0b2ef84e1bc8ace1573fae3e08b9d0,43a5c21af67aa2d319657e8331fcbadd0a0b2ef84e1bc8ace1573fae3e08b9d0,0.25,0.1631065630535362,0.19270607483538799,0.1743493193473467,0.19270607483538799,0.1767206524120903,6.894183998382595e-13,0.023531200000434183
11524,tree_xs_0p625_xj_0p475_yj_0p325_r_2p00,0.625,0.475,0.325,2.0,64,ca7c5779b4e9cfdb3cbf82632ffc293ccc3853cd11d91ac9385fd67755b1ba80,ca7c5779b4e9cfdb3cbf82632ffc293ccc3853cd11d91ac9385fd67755b1ba80,0.25,0.15281530807127433,0.1904683082625863,0.1927069036975485,0.1927069036975485,0.17866350667713637,4.1607841736173817e-13,0.024285599996801466
11525,tree_xs_0p375_xj_0p525_yj_0p325_r_2p00,0.375,0.525,0.325,2.0,64,5e6a04363374fb890f451ee5fc98071cc23bd024597d162999a95f7d48518e08,5e6a04363374fb890f451ee5fc98071cc23bd024597d162999a95f7d48518e08,0.25,0.1528153080712737,0.19270690369755009,0.1904683082625841,0.19270690369755009,0.17866350667713596,4.3911772079389337e-13,0.017554499994730577
11526,tree_xs_0p350_xj_0p600_yj_0p500_r_1p25,0.35,0.6,0.5,1.25,64,29a652ff1e7a60578f35e1992da071b573f7f5d45bfb22e4673c401b34dc1d02,29a652ff1e7a60578f35e1992da071b573f7f5d45bfb22e4673c401b34dc1d02,0.25,0.15671481324553785,0.19270697174906884,0.17687981857948343,0.19270697174906884,0.17543386785803006,5.682016248784769e-13,0.016247000006842427
11527,tree_xs_0p650_xj_0p400_yj_0p500_r_1p25,0.65,0.4,0.5,1.25,64,2d310a5c2bcde20afddc1117528ce5f658f65156d86954ba537e3f52aa672b15,2d310a5c2bcde20afddc1117528ce5f658f65156d86954ba537e3f52aa672b15,0.25,0.15671481324554198,0.1768798185794867,0.19270697174907295,0.19270697174907295,0.17543386785803386,5.640981896569366e-13,0.021723600002587773
11528,tree_xs_0p450_xj_0p600_yj_0p350_r_1p25,0.45,0.6,0.35,1.25,64,bf52385f78a8491f0263398c55c30ad491a99d2ad44d99b4f4d34f12653fddbf,bf52385f78a8491f0263398c55c30ad491a99d2ad44d99b4f4d34f12653fddbf,0.25,0.15689770291800498,0.1927091766513627,0.1774291023480297,0.1927091766513627,0.17567866063913243,5.352777114310981e-13,0.019926099994336255
11529,tree_xs_0p550_xj_0p400_yj_0p350_r_1p25,0.55,0.4,0.35,1.25,64,531f123b7b963950b2806388e5a73f83c27479a1914077714e35f2c159aeed7c,531f123b7b963950b2806388e5a73f83c27479a1914077714e35f2c159aeed7c,0.25,0.15689770291800775,0.1774291023480341,0.19270917665136517,0.19270917665136517,0.1756786606391357,5.689178064370715e-13,0.022519599995575845
11530,tree_xs_0p500_xj_0p650_yj_0p600_r_1p00,0.5,0.65,0.6,1.0,64,9acf3a3f22927c4bab3418ef7d3fcdaa97c21522be06deadd230e3105b01c2c8,9acf3a3f22927c4bab3418ef7d3fcdaa97c21522be06deadd230e3105b01c2c8,0.25,0.15683284631146327,0.19271098131014866,0.16259093250703233,0.19271098131014866,0.1707115867095481,6.427392535142813e-13,0.021278799991705455
11531,tree_xs_0p500_xj_0p350_yj_0p600_r_1p00,0.5,0.35,0.6,1.0,64,aa5321fa1187798c9652d822271ca25113e51f54af933a42d35b9eb889142e7b,aa5321fa1187798c9652d822271ca25113e51f54af933a42d35b9eb889142e7b,0.25,0.1568328463114749,0.16259093250704176,0.19271098131016168,0.19271098131016168,0.17071158670955944,6.400928632624841e-13,0.020136499995714985
11532,tree_xs_0p375_xj_0p600_yj_0p500_r_1p00,0.375,0.6,0.5,1.0,64,fc2b24abb6a24d81435c9941bb20ce7b4e3e9e49e47a8fb1682a8bc5c4849912,fc2b24abb6a24d81435c9941bb20ce7b4e3e9e49e47a8fb1682a8bc5c4849912,0.25,0.16094840347670727,0.1927110417448171,0.1783393047931735,0.1927110417448171,0.17733291667156595,6.423447191681231e-13,0.01791209999646526
11533,tree_xs_0p575_xj_0p525_yj_0p175_r_1p00,0.575,0.525,0.175,1.0,64,f27630b7d735e8ee7d5b91d58cc45d308afcc7d3393258498733ede09f409322,f27630b7d735e8ee7d5b91d58cc45d308afcc7d3393258498733ede09f409322,0.25,0.15987215691937195,0.1927114574971197,0.18958774888359656,0.1927114574971197,0.18072378776669606,5.54479488167178e-13,0.02670669999497477
11534,tree_xs_0p425_xj_0p475_yj_0p175_r_1p00,0.425,0.475,0.175,1.0,64,852df8f2ee14e060a71562c553649d8409b50da8db65a0dae04a4023e0ee2170,852df8f2ee14e060a71562c553649d8409b50da8db65a0dae04a4023e0ee2170,0.25,0.1598721569193774,0.1895877488836037,0.19271145749712196,0.19271145749712196,0.18072378776670103,5.401441867954534e-13,0.01899589999811724
11535,tree_xs_0p400_xj_0p550_yj_0p275_r_1p00,0.4,0.55,0.275,1.0,64,f436db8dd1dfaf5854c7047201cc5686d5a656a8678c25a5e5140f0571facd9c,f436db8dd1dfaf5854c7047201cc5686d5a656a8678c25a5e5140f0571facd9c,0.25,0.16282210789037846,0.1927142244430193,0.18710020348448378,0.1927142244430193,0.18087884527262718,6.238336240647307e-13,0.018845599988708273
11536,tree_xs_0p600_xj_0p450_yj_0p275_r_1p00,0.6,0.45,0.275,1.0,64,742e610fdc46b15e75d5cb2c07a17d60aa2efc58f33c91d629b77c8b042ba213,742e610fdc46b15e75d5cb2c07a17d60aa2efc58f33c91d629b77c8b042ba213,0.25,0.16282210789037999,0.18710020348448622,0.19271422444301994,0.19271422444301994,0.18087884527262874,5.980917103698037e-13,0.02274480000778567
11537,tree_xs_0p375_xj_0p625_yj_0p650_r_1p00,0.375,0.625,0.65,1.0,64,33f7e70c602fc5213ad47e56c86299d5feca890c476c5839f2cc0750d45b7c8d,33f7e70c602fc5213ad47e56c86299d5feca890c476c5839f2cc0750d45b7c8d,0.25,0.15679671694946892,0.1927172974959664,0.1724740972765855,0.1927172974959664,0.17399603724067358,6.878843411113333e-13,0.018593900007545017
11538,tree_xs_0p625_xj_0p375_yj_0p625_r_1p25,0.625,0.375,0.625,1.25,64,abf24010ded702d4dd9406879bb8aa0fc849218cf44a07decfe79d90fbfca475,abf24010ded702d4dd9406879bb8aa0fc849218cf44a07decfe79d90fbfca475,0.25,0.15414179150182877,0.16890753307951717,0.19271811224137508,0.19271811224137508,0.17192247894090698,5.840220711243075e-13,0.024430999998003244
11539,tree_xs_0p450_xj_0p600_yj_0p350_r_1p50,0.45,0.6,0.35,1.5,64,35bf3e0387d9a6d1e945ac51d1ee6af9ffd36e1c127f3996d1169bbcd039ccac,35bf3e0387d9a6d1e945ac51d1ee6af9ffd36e1c127f3996d1169bbcd039ccac,0.25,0.15358495682597675,0.1927210345311733,0.17584010031534936,0.1927210345311733,0.17404869722416647,5.195209179055843e-13,0.01971780000894796
11540,tree_xs_0p550_xj_0p400_yj_0p350_r_1p50,0.55,0.4,0.35,1.5,64,350212336b2c76ad77e10aaa8664f2bf00ffde45a28f7a75805c58b060251b41,350212336b2c76ad77e10aaa8664f2bf00ffde45a28f7a75805c58b060251b41,0.25,0.15358495682598028,0.17584010031535321,0.1927210345311777,0.1927210345311777,0.1740486972241704,4.837256201196747e-13,0.02236859999538865
11541,tree_xs_0p675_xj_0p575_yj_0p425_r_0p75,0.675,0.575,0.425,0.75,64,5a14e0bbbeaaffb19c4aa8ddb8eecdab529cc1f656ebb056310ca200285c6577,5a14e0bbbeaaffb19c4aa8ddb8eecdab529cc1f656ebb056310ca200285c6577,0.25,0.16344443675865453,0.19272182421929582,0.17872388758575006,0.19272182421929582,0.17829671618790013,7.04849559637038e-13,0.023772300002747215
11542,tree_xs_0p325_xj_0p425_yj_0p425_r_0p75,0.325,0.425,0.425,0.75,64,0e8a8e36b7cdb0ab3790b50d526a5bb64490a0a9be2b9db351e8b38375ac2aea,0e8a8e36b7cdb0ab3790b50d526a5bb64490a0a9be2b9db351e8b38375ac2aea,0.25,0.1634444367586586,0.17872388758575375,0.1927218242193005,0.1927218242193005,0.1782967161879043,6.782163101152363e-13,0.01582149999740068
11543,tree_xs_0p525_xj_0p575_yj_0p375_r_0p75,0.525,0.575,0.375,0.75,64,95a843c41fb7af0ef0d13f1b90e6e42842bd0103028f01c2c8851b0804da6b4d,95a843c41fb7af0ef0d13f1b90e6e42842bd0103028f01c2c8851b0804da6b4d,0.25,0.16468170110287328,0.19272473969189535,0.18241012836425016,0.19272473969189535,0.17993885638633958,7.349287804967742e-13,0.022989499993855134
11544,tree_xs_0p475_xj_0p425_yj_0p375_r_0p75,0.475,0.425,0.375,0.75,64,e6bcfbc849f96ea9c1a41c69e334d61dca2927a1d2731523ddde1e4d1516c2ab,e6bcfbc849f96ea9c1a41c69e334d61dca2927a1d2731523ddde1e4d1516c2ab,0.25,0.16468170110287703,0.18241012836425397,0.19272473969189866,0.19272473969189866,0.17993885638634322,6.672020403323978e-13,0.024927099992055446
11545,tree_xs_0p625_xj_0p500_yj_0p200_r_1p25,0.625,0.5,0.2,1.25,64,ba2dda6687faf036c241e4d3576e255f4d18b250ef382e5691c6c75b5c708c9d,ba2dda6687faf036c241e4d3576e255f4d18b250ef382e5691c6c75b5c708c9d,0.25,0.15777594093891167,0.1927269382838409,0.1925322979024914,0.1927269382838409,0.18101172570841464,4.961689804541776e-13,0.02269690000684932
11546,tree_xs_0p375_xj_0p500_yj_0p350_r_0p75,0.375,0.5,0.35,0.75,64,862107b05ddca980d52872fe606c3cfc8d880062a7009fc9c9b812184ddcdaa1,862107b05ddca980d52872fe606c3cfc8d880062a7009fc9c9b812184ddcdaa1,0.25,0.1672239421142548,0.19177063881582984,0.19272760756397234,0.19272760756397234,0.18390739616468565,6.927146691878799e-13,0.017613199990591966
11547,tree_xs_0p575_xj_0p450_yj_0p225_r_1p25,0.575,0.45,0.225,1.25,64,08db1426bbab18d3ff339b74d8d0eb6774fb16dfaa8bd1e305d0354990af8509,08db1426bbab18d3ff339b74d8d0eb6774fb16dfaa8bd1e305d0354990af8509,0.25,0.15910555124981243,0.18626545883181195,0.1927303980625378,0.1927303980625378,0.17936713604805407,5.307812061706019e-13,0.022943700008909218
11548,tree_xs_0p425_xj_0p550_yj_0p225_r_1p25,0.425,0.55,0.225,1.25,64,6f3cfcd4cca0883b461930f013158c224d0b1179d075fd36082a2f3f57bac92d,6f3cfcd4cca0883b461930f013158c224d0b1179d075fd36082a2f3f57bac92d,0.25,0.15910555124980963,0.19273039806253808,0.1862654588318096,0.19273039806253808,0.17936713604805243,5.559289961008178e-13,0.019550800003344193
11549,tree_xs_0p450_xj_0p575_yj_0p300_r_1p00,0.45,0.575,0.3,1.0,64,dce1af0fb227961ff86e52fdd1366e4664e958aff9297cc31d3f8434b51ccac8,dce1af0fb227961ff86e52fdd1366e4664e958aff9297cc31d3f8434b51ccac8,0.25,0.16058690175118343,0.1927343803931311,0.1833939021553636,0.1927343803931311,0.17890506143322604,6.089166297803634e-13,0.019906699992134236
11550,tree_xs_0p550_xj_0p425_yj_0p300_r_1p00,0.55,0.425,0.3,1.0,64,d6ea0330e7af47a781f8acc5ac1b64f0a77af70b091a2286e759c1a580c2e059,d6ea0330e7af47a781f8acc5ac1b64f0a77af70b091a2286e759c1a580c2e059,0.25,0.1605869017511862,0.18339390215536816,0.1927343803931333,0.1927343803931333,0.17890506143322923,5.88072050663288e-13,0.022783099993830547
11551,tree_xs_0p500_xj_0p600_yj_0p475_r_2p00,0.5,0.6,0.475,2.0,64,3f8cc92b1ceed9c3d3641be1e738ddf64727c8fe4d36be573cf6f5bd693c9b3a,3f8cc92b1ceed9c3d3641be1e738ddf64727c8fe4d36be573cf6f5bd693c9b3a,0.25,0.1456909176417017,0.19273678153649393,0.16917355553502306,0.19273678153649393,0.16920041823773957,4.229321456790813e-13,0.021234600004390813
11552,tree_xs_0p500_xj_0p400_yj_0p475_r_2p00,0.5,0.4,0.475,2.0,64,30318dcc79cc81c90495a5652bbc0b7bf0976d5701666e422d632801ca8e062d,30318dcc79cc81c90495a5652bbc0b7bf0976d5701666e422d632801ca8e062d,0.25,0.1456909176417028,0.16917355553502308,0.1927367815364946,0.1927367815364946,0.16920041823774015,4.297544696547672e-13,0.022311599997919984
11553,tree_xs_0p575_xj_0p650_yj_0p475_r_1p50,0.575,0.65,0.475,1.5,64,48e875d252b28a948a958af4e217573edc83a5ea784d85b9d20d6752a2adad95,48e875d252b28a948a958af4e217573edc83a5ea784d85b9d20d6752a2adad95,0.25,0.15062017322035315,0.1927410093386906,0.16123847426123428,0.1927410093386906,0.16819988560675933,5.206670772719464e-13,0.02344289999746252
11554,tree_xs_0p425_xj_0p350_yj_0p475_r_1p50,0.425,0.35,0.475,1.5,64,a9c75c8f42545285c87d1fc522a26c7a19e2f1b20c07accb672a7ac43bef669d,a9c75c8f42545285c87d1fc522a26c7a19e2f1b20c07accb672a7ac43bef669d,0.25,0.1506201732203576,0.16123847426123872,0.1927410093386951,0.1927410093386951,0.1681998856067638,4.879025333977639e-13,0.019753700005821884
11555,tree_xs_0p350_xj_0p600_yj_0p575_r_1p00,0.35,0.6,0.575,1.0,64,00da1f01cef4d28ae792ca2460de76502ec9036c6c1cb5016ff6387179db93fa,00da1f01cef4d28ae792ca2460de76502ec9036c6c1cb5016ff6387179db93fa,0.25,0.15945999560512097,0.19274708244801217,0.1777378779269342,0.19274708244801217,0.17664831866002242,6.133728353074864e-13,0.01693110000633169
11556,tree_xs_0p650_xj_0p400_yj_0p575_r_1p00,0.65,0.4,0.575,1.0,64,df25b1e5c00d7687d857f05f0139c4828d71792ae7a3c239ff9c36e06f84cae9,df25b1e5c00d7687d857f05f0139c4828d71792ae7a3c239ff9c36e06f84cae9,0.25,0.15945999560512922,0.17773787792693946,0.19274708244802094,0.19274708244802094,0.17664831866002986,6.398543505997904e-13,0.023142099991673604
11557,tree_xs_0p500_xj_0p475_yj_0p225_r_0p75,0.5,0.475,0.225,0.75,64,7298df93b968b23a2a87adc36277cf6606c80a705bf3132ea64de15ed5150eb4,7298df93b968b23a2a87adc36277cf6606c80a705bf3132ea64de15ed5150eb4,0.25,0.163618910440578,0.19048588955283938,0.19275010219738392,0.19275010219738392,0.18228496739693378,6.176602578318436e-13,0.0210466999997152
11558,tree_xs_0p500_xj_0p525_yj_0p225_r_0p75,0.5,0.525,0.225,0.75,64,736cece4f3d6506e5f252f087bed9decf0f4a5d7660e4cdce816f494d33cc2b9,736cece4f3d6506e5f252f087bed9decf0f4a5d7660e4cdce816f494d33cc2b9,0.25,0.16361891044057716,0.1927501021973844,0.19048588955283896,0.1927501021973844,0.18228496739693348,6.397592959820783e-13,0.02244129999598954
11559,tree_xs_0p700_xj_0p575_yj_0p475_r_2p00,0.7,0.575,0.475,2.0,64,0bb68cf53dab794644f955c425c0686a5a8543345945ae8064430137b12e00f3,0bb68cf53dab794644f955c425c0686a5a8543345945ae8064430137b12e00f3,0.25,0.14659806351711988,0.1927543138325799,0.17228043194805817,0.1927543138325799,0.17054426976591933,4.625560413589841e-13,0.02374430000782013
11560,tree_xs_0p300_xj_0p425_yj_0p475_r_2p00,0.3,0.425,0.475,2.0,64,e9504c783cd4420bd0a9f83eb71c605d2d1353d442b8952c22e7c8e87c991696,e9504c783cd4420bd0a9f83eb71c605d2d1353d442b8952c22e7c8e87c991696,0.25,0.14659806351712398,0.17228043194806353,0.19275431383258346,0.19275431383258346,0.17054426976592366,4.5193469787021057e-13,0.015403900004457682
11561,tree_xs_0p450_xj_0p400_yj_0p625_r_2p00,0.45,0.4,0.625,2.0,64,5e1b7ed3ab2ffa8175eba59edf2fb31edf6ae2d337483504cf6847dce52d4c50,5e1b7ed3ab2ffa8175eba59edf2fb31edf6ae2d337483504cf6847dce52d4c50,0.25,0.13992311561426424,0.15920399803352042,0.19275584859757566,0.19275584859757566,0.1639609874151201,4.4422364510346376e-13,0.021133899994310923
11562,tree_xs_0p350_xj_0p550_yj_0p650_r_0p75,0.35,0.55,0.65,0.75,64,555f3207dd175fc208bd69774bbe45411dbc1fff10e099cb0bb836d6218f5ea1,555f3207dd175fc208bd69774bbe45411dbc1fff10e099cb0bb836d6218f5ea1,0.25,0.16576195868874577,0.1927579211428958,0.18909554708554505,0.1927579211428958,0.18253847563906223,7.557003813633156e-13,0.01677159999962896
11563,tree_xs_0p550_xj_0p650_yj_0p500_r_1p00,0.55,0.65,0.5,1.0,64,dbb2cea5150420a8cf97bdd5433c48562620e49d5b1ae1792ae9c437ac558791,dbb2cea5150420a8cf97bdd5433c48562620e49d5b1ae1792ae9c437ac558791,0.25,0.1582396857956908,0.1927613141339204,0.16615011665738652,0.1927613141339204,0.17238370552899926,6.426598108230672e-13,0.02254269999684766
11564,tree_xs_0p450_xj_0p350_yj_0p500_r_1p00,0.45,0.35,0.5,1.0,64,5cdb5c4fd3c0bb45472a2a4386479fd15e376928aab76449dbc38805ae90cd3d,5cdb5c4fd3c0bb45472a2a4386479fd15e376928aab76449dbc38805ae90cd3d,0.25,0.15823968579569042,0.16615011665738358,0.19276131413392333,0.19276131413392333,0.1723837055289991,6.186776950588442e-13,0.022719300002790987
11565,tree_xs_0p325_xj_0p500_yj_0p650_r_0p75,0.325,0.5,0.65,0.75,64,b343d3e81b11e26b85c6d08b43e8e0f7eeaf931f1ea2cd4c3b793eda6171054e,b343d3e81b11e26b85c6d08b43e8e0f7eeaf931f1ea2cd4c3b793eda6171054e,0.25,0.16433556269507743,0.1855674586208643,0.1927631564898552,0.1927631564898552,0.18088872593526564,7.009974730971977e-13,0.016328300000168383
11566,tree_xs_0p500_xj_0p475_yj_0p125_r_2p00,0.5,0.475,0.125,2.0,64,b7e35f0820171c1cdcd3e94ec40e431f408047313d1cc57e38ceba3d9d290868,b7e35f0820171c1cdcd3e94ec40e431f408047313d1cc57e38ceba3d9d290868,0.25,0.15236742401926803,0.18959449569888032,0.19276329873963277,0.19276329873963277,0.17824173948592703,4.2770922572414165e-13,0.02440799999749288
11567,tree_xs_0p500_xj_0p525_yj_0p125_r_2p00,0.5,0.525,0.125,2.0,64,e4b084913097aa391eda38f84e82ff1e37ac6f633219930b2af5fc0f23c5502e,e4b084913097aa391eda38f84e82ff1e37ac6f633219930b2af5fc0f23c5502e,0.25,0.15236742401926978,0.19276329873963574,0.18959449569888273,0.19276329873963574,0.17824173948592945,4.354231458080496e-13,0.020712799989269115
11568,tree_xs_0p600_xj_0p650_yj_0p300_r_1p25,0.6,0.65,0.3,1.25,64,2ef92476fec781f85b69da3b07dc5f51b39e2805138ca0ad449ab7f29ac02ee2,2ef92476fec781f85b69da3b07dc5f51b39e2805138ca0ad449ab7f29ac02ee2,0.25,0.1550863785452165,0.19276426475610398,0.1710638934052821,0.19276426475610398,0.1729715122355342,5.472678966676211e-13,0.02254170000378508
11569,tree_xs_0p475_xj_0p400_yj_0p325_r_2p00,0.475,0.4,0.325,2.0,64,f82acd925eff922ef3b01bd957c47a9658dc082a292a9925277b9234c6f6422f,f82acd925eff922ef3b01bd957c47a9658dc082a292a9925277b9234c6f6422f,0.25,0.1518551787522111,0.17452196417594248,0.1927642874315811,0.1927642874315811,0.1730471434532449,4.159370529754447e-13,0.020395599989569746
11570,tree_xs_0p525_xj_0p600_yj_0p325_r_2p00,0.525,0.6,0.325,2.0,64,59ab8d0be36c459a211d7656a117579ad88d01d7236c5c0f77db72a6ff52d3ac,59ab8d0be36c459a211d7656a117579ad88d01d7236c5c0f77db72a6ff52d3ac,0.25,0.15185517875221274,0.1927642874315812,0.17452196417594254,0.1927642874315812,0.17304714345324548,4.293384113992523e-13,0.021947999994154088
11571,tree_xs_0p375_xj_0p400_yj_0p300_r_2p00,0.375,0.4,0.3,2.0,64,7e0bc56e2742ab3eba6b46cf5bbc19c417d2cd8a16fcbda2b01d867f888d1828,7e0bc56e2742ab3eba6b46cf5bbc19c417d2cd8a16fcbda2b01d867f888d1828,0.25,0.1492689835320443,0.17383578902726451,0.19276470196149512,0.19276470196149512,0.17195649150693462,4.255762148537105e-13,0.01765129998966586
11572,tree_xs_0p625_xj_0p600_yj_0p300_r_2p00,0.625,0.6,0.3,2.0,64,3f73691393e2bd74581e66a331fce88be8f6f0d5151ea3540da90ede7c6ce281,3f73691393e2bd74581e66a331fce88be8f6f0d5151ea3540da90ede7c6ce281,0.25,0.14926898353204476,0.1927647019614952,0.17383578902726354,0.1927647019614952,0.17195649150693448,4.275009515966666e-13,0.02312690000690054
11573,tree_xs_0p475_xj_0p600_yj_0p350_r_1p00,0.475,0.6,0.35,1.0,64,8ff65af4eacd260d335ecb2da118a3c51023bdcf6ced0c82ee100ef3b4d20fb7,8ff65af4eacd260d335ecb2da118a3c51023bdcf6ced0c82ee100ef3b4d20fb7,0.25,0.1597763401782123,0.19276573958974014,0.17820118665270185,0.19276573958974014,0.1769144221402181,6.26866102363978e-13,0.022215399993001483
11574,tree_xs_0p500_xj_0p650_yj_0p625_r_1p25,0.5,0.65,0.625,1.25,64,4ab326f731ecf5b7051ac09b38a19e65e19bda8daad849a91208557e4dda2b0a,4ab326f731ecf5b7051ac09b38a19e65e19bda8daad849a91208557e4dda2b0a,0.25,0.15083236285307886,0.1927667752377141,0.1582078306916233,0.1927667752377141,0.16726898959413875,5.899712182714626e-13,0.022872000001370907
11575,tree_xs_0p500_xj_0p350_yj_0p625_r_1p25,0.5,0.35,0.625,1.25,64,e5abca9fadc54ce21a6f162726dfc6e516b87682e5311bf94f5f33cd10065afa,e5abca9fadc54ce21a6f162726dfc6e516b87682e5311bf94f5f33cd10065afa,0.25,0.1508323628530839,0.15820783069163033,0.1927667752377196,0.1927667752377196,0.1672689895941446,5.811187105949778e-13,0.020710799988592044
11576,tree_xs_0p600_xj_0p550_yj_0p125_r_1p25,0.6,0.55,0.125,1.25,64,6bdc1a9b37e7509e60d587d270348de3dd94b8d3807eaaa21814c74227ae9c73,6bdc1a9b37e7509e60d587d270348de3dd94b8d3807eaaa21814c74227ae9c73,0.25,0.15660632713165784,0.1927705458573733,0.1866716412330266,0.1927705458573733,0.17868283807401922,4.883431458804013e-13,0.02187229999981355
11577,tree_xs_0p525_xj_0p600_yj_0p250_r_1p25,0.525,0.6,0.25,1.25,64,07c6f1bdb364d3daf4a1feca11f54e493b6c38d8fd186b1e279aa2778711df89,07c6f1bdb364d3daf4a1feca11f54e493b6c38d8fd186b1e279aa2778711df89,0.25,0.156163916277439,0.19277167648426302,0.17845632895954075,0.19277167648426302,0.17579730724041429,5.409028932245643e-13,0.021563999995123595
11578,tree_xs_0p475_xj_0p400_yj_0p250_r_1p25,0.475,0.4,0.25,1.25,64,97d60505e31d21e7fcb2e0b9f036f04e37f0e54ff4d03047176ab2bd7856be91,97d60505e31d21e7fcb2e0b9f036f04e37f0e54ff4d03047176ab2bd7856be91,0.25,0.15616391627744106,0.17845632895954613,0.19277167648426574,0.19277167648426574,0.17579730724041764,5.421348699768808e-13,0.02166600000055041
11579,tree_xs_0p525_xj_0p650_yj_0p525_r_1p00,0.525,0.65,0.525,1.0,64,a56b7edea300d179093e888e8b356ebe54cf40f48da01c82dbf2506bfa02fccc,a56b7edea300d179093e888e8b356ebe54cf40f48da01c82dbf2506bfa02fccc,0.25,0.15784492800980926,0.19277232198251076,0.16588624808853653,0.19277232198251076,0.17216783269361882,6.172332025975413e-13,0.022347400008584373
11580,tree_xs_0p475_xj_0p350_yj_0p525_r_1p00,0.475,0.35,0.525,1.0,64,aa65ea3264116450bd26ab173050a231dd86d42d1de8b70ff48971450f89397f,aa65ea3264116450bd26ab173050a231dd86d42d1de8b70ff48971450f89397f,0.25,0.15784492800981237,0.1658862480885369,0.1927723219825145,0.1927723219825145,0.17216783269362124,6.34189547573573e-13,0.022157599989441223
