iteration,total_objective,thermal_smooth,exact_continuous_tmax,total_variation,binarization_penalty,continuous_material_fraction,binary_material_fraction,projection_absolute_error,material_logit_mean,material_logit_std,material_logit_minimum,material_logit_maximum,material_std,hidden_state_rms,delta_state_rms,maximum_absolute_delta,maximum_absolute_state,gradient_norm_before_clipping,gradient_norm_after_clipping,conv3x3_weight_gradient_norm,conv1x1_weight_gradient_norm,all_parameter_gradients_finite,maximum_cg_iterations,maximum_explicit_relative_residual,all_cg_converged,finite,wall_seconds
0,0.7078165659453859,0.7040665665414323,0.717857933544868,0.0,0.1874999701976776,0.24999994039535522,0.0,5.960464477539063e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4516033641095033,0.4516033641095033,0.0,0.45160338282585144,True,294,9.880164372320056e-07,True,True,2.4884399000147823
1,0.7042435724774256,0.7004945284977435,0.7140499559228949,0.0010562324896454811,0.18739938735961914,0.25,0.0,0.0,0.007267999462783337,0.006748498883098364,0.0031161014921963215,0.02725144289433956,0.01003061793744564,0.0,3.874207686749287e-05,0.0004263805167283863,0.02725144289433956,0.6129662443261288,0.6129662443261288,0.013435323722660542,0.6128179430961609,True,303,9.77402144255551e-07,True,True,1.7278283999767154
2,0.6989267073677201,0.6951841873154789,0.7086572566193847,0.0023300827015191317,0.18700949847698212,0.2500000298023224,0.0,2.9802322387695312e-08,0.013751974329352379,0.014465561136603355,0.005870515014976263,0.05661173164844513,0.022147705778479576,0.00786630343645811,0.0001422745262971148,0.0008944044820964336,0.05661173164844513,0.8103977570027575,0.8103977570027575,0.03400859981775284,0.8096782565116882,True,305,9.86975140247111e-07,True,True,1.7437748999800533
3,0.6913532602820045,0.6876270802775829,0.701001996060551,0.003943847957998514,0.18611180782318115,0.25,0.0,0.0,0.02162645198404789,0.02360084094107151,0.010555961169302464,0.09162509441375732,0.0372583232820034,0.01673603616654873,0.00028243151609785855,0.0014854198088869452,0.09162509441375732,1.0050110226993834,0.9999990957180914,0.06070046126842499,1.0031601190567017,True,304,9.54910675028181e-07,True,True,1.7847354999976233
4,0.6811519260294536,0.6774599438477108,0.6903636393240203,0.006048234179615974,0.18429669737815857,0.2499999701976776,0.0,2.9802322387695312e-08,0.030868476256728172,0.0347682386636734,0.01663796603679657,0.13413476943969727,0.05659772455692291,0.026679271832108498,0.00044292103848420084,0.0022626095451414585,0.13413476943969727,1.1527162661492751,0.9999992399290374,0.08917101472616196,1.1492265462875366,True,303,9.092239611084624e-07,True,True,1.8753609999839682
5,0.6682454150499902,0.6646216592168561,0.6771515745282959,0.008850356563925743,0.18074527382850647,0.2499999850988388,0.045166015625,1.4901161193847656e-08,0.041868906468153,0.04909409210085869,0.02163800783455372,0.1879664957523346,0.08218710869550705,0.038704048842191696,0.0006390808848664165,0.003359821392223239,0.1879664957523346,1.189970826607416,0.9999991847755877,0.11080314218997955,1.184735655784607,True,297,9.949363196437323e-07,True,True,1.9279087000177242
6,0.6537946952804724,0.6503017539130326,0.66232967525341,0.012524831108748913,0.17402082681655884,0.25,0.0888671875,0.0,0.05445236712694168,0.0681394562125206,0.02619018964469433,0.25775888562202454,0.11609978973865509,0.054448872804641724,0.0008975615492090583,0.004982838407158852,0.25775888562202454,1.0424443768083516,0.99999909933651,0.11223414540290833,1.0362855195999146,True,299,9.987498837584077e-07,True,True,1.928891699993983
7,0.6405229596714593,0.6372640312626131,0.648798824166228,0.01704876683652401,0.16209398210048676,0.25,0.11328125,0.0,0.06798012554645538,0.09438823163509369,0.02858937904238701,0.3505912125110626,0.15939262509346008,0.07614430785179138,0.0012580673210322857,0.0074942270293831825,0.3505912125110626,0.709864961976386,0.709864961976386,0.08603675663471222,0.7045127153396606,True,299,9.963634381181796e-07,True,True,1.9701535999774933
8,0.6312855893385589,0.6283912279822856,0.6392730827648518,0.02182815410196781,0.14362666010856628,0.24999995529651642,0.127685546875,4.470348358154297e-08,0.08615320920944214,0.13229958713054657,0.03058405965566635,0.48411524295806885,0.209459587931633,0.10827556997537613,0.0018081542802974582,0.01171853207051754,0.48411524295806885,0.3520581476051534,0.3520581476051534,0.048814013600349426,0.3485477566719055,True,296,9.922889863214762e-07,True,True,1.9333415000000969
9,0.6264286723267094,0.6239605094846145,0.6341380679560432,0.02543634921312332,0.12213632464408875,0.2499999850988388,0.139404296875,1.4901161193847656e-08,0.11525136232376099,0.187853142619133,0.03578956052660942,0.6834760308265686,0.2556631863117218,0.15708525478839874,0.0026830488350242376,0.0190164502710104,0.6834760308265686,0.16939570349706537,0.16939570349706537,0.032830994576215744,0.166083425283432,True,289,9.800798560003366e-07,True,True,1.9125383000064176
