iteration,beta,alpha,binarization_weight,total_objective,exact_peak,continuous_material_fraction,binary_material_fraction,gradient_norm_before_clipping,maximum_cg_iterations,maximum_residual,wall_seconds
0,1.0,50.0,0.0,0.6023008360474114,0.6907739453968849,0.2499999701976776,0.0,0.00999502930790186,145,9.898425564238005e-07,1.5051471000042511
1,1.0,50.0,0.0,0.5956980398846066,0.6844104458534197,0.25,0.0,0.01023609284311533,145,9.876848716000415e-07,1.074726399994688
2,1.0,50.0,0.0,0.5889209626817905,0.6777940895561227,0.25,0.0,0.010448213666677475,145,8.952729770360501e-07,1.0795469000004232
3,1.0,50.0,0.0,0.5819855526719916,0.6709574394678585,0.2499999850988388,0.0,0.010637997649610043,145,9.89739953033291e-07,1.0739698999968823
4,1.0,50.0,0.0,0.5749118037833326,0.6639447701276819,0.25,0.0,0.010801460593938828,144,9.868487442982634e-07,1.06590370000049
5,1.0,50.0,0.0,0.5677269687076276,0.6568165043728157,0.25,0.0,0.010937336832284927,144,9.441075649039919e-07,1.094272699992871
6,1.0,50.0,0.0,0.5604567311245481,0.649872048631884,0.2499999701976776,0.0,0.011046924628317356,145,9.846543466518377e-07,1.0979147000034573
7,1.0,50.0,0.0,0.5531275751986682,0.6428336407170177,0.2499999701976776,0.0,0.01113158743828535,147,9.333126412142564e-07,1.116275599997607
8,1.0,50.0,0.0,0.5457646080906704,0.6357277994586942,0.2499999850988388,0.0,0.011194341816008091,148,9.834102987832802e-07,1.1150035000027856
9,1.0,50.0,0.0,0.5383886065719662,0.6285770123047362,0.2499999701976776,0.0,0.01123926043510437,149,9.613960096274276e-07,1.1468123999948148
10,1.0,50.0,0.0,0.5310151290341594,0.6213995036620308,0.25,0.0,0.011270547285676003,149,9.780551615276273e-07,1.1365010000008624
11,1.0,50.0,0.0,0.5236542309560076,0.6142087618306337,0.2499999701976776,0.0,0.01129250880330801,149,9.836870839228837e-07,1.1407900000049267
12,1.0,50.0,0.0,0.5163081333292138,0.6070128633155597,0.2499999701976776,0.0,0.011309347115457058,149,9.43511431860545e-07,1.153921100005391
13,1.0,50.0,0.0,0.5089708063101355,0.5998138598192243,0.2499999850988388,0.0,0.011324870400130749,149,9.259168441736226e-07,1.1598979999980656
14,1.0,50.0,0.0,0.5016276589840383,0.5926058563809937,0.25,0.0,0.011342448182404041,148,9.97537704018148e-07,1.1516383999987738
15,1.0,50.0,0.0,0.4942562749107867,0.5853734387327243,0.25,0.0,0.011364669539034367,148,9.987199671274384e-07,1.158599599992158
16,1.0,50.0,0.0,0.4868298866005499,0.5780920402663912,0.2499999701976776,0.0,0.011393165215849876,147,9.745580859467978e-07,1.1742493999918224
17,1.0,50.0,0.0,0.47932166446301544,0.5707299302396768,0.2499999701976776,0.0,0.011428461410105228,147,9.75837205465108e-07,1.1459187000000384
18,1.0,50.0,0.0,0.4717094489335554,0.5632533273143686,0.2499999701976776,0.0,0.011469662189483643,147,9.580265005491882e-07,1.1580786999984412
19,1.0,50.0,0.0,0.46397807280546866,0.555631695442804,0.2499999850988388,0.0,0.011514379642903805,146,9.69993483576123e-07,1.148545500007458
20,1.0,50.0,0.0,0.4561195573506939,0.547841745316748,0.2499999701976776,0.0,0.011558796279132366,146,9.450398554639089e-07,1.1704638000082923
21,1.0,50.0,0.0,0.4481327784410092,0.5398702792465242,0.25,0.0,0.011597907170653343,146,9.816791005843507e-07,1.1493900999921607
22,1.0,50.0,0.0,0.44002416746286205,0.5317167304756885,0.25,0.0,0.011625920422375202,146,9.90258293197125e-07,1.1820386000035796
23,1.0,50.0,0.0,0.43180770311306865,0.5233935124368404,0.2499999850988388,0.0,0.01163677591830492,145,9.893402722094255e-07,1.1576297999999952
24,1.0,50.0,0.0,0.42350552425960397,0.5149258002076078,0.25,0.0,0.011624794453382492,145,9.634037076979278e-07,1.1686393999989377
25,1.0,50.0,0.0,0.41514755270125225,0.5063496283185656,0.25,0.0,0.011585196480154991,145,9.856708415933766e-07,1.1525502000004053
26,1.0,50.0,0.0,0.40676959480598246,0.49770850579045417,0.2499999850988388,0.0,0.011514720506966114,145,9.853408609163409e-07,1.1454408999998122
27,1.0,50.0,0.0,0.3984109537038257,0.48904990785033425,0.2499999701976776,0.0,0.011411835439503193,145,9.921130307752135e-07,1.1500336000026437
