update,stage_id,learning_rate,task_exposures,mean_total_objective,mean_thermal_smooth,mean_exact_tmax,maximum_projection_absolute_error,maximum_material_fraction_error,gradient_norm_before_clipping,gradient_norm_after_clipping,all_gradients_finite,wall_seconds
822,3,0.0001,1,0.25204600031271057,0.251791932698036,0.2669141795440247,1.4901161193847656e-08,1.4901161193847656e-08,4.489724979369569,0.9999998412780926,True,1.4632182619825471
823,3,0.0001,1,0.21022276867394885,0.20998761926805218,0.22257758320238913,2.9802322387695312e-08,2.9802322387695312e-08,0.19398013057568717,0.19398013057568717,True,1.8634497170278337
824,3,0.0001,1,0.20049986353493568,0.20026812056987817,0.21493831518283552,1.4901161193847656e-08,1.4901161193847656e-08,1.1579809261764171,0.9999990764495589,True,1.759422311995877
825,3,0.0001,1,0.13388628769600094,0.13362144070425333,0.14437693973836346,2.9802322387695312e-08,2.9802322387695312e-08,0.25647170179264417,0.25647170179264417,True,1.6674506819981616
826,3,0.0001,1,0.17700929669953494,0.17684692009456066,0.19235106456225692,1.4901161193847656e-08,1.4901161193847656e-08,0.3223532480635694,0.3223532480635694,True,1.7623436019930523
827,3,0.0001,1,0.157296765093707,0.15705025326927796,0.17099240256257858,2.9802322387695312e-08,2.9802322387695312e-08,0.17288141031684898,0.17288141031684898,True,1.7044600599911064
828,3,0.0001,1,0.16008707769720448,0.159879050302716,0.17467894142911936,1.4901161193847656e-08,1.4901161193847656e-08,0.09189249410661476,0.09189249410661476,True,1.7391114479978569
829,3,0.0001,1,0.21173894842296098,0.21140756651341175,0.2251024331269374,1.4901161193847656e-08,1.4901161193847656e-08,0.71404845886458,0.71404845886458,True,1.625648975983495
830,3,0.0001,1,0.2182169143859364,0.21798396848738863,0.23287077206598902,0.0,0.0,0.15579178465464166,0.15579178465464166,True,1.4844626560225151
831,3,0.0001,1,0.20167805144821155,0.20146032930795896,0.21657472931939606,0.0,0.0,0.1985161908505969,0.1985161908505969,True,1.7361531339993235
832,3,0.0001,1,0.17836167603313235,0.1780869546863368,0.1921672232865243,0.0,0.0,0.32873411967227645,0.32873411967227645,True,1.693324166990351
833,3,0.0001,1,0.20333138643229703,0.20307139112079842,0.21671272199108335,0.0,0.0,0.16929169833772256,0.16929169833772256,True,1.6025813390151598
834,3,0.0001,1,0.17613657290834805,0.17587268741030118,0.18939223268339136,0.0,0.0,0.10782273098741514,0.10782273098741514,True,1.772804931999417
835,3,0.0001,1,0.20412504745365095,0.20394199494362786,0.2190676253709244,0.0,0.0,0.4763674010279851,0.4763674010279851,True,1.1489201730000786
836,3,0.0001,1,0.17320781969754173,0.1729273279431291,0.18524314212813925,0.0,0.0,0.24346357282572803,0.24346357282572803,True,1.6997199160105083
837,3,0.0001,1,0.18779810607147987,0.18758865061862048,0.20288345448418793,1.4901161193847656e-08,1.4901161193847656e-08,0.5532855560179777,0.5532855560179777,True,1.7253106770222075
838,3,0.0001,1,0.16761938220069758,0.1673564252312576,0.1817567408635113,1.4901161193847656e-08,1.4901161193847656e-08,0.517409744336312,0.517409744336312,True,1.7092900139978155
839,3,0.0001,1,0.20920270292307497,0.2089089345357871,0.2224784092564231,1.4901161193847656e-08,1.4901161193847656e-08,0.603128420120854,0.603128420120854,True,1.680215581000084
840,3,0.0001,1,0.18242075458124304,0.1822155609722438,0.19735367950746188,0.0,0.0,0.4195758482772493,0.4195758482772493,True,1.7186432760208845
841,3,0.0001,1,0.18532013068952596,0.1850507249929849,0.19798076570673048,1.4901161193847656e-08,1.4901161193847656e-08,0.3455254311161022,0.3455254311161022,True,1.663895852980204
842,3,0.0001,1,0.20228295115220243,0.2020424198529392,0.21507281097496933,0.0,0.0,0.18234229530739637,0.18234229530739637,True,1.583023722982034
843,3,0.0001,1,0.2614691210957119,0.26116385943161935,0.27602218365285086,1.4901161193847656e-08,1.4901161193847656e-08,3.208477298416813,0.9999997180932724,True,1.4988030830281787
844,3,0.0001,1,0.18727900107230727,0.1870003311226863,0.20020007710450743,1.4901161193847656e-08,1.4901161193847656e-08,0.6527613196686861,0.6527613196686861,True,1.607956160994945
