completed_updates,split_name,task_count,invalid_count,median_relative_gap,p90_relative_gap,worst_relative_gap,median_absolute_tmax
250,validation,32,0,2.0275310607373056,2.4708863724809627,3.192785659291115,0.4779071957075203
500,validation,32,0,0.43086550466297774,0.6232417721477262,1.3802527661696324,0.2346050067865602
750,validation,32,0,0.37089125293612635,0.5688459776713647,1.4134254709594185,0.21973088425952567
1000,validation,32,0,0.3471157690168105,0.5607110205431641,1.2826480593931981,0.21659008771881946
1250,validation,32,0,0.38282023768023643,0.8758666458511344,1.6918032171748383,0.21684546082595768
1500,validation,32,0,0.3356036209986287,0.544548416839737,1.1831893126167563,0.21839004735313577
1750,validation,32,0,0.3285418348307405,0.5071881784706772,1.5334244285892722,0.2136620302146536
2000,validation,32,0,0.32916411074021534,0.48167980752482276,1.4531321111913793,0.2143610626344754
