iteration,total_objective,exact_peak,gradient_norm_before_clipping,maximum_relative_residual,wall_seconds
0,0.6342485647708425,0.7292820272784684,0.009991858154535294,9.926748600187136e-07,0.7982554528862238
1,0.6281439181114787,0.7227075003505614,0.010037166997790337,9.892584534710564e-07,0.8184923864901066
2,0.6218940779652237,0.715919159538858,0.010080303065478802,9.73354232423977e-07,0.7793944608420134
3,0.6155185116954554,0.7089483044956969,0.010124252177774906,9.970549358265386e-07,0.7884375005960464
4,0.6090448083319986,0.7018361397182368,0.01017218828201294,9.858931312692315e-07,0.818121213465929
5,0.602489962910798,0.694634888844605,0.01023034006357193,9.86660763886089e-07,0.7864561565220356
6,0.5958692920029333,0.6874132728567063,0.010297198779881,9.640607711431438e-07,0.7895281985402107
7,0.5891985807040322,0.6802126349977762,0.010367613285779953,9.768097267929963e-07,0.7782077714800835
8,0.5824915871130006,0.6740941780864501,0.010435931384563446,9.74561166954703e-07,0.7741197571158409
9,0.5757579393412845,0.6679421486592816,0.010497841984033585,9.615360239278995e-07,0.7939336411654949
10,0.5690029326951358,0.6615864089774708,0.010550795122981071,9.824263008384252e-07,0.8052566610276699
11,0.5622291328536523,0.6550425671894957,0.01059343945235014,9.952765392890658e-07,0.8000514656305313
12,0.5554390579363321,0.6483161662557381,0.010624109767377377,9.84228876510609e-07,0.8281058110296726
13,0.548634824024915,0.6414092839262913,0.010642051696777344,9.965427240309776e-07,0.8303579967468977
14,0.54181836685653,0.6343285552649579,0.010649770498275757,9.87604863561445e-07,0.8448842372745275
15,0.5349870513192584,0.6270866106003401,0.010654606856405735,9.91237893293419e-07,0.8144006319344044
16,0.5281303986815438,0.6196993521508798,0.0106674088165164,9.915979744243652e-07,0.7807227447628975
17,0.5212288978008223,0.6129008004235396,0.010699075646698475,9.887261229600367e-07,0.7869285698980093
18,0.5142561646472653,0.6063532838334517,0.010757043957710266,9.692730566539804e-07,0.7860492374747992
19,0.5071835431346374,0.5996431958293976,0.010843154042959213,9.97310685856351e-07,0.7851075381040573
20,0.49998496688940397,0.5927198282619935,0.010953512042760849,9.463798121038468e-07,0.7792625613510609
21,0.49264026231547503,0.5855453567543828,0.01107965037226677,9.89263138337749e-07,0.7708569187670946
22,0.48513642818035263,0.5780956128506607,0.011210470460355282,9.99477333230262e-07,0.8538698479533195
23,0.4774684713459874,0.5703606092510543,0.011334456503391266,9.992360096311282e-07,0.7797212786972523
24,0.46963859155895704,0.5623433960524143,0.011441517621278763,9.877498675211093e-07,0.7711861897259951
25,0.46165612357632785,0.5540598311136443,0.011524209752678871,9.82404813422843e-07,0.865594420582056
26,0.45353661708693505,0.5455375114942715,0.011577999219298363,9.96923411698397e-07,0.7966891992837191
27,0.4453023793446252,0.5368159206835136,0.011600764468312263,9.938465839931157e-07,0.799210824072361
28,0.4369815862432575,0.528014860010703,0.011591936461627483,9.928886991219842e-07,0.7884094137698412
29,0.42860835076199644,0.5191346572038421,0.01155162788927555,9.964187967602744e-07,0.7728487551212311
30,0.4202212635975242,0.5102211274196141,0.01148014236241579,9.885030663691431e-07,0.773973835632205
31,0.4118615504857941,0.5013369999342961,0.011377925053238869,9.917971183171227e-07,0.7672502733767033
32,0.4035709537066446,0.49261935998797446,0.011245686560869217,9.928806475699596e-07,0.7707372736185789
33,0.39539046101838715,0.48454725784768615,0.011084766127169132,9.96336147346464e-07,0.7650011088699102
34,0.38735793156178233,0.4765669479437271,0.010897336527705193,9.964989133084183e-07,0.8076703734695911
35,0.3795067930827499,0.4687106471004089,0.010686589404940605,9.899295122563466e-07,0.8260398264974356
36,0.37186546907104684,0.46100870474263306,0.01045664120465517,9.82766075976567e-07,0.791626438498497
37,0.3644555556780338,0.4534870162902935,0.010212309658527374,9.996782229100388e-07,0.7370099443942308
38,0.35729219181888366,0.44616673957748487,0.009958785027265549,9.82847867594424e-07,0.7972337920218706
39,0.35038383859573474,0.43906355534771113,0.009701193310320377,9.967977746009886e-07,0.7778702024370432
40,0.34373305694154627,0.4321879530435082,0.00944424420595169,9.89934882842764e-07,0.7613216489553452
41,0.33733730204509405,0.42554561471779906,0.009191898629069328,9.716530927978138e-07,0.7995567638427019
42,0.3311903825341525,0.4191384622115306,0.008947167545557022,9.925340363244395e-07,0.7527435757219791
43,0.3252836455699773,0.4129654710955368,0.008712045848369598,9.784956073646209e-07,0.7744426559656858
44,0.3196072306276478,0.40702358289446144,0.008487576618790627,9.716284296528208e-07,0.7976978104561567
45,0.31415094615087286,0.4013082907248296,0.008273995481431484,9.880218734771999e-07,0.7350989654660225
46,0.30890450319201374,0.39581370063655985,0.00807090476155281,9.86542689137587e-07,0.754449125379324
47,0.30385846310393544,0.39053339320747726,0.007877547293901443,9.79738132458848e-07,0.7869911435991526
48,0.2990042335564819,0.385460414281394,0.007692959625273943,9.860810075746735e-07,0.8019149340689182
49,0.2943333101988506,0.3805866535399494,0.007516161072999239,9.972841099167548e-07,0.7558507304638624
50,0.28983838149219765,0.3759421958095503,0.0073462422005832195,9.925763442684783e-07,0.7853789087384939
51,0.285512328280232,0.3715129271874251,0.007182413712143898,9.899627669190573e-07,0.7756665479391813
52,0.28134820593840154,0.36725611424657306,0.007024059537798166,9.82102754601627e-07,0.7858228776603937
53,0.2773398646229959,0.3631631106496093,0.006870721001178026,9.962656649291262e-07,0.7698737420141697
54,0.27348083914201976,0.3592247896325949,0.0067220390774309635,9.667401671976944e-07,0.7782065197825432
55,0.2697650646505621,0.3554324373827279,0.006577771157026291,9.966684727435343e-07,0.7457954324781895
56,0.26618650130004445,0.35177750641647404,0.006437737960368395,9.997552207536329e-07,0.7483124174177647
57,0.2627392709814436,0.34825186820133763,0.0063017988577485085,9.782222806115598e-07,0.795886542648077
58,0.2594174669749491,0.34484769078294203,0.0061698658391833305,9.936171329518198e-07,0.7529281713068485
59,0.25621538150217277,0.34155769009088,0.006041849497705698,9.994582599805605e-07,0.7332212459295988
60,0.25312724689167165,0.33837490055136926,0.005917687900364399,9.80775135636519e-07,0.7738889195024967
61,0.2501476988935148,0.33530149907206946,0.005797309800982475,9.998727285234466e-07,0.7565609719604254
