role,scenario_index,iterations,relative_residual,converged,reason,dtype,device
forward,0,225,9.880164372320056e-07,True,CONVERGED,float64,cuda:0
forward,1,294,9.83771419594861e-07,True,CONVERGED,float64,cuda:0
forward,2,294,9.837714263042086e-07,True,CONVERGED,float64,cuda:0
adjoint,0,223,9.281028003397344e-07,True,CONVERGED,float64,cuda:0
adjoint,1,290,9.80867917343275e-07,True,CONVERGED,float64,cuda:0
adjoint,2,290,9.808679096927099e-07,True,CONVERGED,float64,cuda:0
forward,0,251,9.494020513982582e-07,True,CONVERGED,float64,cuda:0
forward,1,294,9.164406571802553e-07,True,CONVERGED,float64,cuda:0
forward,2,294,9.164931807102816e-07,True,CONVERGED,float64,cuda:0
adjoint,0,251,9.428099436935267e-07,True,CONVERGED,float64,cuda:0
adjoint,1,291,9.112385372228154e-07,True,CONVERGED,float64,cuda:0
adjoint,2,291,9.109985071277973e-07,True,CONVERGED,float64,cuda:0
forward,0,254,9.515998617415677e-07,True,CONVERGED,float64,cuda:0
forward,1,296,9.795060664881304e-07,True,CONVERGED,float64,cuda:0
forward,2,296,9.802715129484797e-07,True,CONVERGED,float64,cuda:0
adjoint,0,252,9.071468717986819e-07,True,CONVERGED,float64,cuda:0
adjoint,1,291,9.686171184913297e-07,True,CONVERGED,float64,cuda:0
adjoint,2,291,9.682762723597338e-07,True,CONVERGED,float64,cuda:0
forward,0,256,9.327192393451035e-07,True,CONVERGED,float64,cuda:0
forward,1,303,9.537794209456115e-07,True,CONVERGED,float64,cuda:0
forward,2,303,9.543404642903656e-07,True,CONVERGED,float64,cuda:0
adjoint,0,253,9.936331896933116e-07,True,CONVERGED,float64,cuda:0
adjoint,1,292,9.791496363949343e-07,True,CONVERGED,float64,cuda:0
adjoint,2,292,9.786088232784428e-07,True,CONVERGED,float64,cuda:0
forward,0,257,9.477023513262555e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.305040952234128e-07,True,CONVERGED,float64,cuda:0
forward,2,305,9.306391232618562e-07,True,CONVERGED,float64,cuda:0
adjoint,0,255,8.678939625232657e-07,True,CONVERGED,float64,cuda:0
adjoint,1,294,9.427633105540709e-07,True,CONVERGED,float64,cuda:0
adjoint,2,294,9.426733552044094e-07,True,CONVERGED,float64,cuda:0
forward,0,269,9.95083981561418e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.405628193396126e-07,True,CONVERGED,float64,cuda:0
forward,2,305,9.406397564421015e-07,True,CONVERGED,float64,cuda:0
adjoint,0,255,9.844674617194608e-07,True,CONVERGED,float64,cuda:0
adjoint,1,295,9.986756312884739e-07,True,CONVERGED,float64,cuda:0
adjoint,2,295,9.980153881885493e-07,True,CONVERGED,float64,cuda:0
forward,0,274,9.553852279360037e-07,True,CONVERGED,float64,cuda:0
forward,1,305,8.986789377238691e-07,True,CONVERGED,float64,cuda:0
forward,2,305,8.990466720642215e-07,True,CONVERGED,float64,cuda:0
adjoint,0,256,9.111921221039164e-07,True,CONVERGED,float64,cuda:0
adjoint,1,296,9.433547755066351e-07,True,CONVERGED,float64,cuda:0
adjoint,2,296,9.410213988195669e-07,True,CONVERGED,float64,cuda:0
forward,0,269,9.90033362642093e-07,True,CONVERGED,float64,cuda:0
forward,1,304,9.2338875830595e-07,True,CONVERGED,float64,cuda:0
forward,2,304,9.245117360492673e-07,True,CONVERGED,float64,cuda:0
adjoint,0,256,9.162487900477043e-07,True,CONVERGED,float64,cuda:0
adjoint,1,291,9.434444422546126e-07,True,CONVERGED,float64,cuda:0
adjoint,2,291,9.354451924637603e-07,True,CONVERGED,float64,cuda:0
forward,0,255,9.280208131987695e-07,True,CONVERGED,float64,cuda:0
forward,1,303,8.892466269253707e-07,True,CONVERGED,float64,cuda:0
forward,2,303,8.911299809852368e-07,True,CONVERGED,float64,cuda:0
adjoint,0,255,9.060142953907012e-07,True,CONVERGED,float64,cuda:0
adjoint,1,297,9.97792255962693e-07,True,CONVERGED,float64,cuda:0
adjoint,2,298,8.79679081994667e-07,True,CONVERGED,float64,cuda:0
forward,0,253,9.301106515246182e-07,True,CONVERGED,float64,cuda:0
forward,1,298,9.56062128487489e-07,True,CONVERGED,float64,cuda:0
forward,2,298,9.661690017572272e-07,True,CONVERGED,float64,cuda:0
adjoint,0,253,8.436338171215111e-07,True,CONVERGED,float64,cuda:0
adjoint,1,292,9.781561517952937e-07,True,CONVERGED,float64,cuda:0
adjoint,2,292,9.834160067192564e-07,True,CONVERGED,float64,cuda:0
forward,0,269,9.932291986061464e-07,True,CONVERGED,float64,cuda:0
forward,1,298,9.73574699641582e-07,True,CONVERGED,float64,cuda:0
forward,2,298,9.731318221404392e-07,True,CONVERGED,float64,cuda:0
adjoint,0,253,9.125208553361445e-07,True,CONVERGED,float64,cuda:0
adjoint,1,288,9.509601296189065e-07,True,CONVERGED,float64,cuda:0
adjoint,2,288,9.549910358372838e-07,True,CONVERGED,float64,cuda:0
