iteration,total_objective,thermal_smooth,exact_continuous_tmax,total_variation,binarization_penalty,continuous_material_fraction,binary_material_fraction,projection_absolute_error,material_logit_mean,material_logit_std,material_logit_minimum,material_logit_maximum,material_std,hidden_state_rms,delta_state_rms,maximum_absolute_delta,maximum_absolute_state,gradient_norm_before_clipping,gradient_norm_after_clipping,conv3x3_weight_gradient_norm,conv1x1_weight_gradient_norm,all_parameter_gradients_finite,maximum_cg_iterations,maximum_explicit_relative_residual,all_cg_converged,finite,wall_seconds
0,0.6644396611045551,0.6644396611045551,0.717857933544868,0.0,0.1874999701976776,0.24999994039535522,0.0,5.960464477539063e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09304934589110898,0.09304934589110898,0.0,0.09304934740066528,True,294,9.880164372320056e-07,True,True,3.0011295000149403
1,0.6637978517156501,0.6637975711887177,0.7169530698137624,0.00028052693232893944,0.18749311566352844,0.2499999701976776,0.0,2.9802322387695312e-08,0.004819009453058243,0.00719928415492177,-0.0009220836218446493,0.026111723855137825,0.002619842067360878,0.0,3.384096999070607e-05,0.0004083419335074723,0.026111723855137825,0.10402925601431692,0.10402925601431692,0.0021056081168353558,0.10400768369436264,True,294,9.494020513982582e-07,True,True,2.4061856000043917
2,0.6629606195989042,0.6629600109137106,0.7157855071075239,0.0006086851935833693,0.18746735155582428,0.24999994039535522,0.0,5.960464477539063e-08,0.013281225226819515,0.015554080717265606,0.002075793221592903,0.059296950697898865,0.005711547564715147,0.007477966137230396,0.00013850932009518147,0.0009467609343118966,0.059296950697898865,0.12343460832637064,0.12343460832637064,0.004780447110533714,0.12334069609642029,True,296,9.802715129484797e-07,True,True,2.469358200003626
3,0.6618186807783764,0.6618176700263262,0.7142967405547475,0.0010107520502060652,0.18740925192832947,0.25,0.0,0.0,0.022797970101237297,0.025662435218691826,0.006372180301696062,0.09882856160402298,0.009525977075099945,0.016582561656832695,0.00028459622990339994,0.0016322775045409799,0.09882856160402298,0.14993816419101832,0.14993816419101832,0.00839501153677702,0.14969892799854279,True,303,9.936331896933116e-07,True,True,2.541643299977295
4,0.6602175422366604,0.660216023814854,0.7122360436237278,0.0015184218063950539,0.18729358911514282,0.24999995529651642,0.0,4.470348358154297e-08,0.03333072364330292,0.03820255398750305,0.011824577115476131,0.14671532809734344,0.014366152696311474,0.027126122266054153,0.0004564479168038815,0.00253898068331182,0.14671532809734344,0.1863725659199685,0.1863725659199685,0.013411076739430428,0.18587882816791534,True,305,9.477023513262555e-07,True,True,2.5732699999934994
5,0.657911329781507,0.6579091367017114,0.7093859799782006,0.0021930797956883907,0.1870720386505127,0.2499999701976776,0.0,2.9802322387695312e-08,0.04496938735246658,0.054155778139829636,0.018314717337489128,0.20602798461914062,0.02068699523806572,0.03951837122440338,0.0006610758136957884,0.0037823475431650877,0.20602798461914062,0.2367908141141852,0.2367908141141852,0.020522890612483025,0.23587337136268616,True,305,9.986756312884739e-07,True,True,2.6198098000022583
6,0.6545221274863716,0.6545190198147457,0.7052623873962868,0.0031076716259121895,0.18664908409118652,0.2499999701976776,0.0,2.9802322387695312e-08,0.05811011791229248,0.07493360340595245,0.025992820039391518,0.28143951296806335,0.029170243069529533,0.05518248304724693,0.0009226790862157941,0.005548310931771994,0.28143951296806335,0.3057382539170469,0.3057382539170469,0.030630012974143028,0.3041344881057739,True,305,9.553852279360037e-07,True,True,2.587731100007659
7,0.6495088183722176,0.6495044376217478,0.699074298682823,0.004380750469863415,0.18583184480667114,0.2499999701976776,0.0,2.9802322387695312e-08,0.07269656658172607,0.10258848965167999,0.030143117532134056,0.37907886505126953,0.04084290564060211,0.07534582167863846,0.0012661577202379704,0.0081044752150774,0.37907886505126953,0.3952861332270374,0.3952861332270374,0.04449038952589035,0.39260923862457275,True,304,9.90033362642093e-07,True,True,2.580692799994722
8,0.6422081245875398,0.6422019493051285,0.6899024025508159,0.006175282411277294,0.18421871960163116,0.2499999850988388,0.0,1.4901161193847656e-08,0.08686309307813644,0.1402502804994583,0.028142288327217102,0.5064269304275513,0.057282328605651855,0.10260448604822159,0.0017404762329533696,0.01183916162699461,0.5064269304275513,0.4967350558740819,0.4967350558740819,0.06152844429016113,0.4924917221069336,True,303,9.97792255962693e-07,True,True,2.5818198999913875
9,0.6321533429957484,0.6321446119034221,0.6774914797255643,0.00873109232634306,0.1809643805027008,0.24999994039535522,0.0263671875,5.960464477539063e-08,0.0969393253326416,0.19285282492637634,0.015331431291997433,0.6742299199104309,0.0808430016040802,0.14134594798088074,0.002430532593280077,0.017342984676361084,0.6742299199104309,0.573820192407997,0.573820192407997,0.07705242186784744,0.5676038265228271,True,298,9.834160067192564e-07,True,True,2.533893799991347
10,0.6200004443207929,0.6199881288333038,0.6621479378822951,0.012315487489104271,0.17437662184238434,0.2499999701976776,0.0849609375,2.9802322387695312e-08,0.10674455761909485,0.2682644724845886,-0.008236183784902096,0.9085394144058228,0.11455726623535156,0.19826260209083557,0.003478707978501916,0.025639301165938377,0.9085394144058228,0.549379646313332,0.549379646313332,0.079213947057724,0.5414429903030396,True,298,9.932291986061464e-07,True,True,2.5472587999829557
11,0.6087217737699294,0.6087047871912264,0.646962748177723,0.016986578702926636,0.16168074309825897,0.25,0.11376953125,0.0,0.11545940488576889,0.3791346251964569,-0.04974853992462158,1.2422889471054077,0.16068372130393982,0.28417035937309265,0.005115046165883541,0.03797686845064163,1.2422889471054077,0.3579586270504335,0.3579586270504335,0.05633547157049179,0.34997937083244324,True,297,9.77579746187569e-07,True,True,2.556189799972344
12,0.6023452973104165,0.602323332425122,0.6363695140419375,0.02196488529443741,0.1412966400384903,0.2499999701976776,0.13623046875,2.9802322387695312e-08,0.11432699114084244,0.540332555770874,-0.126471146941185,1.7007725238800049,0.21494963765144348,0.4138288199901581,0.0076630739495158195,0.05492081120610237,1.7007725238800049,0.12287332878867117,0.12287332878867117,0.030402785167098045,0.11586161702871323,True,300,9.951509527493537e-07,True,True,2.585275899997214
13,0.599790923748472,0.5997650796178069,0.6302368318427767,0.025844130665063858,0.11832604557275772,0.2499999701976776,0.142578125,2.9802322387695312e-08,0.0808008685708046,0.7523647546768188,-0.26456528902053833,2.243602752685547,0.2630093991756439,0.5926362872123718,0.011293089017271996,0.07312647253274918,2.243602752685547,0.07878113254453323,0.07878113254453323,0.03318076208233833,0.06910485029220581,True,297,9.767167153912234e-07,True,True,2.604086200008169
14,0.5961092633364925,0.5960804712197015,0.6240912952968108,0.028792116791009903,0.0983460322022438,0.2499999850988388,0.16552734375,1.4901161193847656e-08,-0.025986608117818832,1.0109180212020874,-0.5079647898674011,2.7891457080841064,0.2985866069793701,0.8261067271232605,0.016286874189972878,0.08703570067882538,2.7891457080841064,0.14694869700676047,0.14694869700676047,0.05014543607831001,0.13041667640209198,True,295,9.783972072972668e-07,True,True,2.588407000002917
15,0.588264770214847,0.5882327631240997,0.6145013521184202,0.032007090747356415,0.08022803068161011,0.25,0.1787109375,0.0,-0.2878293991088867,1.3419822454452515,-0.9565527439117432,3.2927417755126953,0.32752397656440735,1.1656814813613892,0.0242757648229599,0.09487975388765335,3.2927417755126953,0.2573577455010544,0.2573577455010544,0.09609425812959671,0.2380373328924179,True,293,9.912419679292945e-07,True,True,2.5507770999975037
