seed,candidate_id,peak_A,peak_B,peak_C,worst_peak,average_peak,protected_zone_peak,binary_material_fraction,total_variation,transferred_design_sha256,total_wall_seconds,seed_status
20260901,nca_20260901,0.32223861201974274,0.3615808006397153,0.3546828666303182,0.3615808006397153,0.3461674264299255,0.3095333378548692,0.2451171875,0.05118110236220473,83e8f04a405b92336dafe22ef0b7a0a9e3354e74a294ab25893021b665dcec24,0.22277749999193475,NO_GO_EFFECT
20260902,nca_20260902,0.1400862709857951,0.15613268780112255,0.15535470403572443,0.15613268780112255,0.15052455427421402,0.13404040469521034,0.250244140625,0.04170767716535433,4ade153e9facddfcd93f4658ef5b1e090ed4c66d27225a711217b7526ec305fb,0.2010135999880731,PASS
20260903,nca_20260903,0.46239810039451473,0.47798645100169623,0.4763834856850168,0.47798645100169623,0.4722560123604093,0.45654603869252214,0.289306640625,0.034940944881889764,d1ea48c4f54b60af0432c88477d064c81f1cf9901cff7d6d4aef0b04da5ea57b,0.20277569998870604,NO_GO_EFFECT
