seed,candidate_id,peak_A,peak_B,peak_C,worst_peak,average_peak,protected_zone_peak,binary_material_fraction,total_variation,transferred_design_sha256,total_wall_seconds,seed_status
20260901,nca_20260901,0.3207681429030564,0.35998093578206947,0.35300388945839684,0.35998093578206947,0.34458432271450756,0.3086883504105891,0.2451171875,0.025490196078431372,f330dcc697a82e5bf161212d911384fa4b8d2053bc9d85d5b4da95e6aebb46a3,1.1207313000049908,NO_GO_EFFECT
20260902,nca_20260902,0.13996709637490556,0.15566241528647928,0.1549248860696555,0.15566241528647928,0.1501847992436801,0.1341711071898391,0.250244140625,0.02077205882352941,e18e8d75c63d2b2de8b7253481b0a2b80d7eace7b120a89bb79a0036402fe7e8,1.0785688999749254,PASS
20260903,nca_20260903,0.46164097451013614,0.476990845552799,0.47541011660632987,0.476990845552799,0.4713473122230883,0.4560605352935546,0.289306640625,0.017401960784313726,39ab2187b358fae73af57bbe37a4dc5f566a491c8747d278485bc52e05f8bfc1,1.0751858999719843,NO_GO_EFFECT
