seed,tmax_128,tmax_256,relative_128_to_256_change
20260901,0.3615808006397153,0.35998093578206947,0.004444304402315347
20260902,0.15613268780112255,0.15566241528647928,0.003021105086785286
20260903,0.47798645100169623,0.476990845552799,0.0020872632214636545
