iteration,beta,alpha,binarization_weight,total_objective,thermal_smooth,exact_peak,total_variation,binarization_penalty,continuous_material_fraction,binary_material_fraction,gradient_norm_before_clipping,best_exact_peak,maximum_cg_iterations,maximum_explicit_relative_residual,wall_seconds
0,1.0,50.0,0.0,0.6279412733659463,0.6279357105403522,0.7163576432490808,0.005562825594097376,0.18739379942417145,0.2499999701976776,0.0,0.009564998559653759,0.7163576432490808,297,9.992462525013425e-07,1.7113858999946387
1,1.0,50.0,0.0,0.6218515901742563,0.6218458562744841,0.7106726746759103,0.005733899772167206,0.1873006820678711,0.2499999701976776,0.0,0.009748035110533237,0.7106726746759103,294,9.98530316592746e-07,1.4741301000030944
2,1.0,50.0,0.0,0.6156195622060493,0.6156135403390087,0.7048262884215679,0.006021867040544748,0.18708890676498413,0.24999995529651642,0.0,0.00989946536719799,0.7048262884215679,298,9.59784412358699e-07,1.4767444000026444
3,1.0,50.0,0.0,0.6092774029569116,0.6092710439017389,0.6988202746938704,0.006359055172652006,0.186767578125,0.2499999850988388,0.0,0.010021831840276718,0.6988202746938704,302,9.964016415222035e-07,1.5092764000000898
4,1.0,50.0,0.0,0.6028497206724561,0.602843010692609,0.6926760961866495,0.006709979847073555,0.18634551763534546,0.2499999701976776,0.0,0.010117885656654835,0.6926760961866495,303,9.842957999907627e-07,1.5814585000043735
5,1.0,50.0,0.0,0.5963635952634797,0.5963565269973189,0.6864560298724075,0.007068266160786152,0.18583151698112488,0.25,0.0,0.010185888968408108,0.6864560298724075,303,9.979005925013233e-07,1.6930814000079408
6,1.0,50.0,0.0,0.5898511840797411,0.5898437564823227,0.6802025859390626,0.007427597418427467,0.185234934091568,0.2499999850988388,0.0,0.010225282050669193,0.6802025859390626,303,9.97457174545612e-07,1.6989761000004364
7,1.0,50.0,0.0,0.5833437621281576,0.5833359749741015,0.6738863281531456,0.00778715405613184,0.18456608057022095,0.25,0.0,0.010238773189485073,0.6738863281531456,303,9.856395429329551e-07,1.6925119999941671
8,1.0,50.0,0.0,0.5768675606596548,0.5768594067749832,0.6676717692200863,0.008153884671628475,0.18383556604385376,0.2499999701976776,0.0,0.010231859050691128,0.6676717692200863,303,9.63922723767057e-07,1.6918962999916403
9,1.0,50.0,0.0,0.5704400468476155,0.5704315112175459,0.6615194869812014,0.008535630069673061,0.18305382132530212,0.25,0.0,0.010212098248302937,0.6615194869812014,302,9.773346072899845e-07,1.6829757999948924
10,1.0,50.0,0.0,0.5640674552298419,0.5640585100478761,0.6553942569189055,0.008945181965827942,0.18223004043102264,0.2499999850988388,0.0,0.010187910869717598,0.6553942569189055,300,9.908588501446683e-07,1.6698104000097374
11,1.0,50.0,0.0,0.5577448085149381,0.5577354257342968,0.649277441607239,0.009382780641317368,0.18137171864509583,0.25,0.0,0.010166019201278687,0.649277441607239,299,9.474992574002047e-07,1.6785053000057815
12,1.0,50.0,0.0,0.5514617257780274,0.5514518821659377,0.6431332148745625,0.009843612089753151,0.18048451840877533,0.2499999701976776,0.0,0.010149863548576832,0.6431332148745625,297,9.860016775862154e-07,1.6708576999953948
13,1.0,50.0,0.0,0.5452045632406909,0.5451942364360977,0.636925326490543,0.010326804593205452,0.17957308888435364,0.2499999701976776,0.0,0.010140441358089447,0.636925326490543,295,9.985600657140822e-07,1.656589799997164
14,1.0,50.0,0.0,0.5389578068286429,0.5389469710143532,0.6306279847122727,0.010835814289748669,0.17864079773426056,0.25,0.0,0.010137887671589851,0.6306279847122727,294,9.988104758662105e-07,1.6723901999939699
15,1.0,50.0,0.0,0.5327021505589008,0.5326907835042447,0.6242237076678571,0.011367054656147957,0.17768950760364532,0.2500000298023224,0.0,0.010142765939235687,0.6242237076678571,294,9.815391084174395e-07,1.682436900009634
16,1.0,50.0,0.0,0.5264135940543668,0.5264016735240178,0.6176990765759545,0.01192053034901619,0.17671893537044525,0.25,0.0,0.010156378149986267,0.6176990765759545,295,9.992860877701795e-07,1.678676399998949
17,1.0,50.0,0.0,0.5200644213569411,0.5200519262443357,0.6110931851319253,0.012495112605392933,0.1757262945175171,0.24999994039535522,0.0,0.01018046960234642,0.6110931851319253,298,9.982594992797366e-07,1.6857917000015732
18,1.0,50.0,0.0,0.5136253922000372,0.513612301479637,0.6047785433767199,0.013090720400214195,0.1747065782546997,0.2499999850988388,0.0,0.010216783732175827,0.6047785433767199,299,9.97905737487136e-07,1.68695370000205
19,1.0,50.0,0.0,0.507069717329884,0.5070560136837458,0.5983350200211851,0.013703646138310432,0.17365308105945587,0.2499999850988388,0.0,0.010266769677400589,0.5983350200211851,299,9.938678043858818e-07,1.682688999993843
20,1.0,50.0,0.0,0.5003749551549849,0.500360622872628,0.5917329336179118,0.014332282356917858,0.17255869507789612,0.25,0.0,0.010331345722079277,0.5917329336179118,300,9.97278314926955e-07,1.6961555999878328
21,1.0,50.0,0.0,0.4935241690231849,0.4935091962330405,0.5849499024408368,0.014972790144383907,0.1714167594909668,0.2499999701976776,0.0,0.010410700924694538,0.5849499024408368,301,9.889863757024328e-07,1.6966878000093857
22,1.0,50.0,0.0,0.4865058867749326,0.48649026291021485,0.5779691075867323,0.015623864717781544,0.17022162675857544,0.25,0.0,0.010504056699573994,0.5779691075867323,302,9.706785664154286e-07,1.693958100004238
23,1.0,50.0,0.0,0.47931332998971954,0.47929705245483234,0.5707784255991282,0.016277534887194633,0.16896870732307434,0.25,0.0,0.01060953177511692,0.5707784255991282,302,9.963548154606246e-07,1.6992696999950567
24,1.0,50.0,0.0,0.471943761822907,0.4719268280036279,0.563370743780717,0.01693381927907467,0.16765442490577698,0.25,0.0,0.01072409376502037,0.563370743780717,302,9.763831538934498e-07,1.7181783999985782
25,1.0,50.0,0.0,0.4643979382648253,0.46438034555531377,0.5557446801179274,0.01759270951151848,0.1662760227918625,0.25,0.0,0.010843886993825436,0.5557446801179274,302,9.88822795699407e-07,1.7325878999981796
26,1.0,50.0,0.0,0.4566803313935196,0.4566620860392248,0.5479055357911395,0.018245354294776917,0.16483134031295776,0.25,0.0,0.01096473727375269,0.5479055357911395,302,9.958011758276261e-07,1.7165308999974513
27,1.0,50.0,0.0,0.44879821111936563,0.44877932351943545,0.5398639246978015,0.018887599930167198,0.1633187234401703,0.2499999850988388,0.0,0.011082588694989681,0.5398639246978015,302,9.986663887352071e-07,1.7077441000001272
28,1.0,50.0,0.0,0.44076133377287274,0.440741819927429,0.5317895856983523,0.019513845443725586,0.16173680126667023,0.2499999701976776,0.0,0.011193870566785336,0.5317895856983523,302,9.987634435072903e-07,1.7042340000043623
29,1.0,50.0,0.0,0.4325806729281883,0.43256055373424696,0.5235448175418296,0.02011919394135475,0.16008436679840088,0.2499999850988388,0.0,0.011295442469418049,0.5235448175418296,302,9.973646836051907e-07,1.7119200000015553
30,1.0,50.0,0.0,0.4242683807095591,0.4242476796252731,0.5151418088386395,0.020701084285974503,0.1583603322505951,0.25,0.0,0.011384175159037113,0.5151418088386395,302,9.955157892155278e-07,1.7135777000075905
31,1.0,50.0,0.0,0.4158379792669892,0.4158167244406521,0.5065924247563766,0.021254826337099075,0.15656371414661407,0.2499999850988388,0.0,0.011456458829343319,0.5065924247563766,301,9.938425104751429e-07,1.7330362000066089
