role,scenario_index,iterations,relative_residual,converged,reason,dtype,device
forward,0,292,9.932844781372773e-07,True,CONVERGED,float64,cuda:0
forward,1,297,9.976219180600678e-07,True,CONVERGED,float64,cuda:0
forward,2,295,9.457256919248623e-07,True,CONVERGED,float64,cuda:0
adjoint,0,288,9.992462525013425e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.889217933179028e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.409837778160881e-07,True,CONVERGED,float64,cuda:0
forward,0,292,8.882365141863712e-07,True,CONVERGED,float64,cuda:0
forward,1,294,9.004718716748849e-07,True,CONVERGED,float64,cuda:0
forward,2,294,8.771800500370573e-07,True,CONVERGED,float64,cuda:0
adjoint,0,290,9.98530316592746e-07,True,CONVERGED,float64,cuda:0
adjoint,1,291,9.94296707043159e-07,True,CONVERGED,float64,cuda:0
adjoint,2,290,9.654392000180007e-07,True,CONVERGED,float64,cuda:0
forward,0,291,9.246277338998536e-07,True,CONVERGED,float64,cuda:0
forward,1,295,9.307736370586633e-07,True,CONVERGED,float64,cuda:0
forward,2,298,9.550378103485074e-07,True,CONVERGED,float64,cuda:0
adjoint,0,290,9.049933346121763e-07,True,CONVERGED,float64,cuda:0
adjoint,1,292,9.051892853829181e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.59784412358699e-07,True,CONVERGED,float64,cuda:0
forward,0,290,9.95364097885707e-07,True,CONVERGED,float64,cuda:0
forward,1,300,9.691901163442673e-07,True,CONVERGED,float64,cuda:0
forward,2,302,9.60857519682871e-07,True,CONVERGED,float64,cuda:0
adjoint,0,288,9.710340265858131e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.367153608612518e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.964016415222035e-07,True,CONVERGED,float64,cuda:0
forward,0,290,8.953107598016817e-07,True,CONVERGED,float64,cuda:0
forward,1,303,9.261962580444477e-07,True,CONVERGED,float64,cuda:0
forward,2,303,9.547266693993777e-07,True,CONVERGED,float64,cuda:0
adjoint,0,284,9.703382296762678e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.842957999907627e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.774388175414152e-07,True,CONVERGED,float64,cuda:0
forward,0,289,9.771729209520375e-07,True,CONVERGED,float64,cuda:0
forward,1,303,9.721675570249097e-07,True,CONVERGED,float64,cuda:0
forward,2,303,9.770557260352665e-07,True,CONVERGED,float64,cuda:0
adjoint,0,283,9.24490416403867e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.979005925013233e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.499056090544256e-07,True,CONVERGED,float64,cuda:0
forward,0,289,8.999437397100344e-07,True,CONVERGED,float64,cuda:0
forward,1,303,9.812725214909864e-07,True,CONVERGED,float64,cuda:0
forward,2,303,9.73094682069975e-07,True,CONVERGED,float64,cuda:0
adjoint,0,282,9.60906925595269e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.97457174545612e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.249777766126572e-07,True,CONVERGED,float64,cuda:0
forward,0,288,9.182324399111557e-07,True,CONVERGED,float64,cuda:0
forward,1,303,9.654965433731347e-07,True,CONVERGED,float64,cuda:0
