candidate_id,category,seed,representation,fidelity,scenario_id,peak_temperature,protected_zone_peak,normalized_residual,wall_seconds,source_hash,integrated_power
single_A_20260829,single_A,20260829,binary,reference_128,B,0.3178657187802614,0.16874467429215315,1.292064851503777e-12,0.03939160000300035,bbeb7c4ffc720580645cfb2e4e9848a8cc65f61cfcc6814354ce969350b03639,1.0
single_A_20260829,single_A,20260829,binary,reference_128,C,0.3165448677571277,0.16819192664187402,1.2693942137895882e-12,0.0459530999942217,29c68d61bf482209936e516c42a14936fc5275bcb6b40cb0562162a10114f0c8,1.0
single_A_20260829,single_A,20260829,binary,reference_256,A,0.10721574450037244,0.10432478525163227,5.358510273179849e-12,0.20208820000698324,7c78f0971ecf036d6450fcb6af4d93c3944a0c01e6a0a71442f423c3d28f6f39,1.0
single_A_20260829,single_A,20260829,binary,reference_256,B,0.317343319776924,0.16931603684176896,4.967112853757618e-12,0.2056412999954773,f261e16618c55f0b25eebf8bfb4b9c18d6cd2ab537ace816aa489d24a494b825,1.0
single_A_20260829,single_A,20260829,binary,reference_256,C,0.31601846114328797,0.1687578280147891,4.9419909453731396e-12,0.20234060000802856,6319647686ca9ac3aa927953f9fa82c84dc41ed500f0c150a9f133d3a226fbfa,1.0
single_A_20260830,single_A,20260830,binary,low_64,A,0.10751976318530225,0.10525849236179978,3.450029694051166e-13,0.009456500003580004,2a7498982a98bc364963bb9cfa47f760ec763e4d72c3246be34429114911768d,1.0
single_A_20260830,single_A,20260830,binary,low_64,B,0.31787088702465127,0.16367509770582778,2.8892692206381296e-13,0.008702000006451271,93e1b6acfc80baa32dd0d2f336f5f448f61fd52ff1c4ddca26572745f41b8126,1.0
single_A_20260830,single_A,20260830,binary,low_64,C,0.3227111111312316,0.16540346851712137,2.9995126911692793e-13,0.008259399997768924,90aa528e3b0d25b185da75e1e8a1e6076a713a1a50a42bc2c9a40d321a002108,1.0
single_A_20260830,single_A,20260830,binary,reference_128,A,0.10733202618242332,0.10426211249869874,1.3072890473576412e-12,0.04002280000713654,af53b90d5fc14784fb5c84b999ba237b24552a9cadbdcf0a0dd8c0a0ce9ef7e9,1.0
single_A_20260830,single_A,20260830,binary,reference_128,B,0.3167536268715783,0.1681737845993379,1.2368048772360836e-12,0.04050360000110231,bbeb7c4ffc720580645cfb2e4e9848a8cc65f61cfcc6814354ce969350b03639,1.0
single_A_20260830,single_A,20260830,binary,reference_128,C,0.3216834851745219,0.17004180451292256,1.229925853751052e-12,0.03922039999451954,29c68d61bf482209936e516c42a14936fc5275bcb6b40cb0562162a10114f0c8,1.0
single_A_20260830,single_A,20260830,binary,reference_256,A,0.10723987678375418,0.10427933944371053,5.3034057022574545e-12,0.20220379999955185,7c78f0971ecf036d6450fcb6af4d93c3944a0c01e6a0a71442f423c3d28f6f39,1.0
single_A_20260830,single_A,20260830,binary,reference_256,B,0.3162283111856872,0.16874041320708105,4.944675823429319e-12,0.20352110000385437,f261e16618c55f0b25eebf8bfb4b9c18d6cd2ab537ace816aa489d24a494b825,1.0
single_A_20260830,single_A,20260830,binary,reference_256,C,0.3211513095413453,0.17063692499241498,4.9654942265296865e-12,0.20127590000629425,6319647686ca9ac3aa927953f9fa82c84dc41ed500f0c150a9f133d3a226fbfa,1.0
