candidate_id,case_id,grid_ny,grid_nx,design_hash_64,material_fraction,scenario_A_peak,scenario_B_peak,scenario_C_peak,scenario_A_residual,scenario_B_residual,scenario_C_residual,worst_peak,k_high,wall_seconds
robust_20260830,shift_A_1_left,256,256,acedf86e13b27f0476e96abd9fdb41e0559eeee92171e6cc653610115510d915,0.251220703125,0.1562152478061777,0.15596201520729633,0.15663546358885735,7.546825808338782e-12,7.487745646739402e-12,7.647565073976365e-12,0.15663546358885735,20.0,0.6109298000083072
random_filtered_seed_9101,shift_A_1_right,256,256,2f1356721e17051c58c11cdfd1638307a7251dd5656a9beb2f26bab8ad08c9f2,0.25,0.5217831389851352,0.5913331056800399,0.48862023716050934,2.2221286213447098e-11,2.0167822867762384e-11,2.2979324754731748e-11,0.5913331056800399,20.0,0.6117287000088254
random_filtered_seed_9102,shift_A_1_right,256,256,660787503acb6bb82e07527b29282439058c85dc59dbf2feb202033d290e8172,0.25,0.45687363021756855,0.4967316775543087,0.5415047970605279,2.1788053834450626e-11,2.300088622884863e-11,2.2048293027070123e-11,0.5415047970605279,20.0,0.6148075999954017
random_filtered_seed_9103,shift_A_1_right,256,256,248fe4585c1bac0ec2fd67aaff4e8498debf99c87b647a57a9d009e935d776dc,0.25,0.5117244349290206,0.5218829818933081,0.5791671539152953,2.366477216368386e-11,2.385856840531268e-11,2.409382300637203e-11,0.5791671539152953,20.0,0.6090270999993663
straight_path,shift_A_1_right,256,256,57649ac473a6a76edb7273831f2b0574ad161b66d511727e536db316df5c6ce4,0.25,0.1277119166164264,0.31694179815032125,0.31694179815031337,8.066555221180502e-12,7.391204687431802e-12,7.413941205243471e-12,0.31694179815032125,20.0,0.6143276000075275
evenly_dispersed_binary,shift_A_1_right,256,256,b8833787d8d703775992a5d3ac5378d7d0b7e24496917de225ba10962a8c613b,0.25,0.5441249953322652,0.5833190516349486,0.5849495361189074,2.1256211115028466e-11,2.170283058083174e-11,2.1756926147835962e-11,0.5849495361189074,20.0,0.6151899000105914
single_A_20260828,shift_A_1_right,256,256,2bcc42fcc0dc8d29413adb4db8ff40a96bbef715d2c382b91b644ba38c9be2d1,0.25048828125,0.10763707724710035,0.3173623196911966,0.31459422717943425,5.361916372960428e-12,5.0738607997926346e-12,4.961052445930689e-12,0.3173623196911966,20.0,0.6096926999889547
single_A_20260829,shift_A_1_right,256,256,2d0de72cec5f92d16c3a0534c9bd67e6cf0d777b6fb9e573c0104fc44caa8d8a,0.250244140625,0.1076301429025278,0.317343319776924,0.31601846114328797,5.295315990154307e-12,4.967112853757618e-12,4.9419909453731396e-12,0.317343319776924,20.0,0.6072787000011886
single_A_20260830,shift_A_1_right,256,256,5019dafb2f1462cbfcd955a51960603d8c046303897e2835d9a5d8820f5596a5,0.25048828125,0.1077090071637236,0.3162283111856872,0.3211513095413453,5.258302115518529e-12,4.944675823429319e-12,4.9654942265296865e-12,0.3211513095413453,20.0,0.6067403000051854
robust_20260828,shift_A_1_right,256,256,f37d26b6f37ecf0a1e8831d1a8ec583d22c852a33bbeccd99a9c7052e38d0a99,0.2509765625,0.15616312362934887,0.15596395806562802,0.156506824943584,7.338140542529653e-12,7.525272489260482e-12,7.538390297996635e-12,0.156506824943584,20.0,0.6085863000043901
