seed,candidate_id,candidate_peak,strongest_baseline_id,strongest_baseline_peak,relative_improvement,continuous_material_fraction,binary_material_fraction,locked_baseline_count,budget_pass,reported_metrics_match
20260828,robust_20260828,0.156506824943584,straight_path,0.31694179815032125,0.506196955223448,0.24999999492505218,0.2509765625,6,True,True
20260829,robust_20260829,0.1574716324313547,straight_path,0.31694179815032125,0.5031528395738197,0.24999998720566297,0.2509765625,6,True,True
20260830,robust_20260830,0.15663546358885735,straight_path,0.31694179815032125,0.50579108056121,0.24999999348418606,0.251220703125,6,True,True
