task_index,task_id,family,resolution,design_hash_64,transferred_design_hash,material_fraction,scenario_peaks,worst_peak,maximum_normalized_residual,wall_seconds,validation_accessed,test_id_accessed,test_ood_accessed
19,dcdae30491623e954cd149a0efb86d707466306eb0a513eed3def915f8e71443,FIELD_UNET_BEST4_R25,256,ab3956729936595b7e5fa5e114a0d39e1e6fa2f822f0c1af359d25ca7d2e2cff,044f0f6e46dff38848f540e07891cddcc91f8c86dd61c9cc5a846758779d62fc,0.25,"(0.15353076970470017, 0.15364318890694786, 0.14990269114358834)",0.15364318890694786,7.693912957062502e-12,1.093316300015431,True,False,False
19,dcdae30491623e954cd149a0efb86d707466306eb0a513eed3def915f8e71443,SENS_UNET_BEST4_R25,256,3f5c78ba5d13867c2d9e7fe1d2ea2583970c06b804a7e4c22c53ad593909d7e4,d135d74d8b993c8a3c197a1db28783c8c61c4a9b0f89790372f4e02423fbe5d8,0.25,"(0.1546934922503237, 0.1556154444655971, 0.13812562520378266)",0.1556154444655971,7.98199506188598e-12,1.0862402000348084,True,False,False
20,77059e75195a0b81facf226b4e071ddb158fb843893ade2f83035a3635d7e2e0,REFERENCE,256,81c274132d9317525c2412a4b8c839ff1ec9ab0fd0269eb4504a449a5e23b73b,5782e21a0dfb6e4161d5e3a03286d484b04b8c6ec9dc972e6658e8927d919440,0.25,"(0.1492848606154266, 0.11959249187089713, 0.15134101863323554)",0.15134101863323554,7.1956007727656085e-12,1.0895389000070281,True,False,False
20,77059e75195a0b81facf226b4e071ddb158fb843893ade2f83035a3635d7e2e0,FIELD_UNET_BEST4_R25,256,bb79386d6d02749f6ba9d2697a6ea7dfc2ed85b4a86a165bef315fcb4d647305,4e0f8945a7cee3bc7843f3a9e0f816aee46cc1fdc627a6d647963e29d794c52f,0.25,"(0.14685886536995757, 0.14078965910489497, 0.14737960505991887)",0.14737960505991887,6.894877305566999e-12,1.0999249000451528,True,False,False
20,77059e75195a0b81facf226b4e071ddb158fb843893ade2f83035a3635d7e2e0,SENS_UNET_BEST4_R25,256,b4251cbde6dacb2d17d2a924319c05618cdefe3c5ff77b90c4815efff36e72bc,40029a541bf00c63f60ffedca0d265206f517aae370aaa36cc0f9287ae1fc898,0.25,"(0.14674794053853984, 0.14041110832006068, 0.14731545147223185)",0.14731545147223185,7.261035636168965e-12,1.098500999971293,True,False,False
21,4ab9eb5c9f7a0f55b84b696c757a64089ad3f4128876a5e93d434852691dc911,REFERENCE,256,9047a09bb851e150e43709330f9170adeceadeb3bf737d20411581611ec391dd,34575b76f65dcda04f53b626e658d841dd15bc0ef1d1005f8fdf9cbc1fb8a0cd,0.25,"(0.156900854626161, 0.15657335691842425, 0.15597110728057398)",0.156900854626161,7.256222772110491e-12,1.095580700028222,True,False,False
21,4ab9eb5c9f7a0f55b84b696c757a64089ad3f4128876a5e93d434852691dc911,FIELD_UNET_BEST4_R25,256,2cdb9016174c9109d5a0cf7e8b86480a361c17db8116b06474e45ccbaf50cb85,5b88789d6dee1ddf9714138b3f487a98c345efdb88f5ff14e10091e3d190b516,0.25,"(0.14082543377459525, 0.14197838791891867, 0.14076392843962712)",0.14197838791891867,7.038235851325117e-12,1.113414399966132,True,False,False
21,4ab9eb5c9f7a0f55b84b696c757a64089ad3f4128876a5e93d434852691dc911,SENS_UNET_BEST4_R25,256,88bb89a46ab4bd24a1da4f5cbfb830ee032645fe86438bacdf6a28bc73639157,4d0151ace2a5b3389aace0558457769e4f2d8039cc46ad0d10fba64f7a4a3b95,0.25,"(0.14412986857629145, 0.14384485896697588, 0.14451778764135817)",0.14451778764135817,7.2034923243421925e-12,1.095949299982749,True,False,False
22,91e6d9f16b8b0ca0071bdcf76165e97eb5b777a70d82236d7b3481c0a6afee9a,REFERENCE,256,909671c2abf9fbaec0b61ae4395a0841eec0a2f4ef5a8ff247f5864793ec154a,f0aee15b87a52361b4945db3b07ad6dd8e4809476607ac1df5f2398953cc7081,0.25,"(0.1652451319636939, 0.16565149211208904, 0.16575104704460406)",0.16575104704460406,7.272014319151057e-12,1.088810499990359,True,False,False
22,91e6d9f16b8b0ca0071bdcf76165e97eb5b777a70d82236d7b3481c0a6afee9a,FIELD_UNET_BEST4_R25,256,3897885935d8eff185db79a4cc8d114059b2a9e4455983785c59ae4423e666f1,d63b1ea2fec3ffe4420513f2ec11ccbe0dfc137061cff21339ae0168d195c369,0.25,"(0.15787027637158096, 0.15785667620179647, 0.15796424932169514)",0.15796424932169514,7.207595446131951e-12,1.1083695000270382,True,False,False
22,91e6d9f16b8b0ca0071bdcf76165e97eb5b777a70d82236d7b3481c0a6afee9a,SENS_UNET_BEST4_R25,256,a7aadbe850f6ce4c0e63c354b87d9f10c22d2a036c23c7aebc36527aed2b9a84,6563d7a460bdafaaf913314b1ecbee5a3718a2f6d7b17d37109469942023e233,0.25,"(0.16112754834112647, 0.1494810342263547, 0.1599061426172168)",0.16112754834112647,7.356274608141773e-12,1.0913781999843195,True,False,False
23,e13cf57ce6e1026b692ce99a3c4ca73d63e0bb61c00a4b755f479383238ea02a,REFERENCE,256,17f2ed1423cc2afbf5fc0996b341589cc940c0073328ee5a402ef1433adc881b,ff6ea777f1c637e166d7bd7b1fb145a3312c6b11eb886d289ee9cc1ffccbf606,0.25,"(0.14879691572451334, 0.12239079623266508, 0.14784790641196055)",0.14879691572451334,7.391035420751396e-12,1.1054240000084974,True,False,False
23,e13cf57ce6e1026b692ce99a3c4ca73d63e0bb61c00a4b755f479383238ea02a,FIELD_UNET_BEST4_R25,256,aaa5d1409142f9a639a0f1a031c49a532ce44736355fab5e289ba9fc5aebb91b,e9c7561614ae55326928f7a87ef6044be61ad6b1684f41745abafb90ad963e64,0.25,"(0.14209442121572033, 0.1377901255045433, 0.14289141029800154)",0.14289141029800154,7.180774343757209e-12,1.0914318999857642,True,False,False
23,e13cf57ce6e1026b692ce99a3c4ca73d63e0bb61c00a4b755f479383238ea02a,SENS_UNET_BEST4_R25,256,bc97abd90692e9e863dca7982667b9cbd752838b1bb84b06c61df6e22bd6c5a6,e71ec1a143182d116f27a46bb320404a2c79c114828d1bfa73209777cb1a2d04,0.25,"(0.14487115656582125, 0.13147032567516692, 0.14452063570397713)",0.14487115656582125,7.043483410817518e-12,1.0919999999459833,True,False,False
24,5213fa694c90a9c22dc5fc9ff63cd6bc34702c4c53d5e66f028d306cf3f040d7,REFERENCE,256,f64a56fc590646907abd3932678f78daca86dbd4bb708fb540ebcd142d964d82,f2f4e31a4a16c1e3df7ad2e37babd10c84bcea126f6bdfb55d9947a97643fa86,0.25,"(0.16815089400027633, 0.12503910456796843, 0.16881980189452184)",0.16881980189452184,7.635064958447619e-12,1.096111299993936,True,False,False
24,5213fa694c90a9c22dc5fc9ff63cd6bc34702c4c53d5e66f028d306cf3f040d7,FIELD_UNET_BEST4_R25,256,4f01ee55cdb7004b9068dce5796e9607d248813fd5ca0dfb5599ebd7c3b788fc,a9bf9ed6fc627ad2153c24141daf1ce3ed92fad82ef549bf78e6b1c076f7bdfa,0.25,"(0.15452351521740257, 0.1504646218671272, 0.1551465434665467)",0.1551465434665467,7.033871680270685e-12,1.1068018999649212,True,False,False
24,5213fa694c90a9c22dc5fc9ff63cd6bc34702c4c53d5e66f028d306cf3f040d7,SENS_UNET_BEST4_R25,256,f6f1ee96092adcb566a969acf165d663dfc4e7e98a7b7b7ea450dea014cecbba,290dceb05d962ad3e307834f9f74ca49252f65af18d7248b56286761bd46e0fb,0.25,"(0.15737862837766795, 0.1450045062414942, 0.15764176224880816)",0.15764176224880816,7.539800790543041e-12,1.1097123000072315,True,False,False
25,5a97ee0cb94f0d9665b61d0e4e5538a05a1a6f69bd05b640b24c872cd449dc6a,REFERENCE,256,4855024cb3d02615e130b76aa10b66f62b21f9338e4a538403eaa20c6926686e,be8359065dfee323d7d07038113f478a67b65682bd071f631e4f6ae09c283f67,0.25,"(0.14986549734996682, 0.1041748803123127, 0.1474286201548615)",0.14986549734996682,6.9206840844927735e-12,1.0978459999896586,True,False,False
25,5a97ee0cb94f0d9665b61d0e4e5538a05a1a6f69bd05b640b24c872cd449dc6a,FIELD_UNET_BEST4_R25,256,6a598b83b5f39d0ba84bc338a6f90f5e74069ccfd07d4e3f266eb2ee359587bd,7b7a5b9a58a0926b7c46f670f039de251b9eadce98c044ac5ea74d52739fa097,0.25,"(0.13973692144282385, 0.13670923850219263, 0.13937632785421994)",0.13973692144282385,6.455829735442213e-12,1.0923545000259764,True,False,False
25,5a97ee0cb94f0d9665b61d0e4e5538a05a1a6f69bd05b640b24c872cd449dc6a,SENS_UNET_BEST4_R25,256,d801f891c47c54137885dae0284336775d7134771de561761bbad2c0d24e6276,3cf35d639af0c9ca1e06a4bc6381e5123f55ac8a9509a46dc1bd97508c51e170,0.25,"(0.14278411084444623, 0.14019219245492473, 0.1426343695764734)",0.14278411084444623,6.937172881239043e-12,1.123894200020004,True,False,False
26,55c52cc6b6fe9d5239a60902fc27862dbc7e930495b2d2938360aea62cf7fc8f,REFERENCE,256,18ff342a092c833883a89dd6a8c3a1c217889d96f7d526d00a5b4df4a7340f3b,f380a5252b8a4e0b6d0f84e1409311e9fb31ed2144612de87ba93cad7bdee239,0.25,"(0.17698876673722408, 0.17769316425861204, 0.17815809291304333)",0.17815809291304333,8.471706412794937e-12,1.1094070000108331,True,False,False
26,55c52cc6b6fe9d5239a60902fc27862dbc7e930495b2d2938360aea62cf7fc8f,FIELD_UNET_BEST4_R25,256,7d78409266be4a9bc1160fd74c835bedc86acfa13f4f8171afe5755b22dd1522,383a46c20c90734bb3d835b8e0480bd208280a558634d532dad8216e6fc0ca54,0.25,"(0.15886151543607901, 0.16050967574419395, 0.1599054837619185)",0.16050967574419395,7.988744224096952e-12,1.102952900051605,True,False,False
26,55c52cc6b6fe9d5239a60902fc27862dbc7e930495b2d2938360aea62cf7fc8f,SENS_UNET_BEST4_R25,256,3ab1879720117a90e3bffdd4dba4896dd75d6555115f19a4464635c1fb6afccb,7e5c90ddd3aada3b4c943aaeb83587532e4cd9cc3561e697a0ceb0b926ec1ae2,0.25,"(0.1611818035121872, 0.16232009000983272, 0.16154556758582542)",0.16232009000983272,8.062309976054423e-12,1.1683799999882467,True,False,False
27,e65d6934aa137d0dc64d654f7586d1783bbd91fc1ab8bc25643c2d4071b60777,REFERENCE,256,7b2f830e70f13942181996271fe10a387f719ac4667ae66b637bed5417db2611,cfa1c57bda667314b46dd1551464cbda4b2e7cd5eadeeba96c712d70a7d86210,0.25,"(0.16194976992928184, 0.16238201965346596, 0.16175506888253824)",0.16238201965346596,7.743377200327843e-12,1.1060966000077315,True,False,False
27,e65d6934aa137d0dc64d654f7586d1783bbd91fc1ab8bc25643c2d4071b60777,FIELD_UNET_BEST4_R25,256,6744fbd384496eec8cadf170d01e04d99f1ec79d8dfa0eae6b91556a49f9db39,d3cc17d3005739168a5ae1a8de61bd1fa488520333b816832ec5807d9aa118eb,0.25,"(0.1525199376611326, 0.15168600187068554, 0.15318517222940212)",0.15318517222940212,7.347712773771253e-12,1.1173016000539064,True,False,False
27,e65d6934aa137d0dc64d654f7586d1783bbd91fc1ab8bc25643c2d4071b60777,SENS_UNET_BEST4_R25,256,9a836e252e4488c28a49fbb81331d50c66959b8d059fb15c79c78c5588d91c4d,3dc96da0132d14bd8dc2b4e97bddc8e5629d3f5e86c72d354158760cb127135f,0.25,"(0.15587460575598522, 0.15060727455180323, 0.154622039893508)",0.15587460575598522,7.445525390667835e-12,1.0970840000081807,True,False,False
28,0d00c9213318579b16d3289130e95b3c21287a73649de59dd40930755ce004e6,REFERENCE,256,ac5cee2e4c2caa23bff6bc7a5742c352062720e9101b66be25e794fd057ace72,dc0836fa1d8c2ead7ba7467dc95c72a67063f9528b9dfca8364dcadf4a0cdff9,0.25,"(0.16039405483639183, 0.16011292349367365, 0.16055587283933198)",0.16055587283933198,7.753238279730588e-12,1.1150375999859534,True,False,False
28,0d00c9213318579b16d3289130e95b3c21287a73649de59dd40930755ce004e6,FIELD_UNET_BEST4_R25,256,b969c688ae4fb84780254b413956d9d32dade1ff1b91bb7015a36c8105134b42,13708f843d02fd349a4fa11654bd33623ed9366b4eb7ad898e2ed57051cce669,0.25,"(0.14941201118130867, 0.15095956018320167, 0.14964075297894097)",0.15095956018320167,7.870164909612237e-12,1.1043586000450887,True,False,False
28,0d00c9213318579b16d3289130e95b3c21287a73649de59dd40930755ce004e6,SENS_UNET_BEST4_R25,256,60eda4f8e270a905a2ccc4aa5d90d4c7987d73bc5e953da9eba6a277e97f4d0c,17c4e254731cf875b52cdb7d26a2e1df7cb408f9de22d82e96e79f05be2ba7ca,0.25,"(0.15302524582897994, 0.1520590850837192, 0.15085131304408053)",0.15302524582897994,7.820151344499506e-12,1.1146976999589242,True,False,False
29,f7e09d487ac9f9ba0c2caaed01edbb118d218894c0760c8542d17d2889e14bfe,REFERENCE,256,9a23b2fa4c4c49a663eed3eda7af6d9d2b20e15812ad742fb672f74e15b63bb6,5bb483462ab16ac2674f8d55a10a3575929a375b1938a220aa9b9598f850ca7a,0.25,"(0.18178750742913294, 0.1805486200794714, 0.17958359675314806)",0.18178750742913294,8.94392976234667e-12,1.1175289999810047,True,False,False
29,f7e09d487ac9f9ba0c2caaed01edbb118d218894c0760c8542d17d2889e14bfe,FIELD_UNET_BEST4_R25,256,b4c3991382976b915648cf62beb078f53161b84127c9457dd5bcbeab2919e41f,37531eb36cdf924561d34b5ef9d40b04c11c383aad4d5e0c3a9af9539b259ad5,0.25,"(0.1654686863131796, 0.16337710701611508, 0.16478042202788692)",0.1654686863131796,7.989336244126865e-12,1.1167210999992676,True,False,False
29,f7e09d487ac9f9ba0c2caaed01edbb118d218894c0760c8542d17d2889e14bfe,SENS_UNET_BEST4_R25,256,c191a9a766b8bf5e3e3da535e079a026c4fbdf7982b23df899cca4f5fba138b8,cb3a16bd0dff458216a2208f97e8032f6acd6e352dd9103146d0d2cba45dc3da,0.25,"(0.16797380875356244, 0.15821455607447046, 0.16851459020148063)",0.16851459020148063,8.275713013949882e-12,1.1287439000443555,True,False,False
30,f0c0ff05e0da1d036f4e8ddc31979a99ddfd15b9ea96efb7f9adfc0428225071,REFERENCE,256,8b401b0b52ffa717250654b6c1314ace34f9e863e5aeaa7d61ead18ba5b577a6,74fb15c1625346d18473fce241cace506ce179697ab66c95e50ee3121d5b36a6,0.25,"(0.13861843662729642, 0.1411878452902493, 0.14004638036126058)",0.1411878452902493,7.091552372175887e-12,1.1207498000003397,True,False,False
30,f0c0ff05e0da1d036f4e8ddc31979a99ddfd15b9ea96efb7f9adfc0428225071,FIELD_UNET_BEST4_R25,256,6805e62b9a8da980ad0bf6e291f1909da64b6f6f1167333e383c8a6cd1267e36,9f47acc4dfbfa95721a7f4f04956500dfec73f848cb8a92a99ee7d1b354df6fe,0.25,"(0.11691845206360968, 0.140109693780034, 0.13743631039972942)",0.140109693780034,6.886177526142752e-12,1.1277049999916926,True,False,False
30,f0c0ff05e0da1d036f4e8ddc31979a99ddfd15b9ea96efb7f9adfc0428225071,SENS_UNET_BEST4_R25,256,017fa685f4384de4a38951ea268ece49557fa9eb67b432e9399652edb9f0d81c,8a165db8ffbe567a1d4a140a5bb28f6c4596435389e859237df14114bc44e5ec,0.25,"(0.1107273413594693, 0.14002893752078094, 0.13755507153174926)",0.14002893752078094,7.014359977497847e-12,1.1157267999951728,True,False,False
31,62ec0fa57d6e1d7c024679957b0c74ecae2d8520d9e5d7729e572a8ceaa8b1ca,REFERENCE,256,bdfbefff82e8b345efbf671803e8072f419c1ad325de1b9553d7cc145b51b3bb,8079e00052307032e46040673e14e7285f8b448879b72a446c9ea5de6ee3d15f,0.25,"(0.17829842580504496, 0.18053549245655962, 0.18014534824177578)",0.18053549245655962,8.435645469110343e-12,1.1250732999760658,True,False,False
31,62ec0fa57d6e1d7c024679957b0c74ecae2d8520d9e5d7729e572a8ceaa8b1ca,FIELD_UNET_BEST4_R25,256,a7d662ac93c69774981b74aabed566007830d02a1d3c165f989952fe90510f62,aaa8badf12482846336e38b2c021db992a9185a570d3ad06fc25d1394b70b838,0.25,"(0.16634650045008229, 0.16764336498324084, 0.16808403234968725)",0.16808403234968725,8.021510883724882e-12,1.0911627000314184,True,False,False
31,62ec0fa57d6e1d7c024679957b0c74ecae2d8520d9e5d7729e572a8ceaa8b1ca,SENS_UNET_BEST4_R25,256,d19224c4a85aaf062db7c78ee44f264018c4dca27f1a74a9be143d0e475259ec,f4c936f1fb74364e73d7d69bd74ba91e5b6a13cd6d63edaeaef43cd949640b03,0.25,"(0.17141454005456308, 0.16898470835926893, 0.17159386620874797)",0.17159386620874797,8.120217660839665e-12,1.0988994999788702,True,False,False
