seed,peak_A,peak_B,peak_C,worst_peak,average_peak,protected_zone_peak,binary_material_fraction,total_wall_seconds,relative_128_to_256_change
20260911,0.16009747482976908,0.1897287613393352,0.1893886219247238,0.1897287613393352,0.17973828603127603,0.14488233029517136,0.250244140625,0.23160779997124337,0.001744810531738611
20260912,0.13662424645851323,0.1549115525412912,0.15525057580277518,0.15525057580277518,0.14892879160085987,0.13298739073950996,0.250732421875,0.20294260000810027,0.002682051267293818
20260913,0.14021916104815424,0.1601329841520095,0.16147912969595446,0.16147912969595446,0.15394375829870607,0.13340398840251513,0.2490234375,0.20307620000676252,0.0020423944351583546
