seed,peak_A,peak_B,peak_C,worst_peak,average_peak,protected_zone_peak,binary_material_fraction,total_wall_seconds,relative_128_to_256_change
20260911,0.15988124979844343,0.1893982971956948,0.18913839750796177,0.1893982971956948,0.17947264816736666,0.14528126900085378,0.250244140625,1.1435368999955244,0.001744810531738611
20260912,0.13636953041376054,0.15454930966613958,0.15483529959128456,0.15483529959128456,0.1485847132237282,0.13316129226098755,0.250732421875,1.0832892999751493,0.002682051267293818
20260913,0.13994882130307604,0.15963039012757382,0.1611499978371461,0.1611499978371461,0.15357640308926532,0.13352293042470173,0.2490234375,1.0604547999973875,0.0020423944351583546
