iteration,total_objective,exact_peak,gradient_norm_before_clipping,maximum_relative_residual,wall_seconds
0,0.7158133635620297,0.8201484099557959,0.01488571148365736,9.97428626903908e-07,0.7605269551277161
1,0.7058387084297821,0.8100969829221546,0.01596948504447937,9.92738980312931e-07,0.7702064421027899
2,0.6948995647354438,0.799037522784462,0.01701057143509388,9.910796452493448e-07,0.7710100561380386
3,0.6830573300492755,0.7871788870823286,0.01796940341591835,9.97566648354369e-07,0.8019304592162371
4,0.6704026812383801,0.7744336719379231,0.01878396049141884,9.825465856249522e-07,0.7662684079259634
5,0.6570795590810682,0.7608236768946639,0.019348768517374992,9.738673277279827e-07,0.8269712552428246
6,0.6433403606444572,0.74642853726613,0.019468050450086594,9.98385923773756e-07,0.7615630850195885
7,0.62963189920057,0.7313584872334837,0.018821202218532562,9.91936003805681e-07,0.7605404555797577
8,0.6166803424363196,0.7157546145007968,0.017052190378308296,9.872707789857474e-07,0.7891971953213215
9,0.6054218006704214,0.6998258376057019,0.014211880043148994,9.677697152090526e-07,0.7795156612992287
10,0.5965442785535517,0.6932275565821582,0.01127444114536047,9.990101294502174e-07,0.7721922863274813
11,0.5899409797408021,0.692034135933145,0.00943925604224205,9.98232280221924e-07,0.7797170709818602
12,0.5848638191997154,0.6901185709528391,0.008784414269030094,9.995851332935237e-07,0.7882566880434752
13,0.5805463207185497,0.6876053441124516,0.008686897344887257,9.9917476869625e-07,0.7585384454578161
14,0.5765077459689264,0.6846203799975369,0.008744507096707821,9.750429835454212e-07,0.7796736396849155
15,0.5725150874771725,0.6812715459502926,0.008822163566946983,9.510088356001515e-07,0.7683444507420063
16,0.5684748263495364,0.677644903544905,0.008886173367500305,9.639774493773234e-07,0.7650519516319036
17,0.5643590430106046,0.673807109651215,0.008930598385632038,9.678342970762722e-07,0.7861593905836344
18,0.5601682387022189,0.6698099213899141,0.00895647332072258,9.97453824874488e-07,0.7923938557505608
19,0.5559132093667376,0.6656930714882324,0.008966770023107529,9.940132461182148e-07,0.7598437443375587
20,0.5516081513432044,0.6614878080200116,0.008965123444795609,9.937665933085599e-07,0.7476736605167389
21,0.5472665502306898,0.6572180844987402,0.008955463767051697,9.715280911187374e-07,0.7622178643941879
22,0.5429000253771679,0.6529021843170418,0.008941861800849438,9.871440574056772e-07,0.7661222815513611
23,0.5385177798092252,0.6485536739025263,0.008928373456001282,9.998214564054627e-07,0.7512680999934673
24,0.534126234809533,0.6441818756179672,0.008918972685933113,9.999827709459494e-07,0.7613612413406372
25,0.5297292255910652,0.6397925550766557,0.008917529135942459,9.837842598885145e-07,0.775860195979476
26,0.5253278262324845,0.6353880369884325,0.008927768096327782,9.687450552729178e-07,0.769228883087635
27,0.5209207012198376,0.6309677173422211,0.008953300304710865,9.899667382580752e-07,0.767429493367672
28,0.5165041821572037,0.6265282431189109,0.008997650817036629,9.780727915574293e-07,0.7619249578565359
29,0.5120723318622444,0.6220944263061446,0.009064304642379284,9.918957640190168e-07,0.777598649263382
30,0.5076172013874539,0.6176547010432935,0.009156721644103527,9.985291690043987e-07,0.7399573046714067
31,0.5031290187693216,0.6131734467214018,0.009278202429413795,9.707067492381398e-07,0.7503899447619915
32,0.49859619317258547,0.6086383353097377,0.009431825950741768,9.825715251969365e-07,0.7447131481021643
33,0.4940057810403551,0.6040352381101131,0.009620213881134987,9.819842110951435e-07,0.7478620130568743
34,0.4893435589589106,0.5993481870373519,0.009845145978033543,9.98516570897249e-07,0.7636493593454361
35,0.48459454733915047,0.5945597210493333,0.01010708138346672,9.849787603784197e-07,0.7539950851351023
36,0.47974339370196234,0.5896510303204825,0.010404565371572971,9.987591145438995e-07,0.798746470361948
37,0.4747750815397091,0.5846023262457939,0.010733514092862606,9.988908574047063e-07,0.8196507375687361
38,0.46967598540196903,0.5793934151847343,0.011086447164416313,9.789947719596568e-07,0.7524201087653637
