iteration,beta,alpha,binarization_weight,total_objective,exact_peak,continuous_material_fraction,binary_material_fraction,gradient_norm_before_clipping,maximum_cg_iterations,maximum_residual,wall_seconds
0,1.0,50.0,0.0,0.5538901730984579,0.6547345904902144,0.25,0.0,0.011126034893095493,151,9.572147290728036e-07,1.2305562000110513
1,1.0,50.0,0.0,0.5464042918143437,0.6470264432966318,0.2499999701976776,0.0,0.011615783907473087,150,9.908060795158577e-07,1.2260527000034926
2,1.0,50.0,0.0,0.5385678050527681,0.6389228667771616,0.2499999850988388,0.0,0.012096727266907692,149,9.515275140420942e-07,1.1967801000137115
3,1.0,50.0,0.0,0.5304073808230448,0.6304334506123158,0.2499999701976776,0.0,0.012550510466098785,146,9.75115452131872e-07,1.1747886999946786
4,1.0,50.0,0.0,0.5219519058147258,0.621588252152578,0.2499999850988388,0.0,0.012973274104297161,145,9.722043542259794e-07,1.154077099999995
5,1.0,50.0,0.0,0.5132348505108744,0.6124241346088651,0.25,0.0,0.013359771110117435,147,9.676389028218593e-07,1.1482900000119116
6,1.0,50.0,0.0,0.5042931320711898,0.6034317199628347,0.2499999850988388,0.0,0.013706815429031849,148,9.468111992406314e-07,1.1749830999906408
7,1.0,50.0,0.0,0.4951629534873087,0.5943401629802589,0.25,0.0,0.014013508334755898,148,9.95369192147454e-07,1.1500788999983342
8,1.0,50.0,0.0,0.4858784232491283,0.5850288609126085,0.2499999701976776,0.0,0.01427995041012764,148,9.836059766621552e-07,1.1534136999980547
9,1.0,50.0,0.0,0.47646987942235214,0.5755273966983339,0.2499999701976776,0.0,0.01450696773827076,148,9.360986559694912e-07,1.1670668000006117
10,1.0,50.0,0.0,0.46696146840028663,0.5658572145767861,0.2499999701976776,0.0,0.014695876277983189,147,9.674519694204993e-07,1.1483564999944065
11,1.0,50.0,0.0,0.4573689036219967,0.5560303330802508,0.2499999850988388,0.0,0.014847620390355587,147,9.762605852376075e-07,1.1462686000013491
12,1.0,50.0,0.0,0.447699921344606,0.5460508578376166,0.25,0.0,0.014962329529225826,145,9.79657577121258e-07,1.2005048999999417
13,1.0,50.0,0.0,0.4379566017526059,0.5359181909531289,0.2499999701976776,0.0,0.015039054676890373,146,9.320644438340622e-07,1.1455167999956757
14,1.0,50.0,0.0,0.4281401982103644,0.5256325936615314,0.25,0.0,0.015075872652232647,146,9.298439758665312e-07,1.1530371999979252
15,1.0,50.0,0.0,0.41825727386472195,0.5152017656095678,0.2499999850988388,0.0,0.015070494264364243,146,9.71216593667159e-07,1.1484543000115082
16,1.0,50.0,0.0,0.408322179776545,0.5046431535730734,0.2499999850988388,0.0,0.015021032653748989,146,9.105625776708644e-07,1.1528911999921547
17,1.0,50.0,0.0,0.3983582277510346,0.4939848413244818,0.2499999850988388,0.0,0.014926634728908539,146,8.98553138232143e-07,1.143179599996074
18,1.0,50.0,0.0,0.38839578695277915,0.48326320203633083,0.24999995529651642,0.0,0.014787813648581505,146,9.426042782427142e-07,1.1409041000006255
