update,learning_rate,mean_loss,mean_candidate_thermal_smooth,best_candidate_thermal_smooth,worst_candidate_exact_tmax,mean_total_variation,mean_binarization_penalty,softmin,diversity_penalty,maximum_projection_absolute_error,gradient_norm_before_clipping,gradient_norm_after_clipping,wall_seconds
0,0.0001,0.6922653532161711,0.7002792656090329,0.6836474605341406,0.8067946507768216,0.020235899835824966,0.1760900765657425,0.6915721535184638,0.0006729637971147895,4.470348358154297e-08,4.0432658894335995,0.9999997851034131,2.2616485580801964
1,0.0001,0.6127689020888738,0.6598077415814234,0.5994475550961027,0.8302016129242016,0.018663503229618073,0.17173565924167633,0.6122221992320647,0.0005280393525026739,2.9802322387695312e-08,2.94750445559122,0.9999996480178508,1.6247085556387901
2,0.0001,0.5311322223426141,0.6172395014406495,0.5167737424153542,0.8166539443666918,0.01902615651488304,0.17185932397842407,0.5306348495270977,0.00047834665747359395,4.470348358154297e-08,10.958075553857423,0.9999999411286022,1.6408510552719235
3,0.0001,0.5577097346827053,0.666634788788252,0.543380994687416,0.8548291957952064,0.018804870545864105,0.16858947277069092,0.557243712320544,0.00044721749145537615,2.9802322387695312e-08,2.169859912904076,0.9999994711173439,1.6377444015815854
4,0.0001,0.49120813286368437,0.6297239507432828,0.47690669664174784,0.8526561040243102,0.01898038387298584,0.16711930930614471,0.4907696391562779,0.0004195133224129677,4.470348358154297e-08,1.5984447138124431,0.9999993669375166,1.6266812896355987
5,0.0001,0.49861060001935337,0.633359551416913,0.48434657061267083,0.8697634723924138,0.018558811396360397,0.16318318247795105,0.4982095052033831,0.00038253600359894335,2.9802322387695312e-08,1.6589489383484726,0.9999994095587458,1.6257365718483925
6,0.0001,0.5734930456628062,0.6787214077538096,0.5592117245974201,0.844324655083517,0.0181821770966053,0.16321976482868195,0.5730741141296021,0.00040074935532175004,4.470348358154297e-08,1.4491446383505284,0.9999993682366728,1.6387119395658374
7,0.0001,0.5358172999034119,0.6813248468308746,0.521536612045364,0.8373095830189367,0.017229091376066208,0.15976758301258087,0.5353995516082628,0.0004005192022304982,4.470348358154297e-08,2.604977194937639,0.999999549314975,1.6168431099504232
8,0.0001,0.4468177107062236,0.6304005451348851,0.43249436377850947,0.8137328746285556,0.01785111427307129,0.16170206665992737,0.4463573073860478,0.00044255220564082265,4.470348358154297e-08,4.244677662030837,0.9999996718554045,1.6317536123096943
9,0.0001,0.4383316375900097,0.6161017732430891,0.4240240423101873,0.8282502653211031,0.017457151785492897,0.1597401201725006,0.4378869858867904,0.0004271945508662611,4.470348358154297e-08,3.4192529248933456,0.9999997872394021,1.620587695389986
10,0.0001,0.45353645827158273,0.6237764172501994,0.4392139712935172,0.8033712256929623,0.018767138943076134,0.161192387342453,0.4530769149004753,0.00044077623169869184,2.9802322387695312e-08,3.1171276750961816,0.9999997533046011,1.6273696785792708
11,0.0001,0.4290699698311707,0.6143294101930751,0.4147371527159921,0.8178065306234048,0.02070445567369461,0.15958112478256226,0.42860009632647206,0.0004491690488066524,2.9802322387695312e-08,8.078285582921444,0.9999999247658605,1.6257583415135741
12,0.0001,0.40975296377320336,0.6231249239449598,0.39544928180019945,0.8293352422983674,0.02162379026412964,0.1594952791929245,0.40931222541104506,0.00041911457083188,2.9802322387695312e-08,3.0346225189670957,0.9999997034568382,1.6232842179015279
