iteration,total_objective,exact_peak,gradient_norm_before_clipping,maximum_relative_residual,wall_seconds
0,0.7056112332281839,0.8002693829699488,0.008627925999462605,9.98096476317991e-07,0.8235176913440228
1,0.7008582588012078,0.7940832611498924,0.008957775309681892,9.992594119122847e-07,0.8096254225820303
2,0.6956741297031169,0.7875303944343703,0.0094009293243289,9.946695092248299e-07,0.7983333710581064
3,0.6900097256233022,0.7825006137671823,0.00992586463689804,9.85422989177599e-07,0.7827423308044672
4,0.6838403325162334,0.7775669827468202,0.010489324107766151,9.997761223789464e-07,0.7518362142145634
5,0.6771609915474465,0.7718034000780835,0.011054818518459797,9.998342631965102e-07,0.7733335066586733
6,0.6699760633645362,0.765268653737824,0.011597413569688797,9.79672388267712e-07,0.7751867473125458
7,0.6622975266802442,0.7580096139021703,0.012096324004232883,9.797480900161248e-07,0.8308759275823832
8,0.6541488186581501,0.7500947684666086,0.012538544833660126,9.896572215730874e-07,0.8613560292869806
9,0.6455633718448399,0.7416040731205935,0.01291738636791706,9.97270305794485e-07,0.780155535787344
10,0.6365838342254724,0.7326124040961923,0.013228584080934525,9.98837753577616e-07,0.7784344125539064
11,0.6272598914501301,0.7232358352136298,0.0134703004732728,9.733813072300528e-07,0.7627231124788523
12,0.6176459033027318,0.713614551953353,0.013642526231706142,9.890253239445123e-07,0.8060446847230196
13,0.6078009140845249,0.7037003881880459,0.013746912591159344,9.966873168247455e-07,0.771741570904851
14,0.5977869549845132,0.6935668209819398,0.01378712896257639,9.955153437577952e-07,0.7625524289906025
15,0.5876660713699366,0.6832868331258899,0.013768830336630344,9.89011931222317e-07,0.806014521047473
16,0.5774978108666351,0.6729303561582832,0.013699107803404331,9.884864291716338e-07,0.7855519857257605
17,0.5673374839248997,0.6625623098125383,0.013585762120783329,9.909464039603755e-07,0.7746857311576605
18,0.5572361385253751,0.6522421078981573,0.013436753302812576,9.902851883538215e-07,0.7899595350027084
19,0.5472399112677026,0.6420225399266621,0.013259939849376678,9.937319135043301e-07,0.775805164128542
20,0.5373888855528667,0.6319483996317361,0.013062989339232445,9.968509177079881e-07,0.7958073373883963
21,0.5277162809009218,0.6220558416600006,0.012853235937654972,9.94979144682358e-07,0.8071027379482985
22,0.5182481071912943,0.6123725104816402,0.012637593783438206,9.880088454847266e-07,0.7572210691869259
23,0.5090027538093586,0.6029176282055625,0.012422338128089905,9.76311659294629e-07,0.7736041005700827
24,0.4999917429367272,0.5937031473661408,0.012212949804961681,9.944971991994382e-07,0.7657176312059164
25,0.49122068395176455,0.5847349312092918,0.0120139354839921,9.956408840394964e-07,0.7656562402844429
26,0.4826903633214985,0.5760139299825423,0.011828645132482052,9.81519311557279e-07,0.7753055803477764
27,0.4743977111243071,0.567537124209094,0.011659257113933563,9.745018351659197e-07,0.7893042676150799
28,0.4663371513879343,0.559298838489644,0.011506778188049793,9.984022621755188e-07,0.7479054927825928
29,0.45850062722787643,0.551290725889148,0.011371126398444176,9.965372284308353e-07,0.7508641742169857
30,0.4508788001475137,0.5435029652531201,0.011251244693994522,9.627127165268436e-07,0.7858683243393898
31,0.44346125054070856,0.5359244659255082,0.01114526018500328,9.941151339038063e-07,0.7722235433757305
32,0.4362368228092924,0.5285432459101429,0.011050615459680557,9.945935522521656e-07,0.7887015361338854
33,0.42919429055150926,0.5213471611824586,0.01096426323056221,9.75884002649891e-07,0.7379881627857685
34,0.4223228388844662,0.5143244165711902,0.010882833041250706,9.99036292110426e-07,0.729164507240057
35,0.4156124391021378,0.5074639273534869,0.010802900418639183,9.856071776980378e-07,0.7369802352041006
36,0.4090538865442417,0.5007554200191409,0.010721222497522831,9.988264944101122e-07,0.7570611704140902
37,0.40263955857310735,0.49421560979206175,0.01063489355146885,9.875364031978109e-07,0.7618528548628092
38,0.3963631119896978,0.4878526305459223,0.010541553609073162,9.879149238499318e-07,0.7675012368708849
39,0.3902194774245016,0.48161830647927256,0.010439468547701836,9.497013111388955e-07,0.8422100506722927
40,0.38420497095380274,0.47550807819514584,0.01032755896449089,9.85944075643857e-07,0.7755501363426447
41,0.37831700912183763,0.46951855473972626,0.010205364786088467,9.812730686579735e-07,0.8244865760207176
