update,learning_rate,mean_loss,mean_candidate_thermal_smooth,best_candidate_thermal_smooth,worst_candidate_exact_tmax,mean_total_variation,mean_binarization_penalty,softmin,diversity_penalty,maximum_projection_absolute_error,gradient_norm_before_clipping,gradient_norm_after_clipping,wall_seconds
0,0.0003,0.6922653532161711,0.7002792656090329,0.6836474605341406,0.8067946507768216,0.020235899835824966,0.1760900765657425,0.6915721535184638,0.0006729637971147895,4.470348358154297e-08,4.043265899289857,0.9999997876595622,1.4565401338040829
1,0.0003,0.6036986886133476,0.6601028748470774,0.5906855973176538,0.8377492734154403,0.016805138438940048,0.17011764645576477,0.6032020391917271,0.00047984428238123655,4.470348358154297e-08,2.301183660826416,0.9999995616088799,1.4752956302836537
2,0.0003,0.584520915694577,0.6302785205657055,0.5704661639941917,0.8291116354937113,0.015399983152747154,0.16538654267787933,0.5841396583841401,0.0003658573259599507,4.470348358154297e-08,2.2226636863533376,0.9999995798046335,1.4458030853420496
3,0.0003,0.5232956788243479,0.6873033580454653,0.5091120419394111,0.8718819479495509,0.015363381244242191,0.16011060774326324,0.5229749845660132,0.00030533087556250393,2.9802322387695312e-08,2.974017947168353,0.9999997297473739,1.4394537387415767
4,0.0003,0.463222537600098,0.660505641378042,0.44900190227886255,0.9400012481001448,0.01621405780315399,0.16041222214698792,0.4628648458830986,0.00034147765836678445,4.470348358154297e-08,1.9843075282249734,0.9999994659927715,1.4334062403067946
5,0.0003,0.48343302128859017,0.654559431320683,0.46922696537782693,0.9328555869356175,0.015000322833657265,0.15768814086914062,0.4830899080185986,0.0003281129465904087,4.470348358154297e-08,1.4080707397888084,0.9999992668201677,1.4495018757879734
6,0.0003,0.5572623191772594,0.6928544925788225,0.5430617252106474,0.9136350301225159,0.015404589474201202,0.15683799982070923,0.5569246660914517,0.0003222484956495464,4.470348358154297e-08,1.188893797193606,0.9999991664573676,1.443414301611483
7,0.0003,0.5378019872258472,0.6890645075712967,0.5235918623229912,0.8781553483793135,0.013563229702413082,0.15144529938697815,0.5374547904892631,0.0003336335066705942,4.470348358154297e-08,1.4713566427405,0.9999993989118536,1.4235238684341311
8,0.0003,0.39266224385911414,0.6209193387728078,0.37842542611540975,0.8417478646809737,0.01481965184211731,0.15328757464885712,0.39228836969751796,0.0003590545093175024,2.9802322387695312e-08,1.9376557180713787,0.999999496109362,1.4300038665533066
9,0.0003,0.48514469189092635,0.6325907373123932,0.47089478120536576,0.8381810234648753,0.013408896513283253,0.15230771899223328,0.4847577213603276,0.0003735616337507963,4.470348358154297e-08,1.231871485941442,0.9999992050094818,1.4353939183056355
10,0.0003,0.4740442358525352,0.6330609070291124,0.45976208034199084,0.807851251464609,0.014861878007650375,0.15406209230422974,0.4736250231945187,0.0004043507797177881,2.9802322387695312e-08,1.6044688801767828,0.999999396412626,1.4477013256400824
11,0.0003,0.3847618669013665,0.610161689644029,0.37046132344881155,0.8239809867879746,0.015508325770497322,0.1518440991640091,0.38432426705990486,0.0004220915143378079,4.470348358154297e-08,1.5719604910166332,0.9999993901030995,1.443121395073831
12,0.0003,0.4067982354166675,0.6305957207815527,0.3924879031802374,0.8220733877642293,0.014484251849353313,0.1488906443119049,0.40635084679105105,0.0004329043731559068,2.9802322387695312e-08,1.0682720228376483,0.9999991323416085,1.4377196077257395
13,0.0003,0.4338020356326505,0.6072263672515691,0.4194962888102458,0.8343873854031895,0.014312319457530975,0.14813755452632904,0.4333592308767019,0.00042849243618547916,2.9802322387695312e-08,2.808259832232195,0.999999712152884,1.41156283672899
14,0.0003,0.4339462730011915,0.6305848133871009,0.419653422353982,0.8458451221456429,0.01630823314189911,0.1480673849582672,0.43351636479098354,0.00041359997703693807,2.9802322387695312e-08,1.6188170396909753,0.9999993141425169,1.4087784895673394
15,0.0003,0.39858026924555895,0.614546628952861,0.3842753979913305,0.8277261813776509,0.017966587096452713,0.1506834477186203,0.39813834160084377,0.0004239610570948571,2.9802322387695312e-08,1.9396099053838494,0.9999995628481056,1.431200093589723
16,0.0003,0.4199038718623845,0.6369129031413447,0.40560719218411356,0.8475238486864171,0.01743078976869583,0.14941951632499695,0.4194701356908402,0.00041630538180470467,2.9802322387695312e-08,1.6541476371413995,0.9999993826376455,1.4249918945133686
17,0.0003,0.3644422586456497,0.5796106212359641,0.35014232468079964,0.7662526411646053,0.020038604736328125,0.15146008133888245,0.36400526829114854,0.00041695174877531826,2.9802322387695312e-08,3.736944304988184,0.9999997249081641,1.4378475146368146
18,0.0003,0.42021446070581353,0.6090167094193771,0.40590453735328164,0.8022682761992587,0.020436638966202736,0.1486836075782776,0.41976748094535926,0.00042654311982914805,2.9802322387695312e-08,3.295649436068338,0.9999997639348,1.4362698001787066
19,0.0003,0.418407650970123,0.6066959209066414,0.40409010225874087,0.8011516347454439,0.019428934901952744,0.1480693519115448,0.41795304570049885,0.00043517633457668126,4.470348358154297e-08,4.050058997195409,0.9999996684788699,1.405812170356512
20,0.0003,0.43318616561409606,0.6145083291224156,0.4188659543921645,0.7965386223473392,0.018085239455103874,0.14744584262371063,0.4327288979842694,0.0004391823895275593,2.9802322387695312e-08,2.435385681012732,0.9999995704087481,1.4310972765088081
21,0.0003,0.4265972426114869,0.6316025127976062,0.4122712765019511,0.8336761342219934,0.0173187255859375,0.14593690633773804,0.426134220112098,0.00044570377212949097,4.470348358154297e-08,3.7068836219779078,0.999999683917139,1.4018942592665553
22,0.0003,0.3463033962612567,0.5771340141180759,0.33198006030273586,0.7892339219476183,0.01583295315504074,0.14841270446777344,0.34584300389867306,0.0004445594095159322,2.9802322387695312e-08,1.06971777200748,0.9999991101677567,1.4550367640331388
23,0.0003,0.4142595016157942,0.6575859592542923,0.39993088888473344,0.8432243761386642,0.016588225960731506,0.14894431829452515,0.4137938324959181,0.000449080893304199,2.9802322387695312e-08,1.8291728013681425,0.9999995056707468,1.439805275760591
24,0.0003,0.3905717693889399,0.6007188710939441,0.3762434307542181,0.8184974228242352,0.017176534980535507,0.15085944533348083,0.39010637436530105,0.00044821848860010505,4.470348358154297e-08,1.3380943990557093,0.9999992181741741,1.4584971852600574
25,0.0003,0.3948232058706213,0.6308314378591855,0.3804943241410228,0.8286465083057246,0.01677728071808815,0.14776459336280823,0.39435726774767826,0.00044916084152646363,2.9802322387695312e-08,0.6620818434869488,0.6620818434869488,1.4433219768106937
26,0.0003,0.34119941088781014,0.597349033624331,0.3268690337188824,0.8250612239428163,0.01729046180844307,0.14689621329307556,0.3407319773300227,0.0004501430958043784,2.9802322387695312e-08,1.7734564455995785,0.9999994381992416,1.4269240805879235
27,0.0003,0.3608763191642778,0.6246586285591967,0.34652456455734765,0.8535536824581206,0.02052759751677513,0.14986607432365417,0.36038750816817483,0.0004682833969127387,2.9802322387695312e-08,4.522363444493742,0.9999998302135136,1.4768239995464683
