role,scenario_index,iterations,relative_residual,converged,reason,dtype,device
forward,0,292,9.755827098601684e-07,True,CONVERGED,float64,cuda:0
adjoint,0,288,9.496590683401729e-07,True,CONVERGED,float64,cuda:0
forward,0,292,9.271111222209868e-07,True,CONVERGED,float64,cuda:0
adjoint,0,290,9.579322357278123e-07,True,CONVERGED,float64,cuda:0
forward,0,291,9.982255419712086e-07,True,CONVERGED,float64,cuda:0
adjoint,0,290,9.905695517426021e-07,True,CONVERGED,float64,cuda:0
forward,0,292,9.098242559704198e-07,True,CONVERGED,float64,cuda:0
adjoint,0,290,9.982519518389606e-07,True,CONVERGED,float64,cuda:0
forward,0,291,9.962457090223373e-07,True,CONVERGED,float64,cuda:0
adjoint,0,290,9.804871416416338e-07,True,CONVERGED,float64,cuda:0
forward,0,291,9.62580973866625e-07,True,CONVERGED,float64,cuda:0
adjoint,0,290,9.374779074816004e-07,True,CONVERGED,float64,cuda:0
forward,0,291,9.303262114821639e-07,True,CONVERGED,float64,cuda:0
adjoint,0,290,8.788142843728513e-07,True,CONVERGED,float64,cuda:0
forward,0,291,8.941976073348241e-07,True,CONVERGED,float64,cuda:0
adjoint,0,289,9.603479350612401e-07,True,CONVERGED,float64,cuda:0
forward,0,291,8.518486797387576e-07,True,CONVERGED,float64,cuda:0
adjoint,0,288,9.142960137850239e-07,True,CONVERGED,float64,cuda:0
forward,0,290,9.87997351547183e-07,True,CONVERGED,float64,cuda:0
adjoint,0,287,9.38091355710972e-07,True,CONVERGED,float64,cuda:0
forward,0,290,9.274942830432476e-07,True,CONVERGED,float64,cuda:0
adjoint,0,287,8.694570912564968e-07,True,CONVERGED,float64,cuda:0
forward,0,290,8.588785389463858e-07,True,CONVERGED,float64,cuda:0
adjoint,0,286,9.451909384137465e-07,True,CONVERGED,float64,cuda:0
forward,0,289,9.670733300770947e-07,True,CONVERGED,float64,cuda:0
adjoint,0,285,9.926810409372336e-07,True,CONVERGED,float64,cuda:0
forward,0,289,8.735283248557003e-07,True,CONVERGED,float64,cuda:0
adjoint,0,285,9.66551921824446e-07,True,CONVERGED,float64,cuda:0
forward,0,288,9.507939098158277e-07,True,CONVERGED,float64,cuda:0
adjoint,0,285,9.686639024774465e-07,True,CONVERGED,float64,cuda:0
forward,0,288,9.103664737536203e-07,True,CONVERGED,float64,cuda:0
adjoint,0,285,9.846044141653165e-07,True,CONVERGED,float64,cuda:0
forward,0,288,8.992764498720553e-07,True,CONVERGED,float64,cuda:0
adjoint,0,286,8.941383064235872e-07,True,CONVERGED,float64,cuda:0
forward,0,288,9.036052178727985e-07,True,CONVERGED,float64,cuda:0
adjoint,0,286,9.018526840264657e-07,True,CONVERGED,float64,cuda:0
forward,0,288,9.137881164394344e-07,True,CONVERGED,float64,cuda:0
