iteration,beta,alpha,binarization_weight,total_objective,exact_peak,continuous_material_fraction,binary_material_fraction,gradient_norm_before_clipping,maximum_cg_iterations,maximum_residual,wall_seconds
0,1.0,50.0,0.0,0.5532491602275481,0.6550701159621221,0.2500000298023224,0.0,0.011420896276831627,309,9.951940520606444e-07,2.429046200006269
1,1.0,50.0,0.0,0.5456235856120433,0.647358251349335,0.2499999701976776,0.0,0.011940836906433105,308,9.910618356621111e-07,2.4409937000018544
2,1.0,50.0,0.0,0.537625750031563,0.6391852937962066,0.25,0.0,0.012442546896636486,303,9.740619684302133e-07,2.3971011999965413
3,1.0,50.0,0.0,0.5292804358087411,0.6305954278980448,0.25,0.0,0.012917496263980865,299,9.905396347236527e-07,2.3822409999993397
4,1.0,50.0,0.0,0.5206185722303767,0.6216264949471622,0.25,0.0,0.013362247496843338,299,9.891667615534725e-07,2.3773103000130504
5,1.0,50.0,0.0,0.511671495360866,0.6123436205621092,0.2499999850988388,0.0,0.013770392164587975,302,9.510687328858558e-07,2.368195899995044
6,1.0,50.0,0.0,0.5024762293304165,0.6030507348514093,0.2499999850988388,0.0,0.01413548830896616,303,9.780498780237725e-07,2.373955000002752
7,1.0,50.0,0.0,0.4930737020030861,0.5934800201131326,0.2499999701976776,0.0,0.014453044161200523,303,9.890528167338996e-07,2.3501056999957655
8,1.0,50.0,0.0,0.48350424911028117,0.5836699086823433,0.2499999850988388,0.0,0.01472131535410881,302,9.735482053875427e-07,2.371555499994429
9,1.0,50.0,0.0,0.4738045271265365,0.5736552372458142,0.2499999701976776,0.0,0.01494078803807497,301,9.958248721208291e-07,2.389856800000416
10,1.0,50.0,0.0,0.4640033772297674,0.5634620803328299,0.2499999850988388,0.0,0.015113302506506443,300,9.95623709903621e-07,2.3486360000097193
11,1.0,50.0,0.0,0.4541211121799313,0.5531074320943113,0.2500000298023224,0.0,0.015240252017974854,298,9.88194928364075e-07,2.3513464000134263
12,1.0,50.0,0.0,0.4441713717206579,0.5426020084977073,0.25,0.0,0.015321867540478706,295,9.965205634181322e-07,2.3274624000041513
13,1.0,50.0,0.0,0.4341629878014099,0.5319528896946065,0.24999995529651642,0.0,0.015357734635472298,298,9.820880849145712e-07,2.413509999998496
14,1.0,50.0,0.0,0.42410367293324125,0.5211679118719139,0.2499999850988388,0.0,0.015347237698733807,298,9.928935820592473e-07,2.341847100004088
15,1.0,50.0,0.0,0.4140046458648634,0.5102608136239746,0.25,0.0,0.015289993956685066,298,9.954068788464485e-07,2.3666010000015376
16,1.0,50.0,0.0,0.4038829144040573,0.4993073757038344,0.25,0.0,0.015186368487775326,299,9.977204655445357e-07,2.3522678000008455
17,1.0,50.0,0.0,0.3937624101211796,0.48850442949323225,0.25,0.0,0.01503771636635065,299,9.953700181744938e-07,2.36541679999209
18,1.0,50.0,0.0,0.38367320480088274,0.47766968166358365,0.2499999701976776,0.0,0.014846444129943848,299,9.936294614322491e-07,2.3251162999949884
19,1.0,50.0,0.0,0.37365013438070976,0.4668467198521984,0.2499999850988388,0.0,0.014615798369050026,299,9.66627366999467e-07,2.343708600004902
20,1.0,50.0,0.0,0.3637312206215375,0.4560826824766214,0.25,0.0,0.014349588192999363,299,9.768558888410478e-07,2.311990500005777
21,1.0,50.0,0.0,0.3539553553348997,0.4454253433309018,0.25,0.0,0.014052010141313076,299,9.91512007585111e-07,2.335364699989441
22,1.0,50.0,0.0,0.34436030095359704,0.4349206922935703,0.2499999850988388,0.0,0.01372743584215641,299,9.952661902396747e-07,2.3604294000106165
23,1.0,50.0,0.0,0.33498061499975207,0.4246105824965059,0.2499999701976776,0.0,0.013380381278693676,300,9.889878809007038e-07,2.353249199994025
24,1.0,50.0,0.0,0.3258463010497985,0.4145313174091161,0.2499999850988388,0.000244140625,0.013015384785830975,300,9.817512199198929e-07,2.365398699999787
25,1.0,50.0,0.0,0.31698174020999426,0.4047126733038195,0.25,0.003173828125,0.012636999599635601,300,9.778876971115855e-07,2.3358794000087073
26,1.0,50.0,0.0,0.30840534185618873,0.39517778832935396,0.25,0.0205078125,0.012249532155692577,300,9.89267606195341e-07,2.3715870000014547
27,1.0,50.0,0.0,0.3001299789929128,0.3859438979991744,0.25,0.0751953125,0.011856994591653347,300,9.7572636582425e-07,2.340183500011335
28,1.0,50.0,0.0,0.29216404492566106,0.37702363769842784,0.2499999701976776,0.1474609375,0.011462856084108353,300,9.969719528748627e-07,2.368769799999427
29,1.0,50.0,0.0,0.28451226009734104,0.3684258858116193,0.2499999701976776,0.222412109375,0.011070095002651215,300,9.876681713283645e-07,2.3439054999907967
30,1.0,50.0,0.0,0.27717699202704077,0.36015708749915437,0.25,0.281982421875,0.010681181214749813,300,9.761691117421376e-07,2.378166299997247
31,1.0,50.0,0.0,0.2701586359418858,0.3522214895353672,0.25,0.302978515625,0.010298183187842369,300,9.848123210135214e-07,2.3740718999906676
32,1.0,50.0,0.0,0.2634556579310388,0.34462104215338996,0.25,0.309814453125,0.009922882542014122,300,9.92602778937146e-07,2.3464052000053925
33,1.0,50.0,0.0,0.25706520935327476,0.3373559896706285,0.2499999701976776,0.31201171875,0.009556816890835762,300,9.99049777759947e-07,2.3634710000042105
34,1.0,50.0,0.0,0.25098265606083137,0.3304242726650027,0.25,0.313232421875,0.009201304987072945,301,9.939550111671131e-07,2.3474664999957895
35,1.0,50.0,0.0,0.24520223118230322,0.32382223217084344,0.2499999701976776,0.315673828125,0.008857479318976402,301,9.840145518928631e-07,2.3554198000056203
36,1.0,50.0,0.0,0.2397165507522201,0.3175440565499241,0.2499999850988388,0.317138671875,0.008526268415153027,301,9.933648338604854e-07,2.339252599995234
37,1.0,50.0,0.0,0.2345170520488568,0.31158228303068203,0.25,0.31884765625,0.008208374492824078,301,9.95106720942509e-07,2.3781686000002082
38,1.0,50.0,0.0,0.2295941031561411,0.30592793520369305,0.2499999701976776,0.319091796875,0.007904279977083206,301,9.973346534318678e-07,2.3432993999886094
39,1.0,50.0,0.0,0.22493684075436396,0.3005703602022719,0.2499999850988388,0.319091796875,0.007614237256348133,301,9.85105197030328e-07,2.4189383999910206
40,1.0,50.0,0.0,0.22053381833657776,0.2954979915754757,0.25,0.318359375,0.007338280323892832,301,9.908648683715721e-07,2.3442627000040375
41,1.0,50.0,0.0,0.2163729554478595,0.2906983206685312,0.2499999850988388,0.31640625,0.007076268084347248,301,9.943707795743766e-07,2.337237899992033
42,1.0,50.0,0.0,0.21244169299660132,0.2861580829783949,0.2499999850988388,0.315185546875,0.006827883422374725,301,9.941848920957393e-07,2.342948500008788
43,1.0,50.0,0.0,0.20872736648876436,0.28186372732840187,0.25,0.314453125,0.0065926858223974705,301,9.924119586034891e-07,2.322437100010575
44,1.0,50.0,0.0,0.20521733397148254,0.2778015713412364,0.25,0.314208984375,0.006370164919644594,301,9.781461048735895e-07,2.375773099993239
45,1.0,50.0,0.0,0.20189909640493103,0.2739579623035292,0.2499999701976776,0.31396484375,0.006159735843539238,300,9.95854582284578e-07,2.3458116999972844
46,1.0,50.0,0.0,0.1987604163425155,0.2703471476158383,0.25,0.314208984375,0.0059607792645692825,300,9.826986706952817e-07,2.3569743999978527
47,1.0,50.0,0.0,0.19578949964878875,0.26695775037131086,0.2499999850988388,0.312744140625,0.005772689823061228,300,9.865155268141723e-07,2.31687840000086
48,1.0,50.0,0.0,0.19297503560946358,0.26408698603855063,0.2499999850988388,0.3125,0.005594848655164242,299,9.957009314717962e-07,2.3434910999931162
49,1.0,50.0,0.0,0.19030627042729237,0.2614474685222774,0.25,0.31201171875,0.0054266732186079025,299,9.96285986419304e-07,2.3462774000072386
50,1.0,50.0,0.0,0.18777293122949937,0.2589272973493787,0.25,0.31201171875,0.005267615430057049,299,9.848120627155673e-07,2.346521899991785
51,1.0,50.0,0.0,0.18536555434446453,0.25651809737879555,0.2499999701976776,0.311279296875,0.005117148160934448,299,9.915189971696445e-07,2.362751600012416
52,1.0,50.0,0.0,0.18307497307572737,0.2542117404455735,0.2499999701976776,0.310302734375,0.004974788520485163,299,9.876851585662634e-07,2.3396939000085695
53,1.0,50.0,0.0,0.18089281336131288,0.25200088037143586,0.2499999701976776,0.30859375,0.004840088076889515,299,9.816047425511951e-07,2.4087102999910712
54,1.0,50.0,0.0,0.17881121218871296,0.2498786252750525,0.2499999850988388,0.307861328125,0.004712611436843872,299,9.808476159088164e-07,2.3317642000038177
55,1.0,50.0,0.0,0.17682287241459538,0.24783862714470128,0.2499999850988388,0.3076171875,0.004591964650899172,300,9.830558976308095e-07,2.3430011000018567
56,1.0,50.0,0.0,0.17492102895892442,0.24587502435973127,0.2499999701976776,0.307373046875,0.00447776960209012,300,9.948161854759463e-07,2.332096400001319
57,1.0,50.0,0.0,0.17309941024239905,0.24398241123002104,0.2499999701976776,0.30712890625,0.004369679372757673,300,9.89534113626615e-07,2.352396600006614
58,1.0,50.0,0.0,0.1713521660612001,0.2421557549913236,0.25,0.306396484375,0.004267346113920212,300,9.956900828413105e-07,2.3435007999942172
59,1.0,50.0,0.0,0.16967398355283603,0.24039052953479262,0.25,0.30615234375,0.00417044572532177,300,9.991465907962717e-07,2.3384672000102
60,1.0,50.0,0.0,0.1680599800075202,0.23868259454873492,0.25,0.305908203125,0.004078656435012817,301,9.992169064172383e-07,2.3420411000115564
61,1.0,50.0,0.0,0.16650557980583255,0.23702806455683428,0.2499999850988388,0.3056640625,0.003991670440882444,301,9.953008472557767e-07,2.336955000006128
62,1.0,50.0,0.0,0.16500663878571703,0.23542344768787896,0.2499999850988388,0.30419921875,0.003909184131771326,301,9.886009855928994e-07,2.351019499998074
63,1.0,50.0,0.0,0.16355936422372502,0.23386556537859432,0.2499999850988388,0.30322265625,0.003830907167866826,301,9.762406823400988e-07,2.353350000004866
64,1.0,50.0,0.0,0.16216029066778864,0.23235152007450935,0.2499999850988388,0.302734375,0.003756547113880515,301,9.999138300573366e-07,2.395805099993595
65,1.0,50.0,0.0,0.1608062353921419,0.23087866011645441,0.25,0.302001953125,0.003685831790789962,301,9.818075292465156e-07,2.354519300002721
66,1.0,50.0,0.0,0.15949437270905373,0.2294446494603216,0.25,0.302001953125,0.0036184866912662983,301,9.871451473721564e-07,2.3482896000059554
67,1.0,50.0,0.0,0.15822209409821916,0.2280473325723533,0.24999995529651642,0.301513671875,0.003554239869117737,301,9.934771561542312e-07,2.369120200004545
68,1.0,50.0,0.0,0.15698697830058453,0.22670634040624185,0.2499999850988388,0.300537109375,0.003492853371426463,301,9.682937153489097e-07,2.3441151000006357
69,1.0,50.0,0.0,0.15578694469315738,0.22540827232749647,0.2499999850988388,0.299560546875,0.003434078535065055,301,9.868521899854868e-07,2.357337900000857
70,1.0,50.0,0.0,0.15462007926922838,0.22414121346659188,0.2499999850988388,0.298828125,0.003377689514309168,301,9.75830352938934e-07,2.3595956999924965
71,1.0,50.0,0.0,0.15348462365666346,0.222903724962303,0.2499999850988388,0.297607421875,0.0033234688453376293,301,9.91848946998638e-07,2.343365900000208
72,1.0,50.0,0.0,0.1523790274080885,0.22169453802608738,0.25,0.296875,0.0032712265383452177,301,9.764961701963483e-07,2.357807899999898
73,1.0,50.0,0.0,0.151301967523618,0.2205125914394034,0.2499999701976776,0.296630859375,0.003220775630325079,301,9.95803970497484e-07,2.3504125000035856
74,1.0,50.0,0.0,0.15025211106911238,0.21935677651733215,0.2499999850988388,0.295654296875,0.0031719463877379894,301,9.884733194813053e-07,2.3573958999913884
75,1.0,50.0,0.0,0.1492283629178598,0.2182262070260166,0.25,0.294677734375,0.0031245844438672066,301,9.916866603130582e-07,2.3344103999988874
76,1.0,50.0,0.0,0.14822969210389314,0.21712003188097745,0.25,0.2939453125,0.0030785496346652508,301,9.90939937435421e-07,2.3806935000029625
77,1.0,50.0,0.0,0.14725524232915646,0.21603756088774015,0.2499999850988388,0.29296875,0.003033724147826433,301,9.992328879210171e-07,2.3213952999940375
78,1.0,50.0,0.0,0.14630414410356088,0.21497806055253907,0.2499999701976776,0.29248046875,0.0029900050722062588,301,9.800590117367624e-07,2.3330697000055807
79,1.0,50.0,0.0,0.14537569662828903,0.21394096288084044,0.2499999701976776,0.292236328125,0.0029472913593053818,301,9.868775975236398e-07,2.324466599995503
80,1.0,50.0,0.0,0.14446914757357848,0.2129256104387035,0.25,0.291748046875,0.0029055068735033274,301,9.654325895579957e-07,2.3412663000053726
81,1.0,50.0,0.0,0.14358394100012858,0.21193154944656595,0.2499999701976776,0.29150390625,0.002864579204469919,300,9.985000886667246e-07,2.3384243000036804
82,1.0,50.0,0.0,0.1427194759341517,0.21095825616742173,0.2499999701976776,0.29052734375,0.0028244478162378073,300,9.71592297604016e-07,2.3434012999932747
83,1.0,50.0,0.0,0.14187517640717348,0.21000521801377997,0.25,0.289794921875,0.002785066608339548,300,9.77528063076154e-07,2.3407972999993945
84,1.0,50.0,0.0,0.14105061130845564,0.2090720682979913,0.25,0.288818359375,0.002746397629380226,299,9.925725511774213e-07,2.330911600001855
85,1.0,50.0,0.0,0.14024521138630494,0.2081582762537367,0.25,0.288330078125,0.0027084078174084425,299,9.906815653818793e-07,2.366309999997611
86,1.0,50.0,0.0,0.13945860743873983,0.20726351666662543,0.25,0.28759765625,0.0026710748206824064,299,9.948395946112783e-07,2.326435599999968
87,1.0,50.0,0.0,0.13869030681401345,0.20639147241222106,0.25,0.286376953125,0.0026343748904764652,298,9.978094271296198e-07,2.3291471999982605
88,1.0,50.0,0.0,0.13793992787376005,0.20553840224876702,0.25,0.285888671875,0.0025982907973229885,297,9.997961930824538e-07,2.3670022999867797
89,1.0,50.0,0.0,0.13720702055035672,0.20470283972845893,0.25,0.285400390625,0.002562816720455885,297,9.948420208179841e-07,2.34414950000064
90,1.0,50.0,0.0,0.13649119789628242,0.20388445460128646,0.2499999850988388,0.28515625,0.0025279365945607424,297,9.802592173404602e-07,2.3529482999874745
91,1.0,50.0,0.0,0.13579202954179168,0.20308285653216498,0.25,0.284423828125,0.0024936494883149862,296,9.930770207986976e-07,2.3344824999949196
92,1.0,50.0,0.0,0.13510918828236626,0.20229776269481478,0.2499999850988388,0.283935546875,0.0024599465541541576,296,9.988031591892687e-07,2.328446300001815
93,1.0,50.0,0.0,0.13444226018457256,0.20152879044192099,0.25,0.2841796875,0.002426827559247613,296,9.959264700963936e-07,2.321612700005062
94,1.0,50.0,0.0,0.13379085631599735,0.2007755758263989,0.25,0.2841796875,0.0023942894767969847,296,9.917550489286706e-07,2.3131964999920456
95,1.0,50.0,0.0,0.13315457250005797,0.2000377402012997,0.2499999850988388,0.28369140625,0.0023623285815119743,295,9.862112238806692e-07,2.3112880999979097
96,1.0,50.0,0.0,0.13253309030279337,0.19931498722235402,0.25,0.283447265625,0.002330941613763571,295,9.792600177506277e-07,2.3271827999997186
97,1.0,50.0,0.0,0.13192601038008603,0.1986069264920644,0.25,0.282958984375,0.0023001297377049923,295,9.851685822391463e-07,2.2973711999948137
98,1.0,50.0,0.0,0.13133298358446183,0.1979132237965021,0.25,0.28271484375,0.002269882708787918,294,9.94527828902731e-07,2.3234941999980947
99,1.0,50.0,0.0,0.13075364831032796,0.19723352843465394,0.2499999850988388,0.2822265625,0.0022402044851332903,294,9.813802944734102e-07,2.3085986000078265
100,1.0,50.0,0.0,0.13018764646448328,0.19656749050910508,0.2499999701976776,0.281494140625,0.002211091574281454,294,9.90833216653673e-07,2.3420019000041066
101,1.0,50.0,0.0,0.12963458308971082,0.19591471644116212,0.2499999701976776,0.28173828125,0.002182536292821169,294,9.949737027027488e-07,2.321123300003819
102,1.0,50.0,0.0,0.1290941687938319,0.19527492441403907,0.2499999850988388,0.281494140625,0.0021545332856476307,293,9.927517039813517e-07,2.310318699994241
103,1.0,50.0,0.0,0.12856602904831152,0.19464774628079487,0.25,0.281005859375,0.0021270783618092537,293,9.722482162412688e-07,2.28651410000748
104,1.0,50.0,0.0,0.12804983762390004,0.19403285739721945,0.2499999850988388,0.280517578125,0.00210016337223351,293,9.525592743147112e-07,2.2971473000070546
105,1.0,50.0,0.0,0.12754528216309902,0.19342995200589527,0.2499999850988388,0.28076171875,0.0020737824961543083,293,9.901701095909314e-07,2.285837500006892
106,1.0,50.0,0.0,0.12705200055425633,0.19283867064243765,0.2499999850988388,0.2802734375,0.002047926653176546,293,9.790226627312591e-07,2.267953699993086
107,1.0,50.0,0.0,0.12656970441632492,0.19225873460012036,0.25,0.27978515625,0.0020225902553647757,293,9.691715482972144e-07,2.284650400004466
108,1.0,50.0,0.0,0.1260980859500198,0.19168983994144193,0.2499999701976776,0.279541015625,0.0019977614283561707,292,9.989287304751886e-07,2.269244700000854
109,1.0,50.0,0.0,0.12563679869703495,0.19113164584098655,0.2499999701976776,0.279296875,0.001973434118553996,292,9.971566053018586e-07,2.290551099998993
110,1.0,50.0,0.0,0.12518561293205915,0.19058393519575265,0.25,0.279296875,0.0019495997112244368,291,9.990067832221831e-07,2.2881800000031944
111,1.0,50.0,0.0,0.12474420188851645,0.1900463918164648,0.25,0.278564453125,0.001926245866343379,291,9.979451050469841e-07,2.2772682000068016
112,1.0,50.0,0.0,0.1243123017842868,0.18951876298126652,0.2499999850988388,0.278564453125,0.0019033642020076513,291,9.691710773481667e-07,2.2812152999977116
113,1.0,50.0,0.0,0.12388960768913293,0.18900075685336548,0.2499999850988388,0.278076171875,0.0018809456378221512,291,9.864873900640634e-07,2.300299599999562
114,1.0,50.0,0.0,0.12347590436297438,0.1884921787861194,0.2499999850988388,0.27783203125,0.0018589807441458106,290,9.945863185979005e-07,2.275885199996992
115,1.0,50.0,0.0,0.12307090381115043,0.18799275164977441,0.2499999850988388,0.27734375,0.0018374585779383779,290,9.992633716412729e-07,2.2886287000001175
116,1.0,50.0,0.0,0.1226743587264944,0.1875022493183194,0.2499999701976776,0.2763671875,0.0018163708737120032,290,9.8839713724768e-07,2.3112333999888506
117,1.0,50.0,0.0,0.12228600010953763,0.18702042099105798,0.2499999701976776,0.27587890625,0.001795704709365964,290,9.756009841616296e-07,2.2823602000134997
118,1.0,50.0,0.0,0.12190562402884679,0.1865470787341642,0.2499999850988388,0.275634765625,0.0017754532163962722,290,9.88121791111684e-07,2.2837956999865128
119,1.0,50.0,0.0,0.12153298052780782,0.1860819965893788,0.25,0.27490234375,0.0017556061502546072,290,9.999948642515704e-07,2.290138600001228
120,1.0,50.0,0.0,0.12116790573531314,0.18562502865007757,0.2499999701976776,0.274658203125,0.0017361558275297284,290,9.95168792730512e-07,2.2767781000002287
121,1.0,50.0,0.0,0.12081006490756986,0.18517585493683947,0.25,0.274658203125,0.0017170889768749475,291,9.852221200510804e-07,2.2815949999931036
122,1.0,50.0,0.0,0.12045935993663842,0.1847344053145678,0.2499999850988388,0.2744140625,0.0016984001267701387,291,9.90080769581132e-07,2.3262817000068026
123,1.0,50.0,0.0,0.12011556982682504,0.18430047614728312,0.2499999701976776,0.27392578125,0.0016800803132355213,291,9.987309932364026e-07,2.300479199999245
124,1.0,50.0,0.0,0.11977843677464993,0.18387382047508105,0.2499999701976776,0.273681640625,0.0016621178947389126,291,9.99184425794113e-07,2.2869287000066834
125,1.0,50.0,0.0,0.11944780367409408,0.18345430239971247,0.2499999850988388,0.273193359375,0.0016445065848529339,292,9.880332596424196e-07,2.2964230999932624
126,1.0,50.0,0.0,0.11912349597106926,0.18304176591012378,0.25,0.2734375,0.0016272355569526553,292,9.949711203000367e-07,2.287384800001746
127,1.0,50.0,0.0,0.11880537036703716,0.18263607962529332,0.2499999701976776,0.272705078125,0.001610300736501813,293,9.720189403572388e-07,2.279950699987239
128,1.0,50.0,0.0,0.11849316986704403,0.18223699143880176,0.25,0.2724609375,0.0015936910640448332,293,9.99076469836267e-07,2.255440399996587
129,1.0,50.0,0.0,0.11818677581043902,0.1818444081596529,0.25,0.272216796875,0.0015774001367390156,294,9.725051280892864e-07,2.29464919999009
130,1.0,50.0,0.0,0.11788602736147517,0.18145815915906827,0.2499999701976776,0.271728515625,0.0015614203875884414,294,9.892609864020441e-07,2.276573399998597
131,1.0,50.0,0.0,0.11759074653801266,0.18107808028106925,0.2499999850988388,0.271728515625,0.001545743434689939,295,9.71395290155899e-07,2.2655999999988126
132,1.0,50.0,0.0,0.1173007924393573,0.18070403166839877,0.25,0.271240234375,0.001530362875200808,295,9.876253159286354e-07,2.2738419999950565
133,1.0,50.0,0.0,0.11701602639365823,0.18033587619547875,0.2499999701976776,0.27099609375,0.001515270210802555,296,9.828171436082122e-07,2.2762951999902725
134,1.0,50.0,0.0,0.11673626858217521,0.1799734281303944,0.2499999850988388,0.271240234375,0.0015004598535597324,296,9.96542088111849e-07,2.273235400003614
135,1.0,50.0,0.0,0.11646141346541336,0.17961658258488622,0.2499999850988388,0.271240234375,0.001485924469307065,299,9.760637640934547e-07,2.3009062000055565
136,1.0,50.0,0.0,0.11619131211930354,0.17926518011901865,0.25,0.27099609375,0.0014716581208631396,299,9.791345291499927e-07,2.316192400001455
137,1.0,50.0,0.0,0.11592584265443594,0.17891908941222795,0.2499999850988388,0.270751953125,0.0014576545218005776,299,9.889739885551196e-07,2.3278169999975944
138,1.0,50.0,0.0,0.11566488815710858,0.17857818502784725,0.24999995529651642,0.2705078125,0.0014439062215387821,299,9.938028942675909e-07,2.285821199999191
139,1.0,50.0,0.0,0.11540829203948935,0.17824229084524515,0.2499999850988388,0.271484375,0.0014304069336503744,300,9.97706235422819e-07,2.300296100002015
140,1.0,50.0,0.0,0.11515594288158452,0.17791127843096413,0.2499999701976776,0.271484375,0.0014171511866152287,300,9.966625633706362e-07,2.2846172000135994
141,1.0,50.0,0.0,0.11490773466025175,0.17758502674875182,0.25,0.271484375,0.00140413420740515,300,9.836621295108644e-07,2.2926832999946782
142,1.0,50.0,0.0,0.11466358288501301,0.1772634290769762,0.2499999850988388,0.271240234375,0.0013913488946855068,300,9.895315503891146e-07,2.298480700002983
143,1.0,50.0,0.0,0.11442334721812662,0.17694632276618208,0.25,0.271240234375,0.001378789427690208,300,9.940665857810384e-07,2.28055029999814
144,1.0,50.0,0.0,0.11418690971020377,0.17663356136918204,0.2499999850988388,0.27099609375,0.0013664498692378402,300,9.969063256430586e-07,2.3306943999923533
145,1.0,50.0,0.0,0.11395419558091152,0.17632504835207563,0.25,0.270751953125,0.0013543254463002086,300,9.972529037624124e-07,2.2841184999997495
146,1.0,50.0,0.0,0.11372509604986668,0.17602064413676394,0.25,0.27099609375,0.0013424113858491182,300,9.932334079666361e-07,2.322641899998416
147,1.0,50.0,0.0,0.11349954036441945,0.17572025420662502,0.25,0.2705078125,0.001330702449195087,300,9.899548166324588e-07,2.3067532000131905
148,1.0,50.0,0.0,0.11327740540515234,0.1754237192367683,0.25,0.27001953125,0.001319192349910736,300,9.978618166424076e-07,2.3051906999899074
149,1.0,50.0,0.0,0.11305865474359512,0.17513098742814773,0.2499999850988388,0.27001953125,0.0013078778283670545,301,9.968589584954244e-07,2.276048900006572
150,1.0,50.0,0.0,0.11284311469053289,0.17484182923431996,0.2499999850988388,0.269775390625,0.0012967514339834452,301,9.927052143682752e-07,2.2729827000002842
151,1.0,50.0,0.0,0.1126307727157445,0.17455621063550225,0.25,0.269775390625,0.0012858109548687935,301,9.666022887152831e-07,2.28425349999452
152,1.0,50.0,0.0,0.11242150609939705,0.17427397493171798,0.25,0.269775390625,0.0012750504538416862,301,9.73572833754403e-07,2.320910800001002
153,1.0,50.0,0.0,0.112215287896106,0.17399507247582707,0.2499999850988388,0.269775390625,0.0012644636444747448,301,9.902585495645713e-07,2.3022965999989538
154,1.0,50.0,0.0,0.11201201851074556,0.17371936529429605,0.25,0.26953125,0.00125404866412282,301,9.869850371737018e-07,2.318238799998653
155,1.0,50.0,0.0,0.1118115962255331,0.17344671425174404,0.25,0.269287109375,0.0012437974801287055,301,9.934395798446811e-07,2.323929899997893
156,1.0,50.0,0.0,0.1116139987586208,0.17317707070471686,0.25,0.269287109375,0.001233710441738367,301,9.997336878229324e-07,2.329876500007231
157,1.0,50.0,0.0,0.11141916377435195,0.17291034015664034,0.25,0.268798828125,0.0012237830087542534,302,9.766467454792222e-07,2.312612200010335
158,1.0,50.0,0.0,0.11122697889595044,0.17264637491304527,0.2499999850988388,0.268798828125,0.0012140074977651238,302,9.9114943031515e-07,2.316283000007388
159,1.0,50.0,0.0,0.11103739085173372,0.1723850921545357,0.25,0.2685546875,0.001204382162541151,302,9.8917187690059e-07,2.329724700000952
160,1.0,50.0,0.0,0.11085039723273316,0.17212646963384257,0.2499999701976776,0.2685546875,0.0011949032777920365,302,9.942584630285968e-07,2.342831500005559
161,1.0,50.0,0.0,0.11066586149276832,0.17187033032858903,0.25,0.26904296875,0.001185565022751689,302,9.989210781075589e-07,2.353368700001738
162,1.0,50.0,0.0,0.1104837868017913,0.17161665905329665,0.25,0.26904296875,0.0011763664660975337,302,9.96749728242003e-07,2.3439043999969726
163,1.0,50.0,0.0,0.11030408907225718,0.17136534212061325,0.25,0.268798828125,0.0011673017870634794,303,9.88908508119721e-07,2.3411014000012074
164,1.0,50.0,0.0,0.11012674581330896,0.17111633967906545,0.25,0.26806640625,0.0011583698214963078,303,9.959438350553936e-07,2.3367202000081306
165,1.0,50.0,0.0,0.10995166070852067,0.17086952711082506,0.2499999701976776,0.267822265625,0.0011495656799525023,303,9.823314873106306e-07,2.3383090999996057
166,1.0,50.0,0.0,0.10977882787129827,0.17062488577798632,0.25,0.267578125,0.0011408872669562697,303,9.881104334443767e-07,2.3270303000026615
167,1.0,50.0,0.0,0.10960817445537986,0.1703823188718737,0.2499999850988388,0.267578125,0.0011323305079713464,303,9.936895287974185e-07,2.342118800006574
168,1.0,50.0,0.0,0.10943968212731171,0.170141800171581,0.2499999850988388,0.267578125,0.0011238929582759738,303,9.990697659722329e-07,2.3925616000051377
169,1.0,50.0,0.0,0.10927327836452241,0.16990323856450543,0.25,0.267822265625,0.0011155713582411408,304,9.905372271427995e-07,2.335825100002694
170,1.0,50.0,0.0,0.10910894857680539,0.1696666114301839,0.25,0.267578125,0.0011073634959757328,304,9.929346916247162e-07,2.380181000000448
171,1.0,50.0,0.0,0.10894661213574656,0.16943182460659634,0.2499999850988388,0.267333984375,0.0010992654133588076,304,9.95625025799094e-07,2.3452036999951815
172,1.0,50.0,0.0,0.10878627177933818,0.16919888087643986,0.25,0.267333984375,0.001091276528313756,304,9.986732183606814e-07,2.35126300000411
173,1.0,50.0,0.0,0.10862787832572111,0.16896772527229623,0.25,0.267333984375,0.0010833939304575324,304,9.795271441372302e-07,2.3436407999979565
174,1.0,50.0,0.0,0.10847137515238724,0.16873829597583906,0.25,0.267333984375,0.001075615524314344,304,9.880957716675246e-07,2.3544519999995828
175,1.0,50.0,0.0,0.10831674833250003,0.16851058330217558,0.25,0.26708984375,0.0010679378174245358,304,9.966895054096523e-07,2.342420000000857
176,1.0,50.0,0.0,0.10816396073228947,0.16828455212801077,0.2499999850988388,0.2666015625,0.0010603592963889241,304,9.774624548688446e-07,2.3297981999930926
177,1.0,50.0,0.0,0.10801296708561774,0.16806016068741078,0.25,0.26611328125,0.001052878680638969,304,9.812779285535324e-07,2.361444100009976
178,1.0,50.0,0.0,0.10786374709338557,0.16783739688324575,0.25,0.26611328125,0.00104549340903759,304,9.850898369407799e-07,2.398506300000008
179,1.0,50.0,0.0,0.10771624403673125,0.1676162081129339,0.25,0.26611328125,0.001038201036863029,304,9.888996687313454e-07,2.3722828999889316
180,1.0,50.0,0.0,0.10757045335662793,0.16739660349647764,0.25,0.266357421875,0.0010310012148693204,304,9.927094681542607e-07,2.3430916000070283
181,1.0,50.0,0.0,0.10742635159378235,0.1671785702181177,0.2499999701976776,0.26611328125,0.0010238905670121312,304,9.965201097752417e-07,2.374018900009105
