iteration,beta,alpha,binarization_weight,total_objective,thermal_smooth,exact_peak,total_variation,binarization_penalty,continuous_material_fraction,binary_material_fraction,gradient_norm_before_clipping,best_exact_peak,maximum_cg_iterations,maximum_explicit_relative_residual,wall_seconds
0,1.0,50.0,0.0,0.6297764195737814,0.6297703320429114,0.7185536170427336,0.006087530869990587,0.1873520016670227,0.25,0.0,0.009786090813577175,0.7185536170427336,298,9.961008434944852e-07,1.732873599990853
1,1.0,50.0,0.0,0.6236287190280867,0.6236224626302731,0.7126044383198404,0.0062563978135585785,0.1872972548007965,0.2499999850988388,0.0,0.009991739876568317,0.7126044383198404,294,9.813160443975958e-07,1.4754089000052772
2,1.0,50.0,0.0,0.6173127568194834,0.6173062065335182,0.7065507758782588,0.006550285965204239,0.1871190071105957,0.2499999701976776,0.0,0.01018025167286396,0.7065507758782588,295,9.916659569130525e-07,1.4935642999917036
3,1.0,50.0,0.0,0.6108530622775898,0.6108461617193417,0.7002857264440453,0.00690055824816227,0.1868244856595993,0.25,0.0,0.010340907610952854,0.7002857264440453,299,9.721878916448347e-07,1.5143211999966297
4,1.0,50.0,0.0,0.6042857009531882,0.6042784127011848,0.6938983975952193,0.007288252003490925,0.1864224076271057,0.2499999701976776,0.0,0.010468910448253155,0.6938983975952193,302,9.962737477769893e-07,1.6078171999979531
5,1.0,50.0,0.0,0.5976444966385545,0.597636808336939,0.6874915967737036,0.007688301615417004,0.18592192232608795,0.2499999850988388,0.0,0.01056510116904974,0.6874915967737036,302,9.839926235368394e-07,1.7343936999968719
6,1.0,50.0,0.0,0.5909600511530516,0.5909519620241699,0.681007188723505,0.008089128881692886,0.18533256649971008,0.25,0.0,0.010631997138261795,0.681007188723505,302,9.966900981479707e-07,1.712498199995025
7,1.0,50.0,0.0,0.5842603445518746,0.5842518531428634,0.6746250016937333,0.00849140901118517,0.18466396629810333,0.2499999850988388,0.0,0.010672228410840034,0.6746250016937333,302,9.613979914619847e-07,1.7195850999996765
8,1.0,50.0,0.0,0.5775721909978158,0.5775632973161257,0.6682205637682722,0.008893681690096855,0.18392586708068848,0.25,0.0,0.01068801712244749,0.6682205637682722,300,9.67897056748398e-07,1.7054895000037504
9,1.0,50.0,0.0,0.5709216690862104,0.5709123694614991,0.661765715155791,0.0092996247112751,0.18312838673591614,0.25,0.0,0.01068266574293375,0.661765715155791,299,9.994850570340463e-07,1.6917245000076946
10,1.0,50.0,0.0,0.5643298779946898,0.5643201662746404,0.6552890143852402,0.009711720049381256,0.18228188157081604,0.25,0.0,0.010661535896360874,0.6552890143852402,295,9.991476782336348e-07,1.6872704999987036
11,1.0,50.0,0.0,0.5578099958555147,0.5577998611296833,0.648817400973987,0.010134725831449032,0.18139663338661194,0.25,0.0,0.010631660930812359,0.648817400973987,294,9.816967986384175e-07,1.687357399991015
12,1.0,50.0,0.0,0.5513635594773432,0.5513529760673036,0.6423672708709063,0.010583410039544106,0.1804823875427246,0.2499999850988388,0.0,0.01060140784829855,0.6423672708709063,294,9.780808831370415e-07,1.6730822999961674
13,1.0,50.0,0.0,0.5449763476310627,0.5449652764547945,0.6360689567983603,0.011071176268160343,0.17954683303833008,0.24999994039535522,0.0,0.010579228401184082,0.6360689567983603,293,9.762285259276272e-07,1.6867009999987204
14,1.0,50.0,0.0,0.5386195982291079,0.5386079999987683,0.6297834549913831,0.011598230339586735,0.17859412729740143,0.25,0.0,0.01057189516723156,0.6297834549913831,293,9.903698027558353e-07,1.6759036000003107
