role,scenario_index,iterations,relative_residual,converged,reason,dtype,device
forward,0,225,9.880164372320056e-07,True,CONVERGED,float64,cuda:0
forward,1,294,9.83771419594861e-07,True,CONVERGED,float64,cuda:0
forward,2,294,9.837714263042086e-07,True,CONVERGED,float64,cuda:0
adjoint,0,223,9.281028003397344e-07,True,CONVERGED,float64,cuda:0
adjoint,1,290,9.80867917343275e-07,True,CONVERGED,float64,cuda:0
adjoint,2,290,9.808679096927099e-07,True,CONVERGED,float64,cuda:0
forward,0,250,9.886296723420995e-07,True,CONVERGED,float64,cuda:0
forward,1,294,9.125138347518449e-07,True,CONVERGED,float64,cuda:0
forward,2,294,9.124004970765681e-07,True,CONVERGED,float64,cuda:0
adjoint,0,251,9.284317668090786e-07,True,CONVERGED,float64,cuda:0
adjoint,1,290,9.987655772644105e-07,True,CONVERGED,float64,cuda:0
adjoint,2,290,9.98890325709639e-07,True,CONVERGED,float64,cuda:0
forward,0,254,8.794123715239587e-07,True,CONVERGED,float64,cuda:0
forward,1,295,9.59828949952825e-07,True,CONVERGED,float64,cuda:0
forward,2,295,9.586603468099413e-07,True,CONVERGED,float64,cuda:0
adjoint,0,252,8.703881874257305e-07,True,CONVERGED,float64,cuda:0
adjoint,1,291,9.582945934518527e-07,True,CONVERGED,float64,cuda:0
adjoint,2,291,9.58599036816233e-07,True,CONVERGED,float64,cuda:0
forward,0,255,9.788426073088173e-07,True,CONVERGED,float64,cuda:0
forward,1,303,9.040643394069915e-07,True,CONVERGED,float64,cuda:0
forward,2,302,9.991073060002784e-07,True,CONVERGED,float64,cuda:0
adjoint,0,253,9.616131210169067e-07,True,CONVERGED,float64,cuda:0
adjoint,1,292,9.562207345229178e-07,True,CONVERGED,float64,cuda:0
adjoint,2,292,9.564568292919541e-07,True,CONVERGED,float64,cuda:0
forward,0,262,9.82970647545884e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.140106682941568e-07,True,CONVERGED,float64,cuda:0
forward,2,305,9.136683407586899e-07,True,CONVERGED,float64,cuda:0
adjoint,0,255,9.3318454184349e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.81941537512435e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.821846370133378e-07,True,CONVERGED,float64,cuda:0
forward,0,275,9.363987611115204e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.407882480024691e-07,True,CONVERGED,float64,cuda:0
forward,2,305,9.408320338259701e-07,True,CONVERGED,float64,cuda:0
adjoint,0,269,9.869529453641049e-07,True,CONVERGED,float64,cuda:0
adjoint,1,295,9.705377055948604e-07,True,CONVERGED,float64,cuda:0
adjoint,2,295,9.72681132126785e-07,True,CONVERGED,float64,cuda:0
forward,0,276,9.202430002046546e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.097074661648408e-07,True,CONVERGED,float64,cuda:0
forward,2,305,9.097338614658248e-07,True,CONVERGED,float64,cuda:0
adjoint,0,272,9.55041120101654e-07,True,CONVERGED,float64,cuda:0
adjoint,1,296,9.525144257275887e-07,True,CONVERGED,float64,cuda:0
adjoint,2,296,9.634325582435418e-07,True,CONVERGED,float64,cuda:0
forward,0,276,9.87039012396705e-07,True,CONVERGED,float64,cuda:0
forward,1,304,9.492314059210343e-07,True,CONVERGED,float64,cuda:0
forward,2,304,9.486161767987977e-07,True,CONVERGED,float64,cuda:0
adjoint,0,276,9.965465929360065e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.337034133197868e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.91741375280814e-07,True,CONVERGED,float64,cuda:0
forward,0,278,8.890158958620097e-07,True,CONVERGED,float64,cuda:0
forward,1,303,9.335481960477406e-07,True,CONVERGED,float64,cuda:0
forward,2,303,9.303655018472916e-07,True,CONVERGED,float64,cuda:0
adjoint,0,279,9.715700564920033e-07,True,CONVERGED,float64,cuda:0
adjoint,1,295,9.436439355484408e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.24705426334846e-07,True,CONVERGED,float64,cuda:0
forward,0,278,9.140401798212147e-07,True,CONVERGED,float64,cuda:0
forward,1,300,9.788463227833805e-07,True,CONVERGED,float64,cuda:0
forward,2,300,9.716361790227437e-07,True,CONVERGED,float64,cuda:0
adjoint,0,279,9.87827306426023e-07,True,CONVERGED,float64,cuda:0
adjoint,1,296,9.738029953329226e-07,True,CONVERGED,float64,cuda:0
adjoint,2,296,9.606891004083034e-07,True,CONVERGED,float64,cuda:0
forward,0,282,9.401415234498961e-07,True,CONVERGED,float64,cuda:0
forward,1,298,9.472753202335958e-07,True,CONVERGED,float64,cuda:0
forward,2,298,9.679451427665993e-07,True,CONVERGED,float64,cuda:0
adjoint,0,280,9.452765605710279e-07,True,CONVERGED,float64,cuda:0
adjoint,1,289,9.447890968695536e-07,True,CONVERGED,float64,cuda:0
adjoint,2,289,9.856131006021917e-07,True,CONVERGED,float64,cuda:0
