role,scenario_index,iterations,relative_residual,converged,reason,dtype,device
forward,0,225,9.880164372320056e-07,True,CONVERGED,float64,cuda:0
forward,1,294,9.83771419594861e-07,True,CONVERGED,float64,cuda:0
forward,2,294,9.837714263042086e-07,True,CONVERGED,float64,cuda:0
adjoint,0,225,8.172633963253749e-07,True,CONVERGED,float64,cuda:0
adjoint,1,290,9.264873241594658e-07,True,CONVERGED,float64,cuda:0
adjoint,2,290,9.264873249774438e-07,True,CONVERGED,float64,cuda:0
forward,0,252,9.742767174806851e-07,True,CONVERGED,float64,cuda:0
forward,1,294,9.205438093788503e-07,True,CONVERGED,float64,cuda:0
forward,2,294,9.206053037630693e-07,True,CONVERGED,float64,cuda:0
adjoint,0,251,8.623477818442573e-07,True,CONVERGED,float64,cuda:0
adjoint,1,290,9.108589952776266e-07,True,CONVERGED,float64,cuda:0
adjoint,2,290,9.106738566051338e-07,True,CONVERGED,float64,cuda:0
forward,0,255,9.950494731040082e-07,True,CONVERGED,float64,cuda:0
forward,1,296,9.912463435396574e-07,True,CONVERGED,float64,cuda:0
forward,2,296,9.922825301311084e-07,True,CONVERGED,float64,cuda:0
adjoint,0,251,9.045838650690638e-07,True,CONVERGED,float64,cuda:0
adjoint,1,290,9.087811499317237e-07,True,CONVERGED,float64,cuda:0
adjoint,2,290,9.084648530354567e-07,True,CONVERGED,float64,cuda:0
forward,0,270,9.50561141082908e-07,True,CONVERGED,float64,cuda:0
forward,1,303,9.209852221494209e-07,True,CONVERGED,float64,cuda:0
forward,2,303,9.220136484385161e-07,True,CONVERGED,float64,cuda:0
adjoint,0,251,9.654290210089098e-07,True,CONVERGED,float64,cuda:0
adjoint,1,289,9.962940671441604e-07,True,CONVERGED,float64,cuda:0
adjoint,2,289,9.934827696320477e-07,True,CONVERGED,float64,cuda:0
forward,0,275,9.088514803638252e-07,True,CONVERGED,float64,cuda:0
forward,1,304,9.906815737943323e-07,True,CONVERGED,float64,cuda:0
forward,2,304,9.910632581592e-07,True,CONVERGED,float64,cuda:0
adjoint,0,252,9.71546291441526e-07,True,CONVERGED,float64,cuda:0
adjoint,1,288,9.77127889483251e-07,True,CONVERGED,float64,cuda:0
adjoint,2,289,9.507607263347968e-07,True,CONVERGED,float64,cuda:0
forward,0,275,9.70546137128354e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.386856678683909e-07,True,CONVERGED,float64,cuda:0
forward,2,305,9.388907954203412e-07,True,CONVERGED,float64,cuda:0
adjoint,0,253,9.87776509453445e-07,True,CONVERGED,float64,cuda:0
adjoint,1,291,8.699542934723821e-07,True,CONVERGED,float64,cuda:0
adjoint,2,291,8.704320160840089e-07,True,CONVERGED,float64,cuda:0
forward,0,276,8.925396920552367e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.377034106923407e-07,True,CONVERGED,float64,cuda:0
forward,2,305,9.378667928368427e-07,True,CONVERGED,float64,cuda:0
adjoint,0,257,9.600414749800173e-07,True,CONVERGED,float64,cuda:0
adjoint,1,291,9.549360058285113e-07,True,CONVERGED,float64,cuda:0
adjoint,2,291,9.548752632330513e-07,True,CONVERGED,float64,cuda:0
forward,0,276,9.002917433384081e-07,True,CONVERGED,float64,cuda:0
forward,1,305,9.18857089032358e-07,True,CONVERGED,float64,cuda:0
forward,2,305,9.19240762173769e-07,True,CONVERGED,float64,cuda:0
adjoint,0,259,9.475469968737849e-07,True,CONVERGED,float64,cuda:0
adjoint,1,292,9.513623099051634e-07,True,CONVERGED,float64,cuda:0
adjoint,2,292,9.516993070850497e-07,True,CONVERGED,float64,cuda:0
forward,0,276,9.009563366884714e-07,True,CONVERGED,float64,cuda:0
forward,1,304,9.984773101083718e-07,True,CONVERGED,float64,cuda:0
forward,2,304,9.9932672416055e-07,True,CONVERGED,float64,cuda:0
adjoint,0,260,9.356843102525995e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.844503893407552e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.833359810591703e-07,True,CONVERGED,float64,cuda:0
forward,0,276,8.990192367045987e-07,True,CONVERGED,float64,cuda:0
forward,1,304,9.60618479903359e-07,True,CONVERGED,float64,cuda:0
forward,2,304,9.623549051625972e-07,True,CONVERGED,float64,cuda:0
adjoint,0,271,9.250734201132713e-07,True,CONVERGED,float64,cuda:0
adjoint,1,295,9.300573014986353e-07,True,CONVERGED,float64,cuda:0
adjoint,2,295,9.288527000131711e-07,True,CONVERGED,float64,cuda:0
forward,0,276,8.974633443329702e-07,True,CONVERGED,float64,cuda:0
forward,1,304,9.15920153620323e-07,True,CONVERGED,float64,cuda:0
forward,2,304,9.187434297086695e-07,True,CONVERGED,float64,cuda:0
adjoint,0,271,9.482734713289434e-07,True,CONVERGED,float64,cuda:0
adjoint,1,295,9.425939101326373e-07,True,CONVERGED,float64,cuda:0
adjoint,2,295,9.424139549486248e-07,True,CONVERGED,float64,cuda:0
