iteration,beta,alpha,binarization_weight,total_objective,exact_peak,continuous_material_fraction,binary_material_fraction,gradient_norm_before_clipping,maximum_cg_iterations,maximum_residual,wall_seconds
41,1.0,50.0,0.0,0.2975032663552108,0.38373193113865983,0.25,0.325927734375,0.007946616038680077,301,9.837795449594382e-07,2.4068486000032863
42,1.0,50.0,0.0,0.29245154619276653,0.3784583531251657,0.25,0.3271484375,0.007736900355666876,301,9.987863470802875e-07,2.399738099993556
43,1.0,50.0,0.0,0.2876062567399818,0.37349988683398155,0.2499999701976776,0.3271484375,0.007536169607192278,301,9.78518125250035e-07,2.378784100001212
44,1.0,50.0,0.0,0.28295961393942093,0.3687764135628891,0.2499999850988388,0.32763671875,0.007344111800193787,300,9.991222727120002e-07,2.382175400009146
45,1.0,50.0,0.0,0.27850388989798963,0.36425375117015,0.25,0.327880859375,0.007160389330238104,300,9.702061980985996e-07,2.3930904000008013
46,1.0,50.0,0.0,0.27423141361836173,0.3599200548095245,0.25,0.32763671875,0.006984686013311148,300,9.96630058221164e-07,2.4078102000057697
47,1.0,50.0,0.0,0.2701342955768553,0.35576363207424727,0.25,0.327392578125,0.00681664515286684,300,9.920034610949017e-07,2.381674300006125
48,1.0,50.0,0.0,0.2662046375293893,0.35177325579124397,0.2499999701976776,0.3271484375,0.00665591424331069,300,9.656688477486173e-07,2.419456000003265
49,1.0,50.0,0.0,0.26243432821748536,0.34793801441301103,0.25,0.327392578125,0.006502152420580387,299,9.976224049063017e-07,2.382093899999745
50,1.0,50.0,0.0,0.2588153667729536,0.344247653252416,0.2499999850988388,0.326904296875,0.006355016026645899,299,9.886279544690796e-07,2.3924804999987828
51,1.0,50.0,0.0,0.2553396850887725,0.3406923914146299,0.25,0.32666015625,0.006214165594428778,299,9.6907896927549e-07,2.365634100002353
52,1.0,50.0,0.0,0.25199949038651276,0.3372632326077361,0.2499999701976776,0.326416015625,0.006079301703721285,299,9.857803967393403e-07,2.3988294000009773
53,1.0,50.0,0.0,0.2487869204752792,0.33395156857132763,0.25,0.324462890625,0.005950120277702808,299,9.83936109346996e-07,2.3496208999858936
54,1.0,50.0,0.0,0.24569458229909744,0.3307496849121725,0.2499999850988388,0.32177734375,0.005826349835842848,298,9.911542437950343e-07,2.3737447000021348
55,1.0,50.0,0.0,0.2427151157990156,0.3276502443361418,0.2500000298023224,0.319580078125,0.005707732867449522,298,9.828285752851377e-07,2.353192799986573
56,1.0,50.0,0.0,0.23984185914197992,0.3246469160068444,0.25,0.31884765625,0.005594033282250166,298,9.735802505733058e-07,2.3780544999899575
57,1.0,50.0,0.0,0.2370682658487573,0.32173371292682706,0.25,0.317138671875,0.005485018715262413,298,9.751063218603584e-07,2.3496582999941893
58,1.0,50.0,0.0,0.23438832651177127,0.3189053708088437,0.2499999701976776,0.31640625,0.005380470771342516,298,9.976698156581906e-07,2.3663813000021037
59,1.0,50.0,0.0,0.2317962592797512,0.31615697068633214,0.25,0.316162109375,0.0052801803685724735,298,9.804842399900723e-07,2.3772102999937488
60,1.0,50.0,0.0,0.22928713472905854,0.31348455146219356,0.2499999701976776,0.315673828125,0.005183925852179527,298,9.836370318154318e-07,2.3778822000022046
61,1.0,50.0,0.0,0.22685584746733148,0.31088705028443075,0.25,0.31494140625,0.0050914715975522995,298,9.99164316078113e-07,2.370786700004828
62,1.0,50.0,0.0,0.22449835669396948,0.3083863938174787,0.2499999701976776,0.314697265625,0.005002609919756651,298,9.988344217737147e-07,2.355153500000597
63,1.0,50.0,0.0,0.22221044841754775,0.3059510449294362,0.2499999701976776,0.31298828125,0.004917105194181204,297,9.968741250675636e-07,2.3761788999981945
64,1.0,50.0,0.0,0.21998852885469056,0.3035783193464124,0.25,0.310791015625,0.004834722261875868,297,9.99040870275952e-07,2.3622215000068536
65,1.0,50.0,0.0,0.21782939377127564,0.3012658473798023,0.25,0.309814453125,0.0047552320174872875,297,9.979856749223273e-07,2.448362499999348
66,1.0,50.0,0.0,0.2157300228517325,0.2990113419275805,0.25,0.30908203125,0.00467841699719429,297,9.953926514150184e-07,2.364438499993412
67,1.0,50.0,0.0,0.21368771033967737,0.2968127401862995,0.2499999850988388,0.308349609375,0.004604058340191841,298,9.725825293198274e-07,2.3910425000067335
68,1.0,50.0,0.0,0.21169999316648042,0.29466811092320166,0.25,0.308349609375,0.004531960468739271,298,9.529112327583991e-07,2.4324978000076953
69,1.0,50.0,0.0,0.20976464154462696,0.29257564965786675,0.2499999850988388,0.307861328125,0.0044619422405958176,298,9.969700593533934e-07,2.3643783000006806
70,1.0,50.0,0.0,0.20787957875303323,0.2905336093022405,0.2499999701976776,0.307861328125,0.004393839277327061,298,9.700678529541802e-07,2.3701549999968847
71,1.0,50.0,0.0,0.20604299103731652,0.2885404125383105,0.24999994039535522,0.307373046875,0.004327507223933935,298,9.990786583257561e-07,2.3558787999936612
72,1.0,50.0,0.0,0.20425299346680265,0.2865943093543973,0.25,0.3076171875,0.0042628212831914425,298,9.998584832079267e-07,2.3773557000095025
73,1.0,50.0,0.0,0.20250812250641131,0.2846939153161965,0.25,0.305908203125,0.00419967295601964,298,9.686279944509005e-07,2.3610137999930885
74,1.0,50.0,0.0,0.20080675300177211,0.282837598902013,0.25,0.302490234375,0.004137982148677111,298,9.93774707740973e-07,2.366963199994643
75,1.0,50.0,0.0,0.1991475759336321,0.2810240079020434,0.2499999701976776,0.300537109375,0.00407768227159977,298,9.693134512367696e-07,2.3670957000140334
76,1.0,50.0,0.0,0.19752904301528873,0.2792514775774288,0.25,0.29931640625,0.00401869835332036,298,9.982806385971854e-07,2.362676700009615
77,1.0,50.0,0.0,0.19594995443512428,0.2775186793255612,0.25,0.298583984375,0.003960996866226196,298,9.844246836557764e-07,2.3740260000049602
78,1.0,50.0,0.0,0.19440914505886958,0.2758242903817987,0.2499999701976776,0.297607421875,0.0039045484736561775,298,9.892544242855709e-07,2.392866399997729
79,1.0,50.0,0.0,0.19290523173111646,0.27416673893042776,0.2499999850988388,0.29736328125,0.0038493110332638025,298,9.999763646199868e-07,2.4026166000112426
80,1.0,50.0,0.0,0.19143721585624082,0.27254484115876826,0.2499999701976776,0.296875,0.003795271273702383,298,9.906933241497627e-07,2.3685192999982974
81,1.0,50.0,0.0,0.19000386969011165,0.2709571697585099,0.2499999701976776,0.295654296875,0.0037424087058752775,298,9.750600451896397e-07,2.370943100002478
82,1.0,50.0,0.0,0.18860414073952875,0.26940248364105046,0.24999995529651642,0.295654296875,0.0036907067988067865,298,9.887479915567267e-07,2.375294199999189
83,1.0,50.0,0.0,0.18723687648887727,0.26787943023563954,0.2500000298023224,0.29541015625,0.0036401443649083376,298,9.96635880901133e-07,2.34970649999741
84,1.0,50.0,0.0,0.18590123725447616,0.26638701292179634,0.25,0.295166015625,0.0035907095298171043,298,9.866656556100984e-07,2.374370399993495
85,1.0,50.0,0.0,0.18459606112312485,0.26492388366994746,0.2499999701976776,0.295166015625,0.0035423787776380777,298,9.758045527210241e-07,2.370673800003715
86,1.0,50.0,0.0,0.18332039360514837,0.26348894023633723,0.2499999701976776,0.294921875,0.003495138604193926,298,9.679850734061388e-07,2.377621599996928
87,1.0,50.0,0.0,0.18207332247571476,0.262081144987347,0.25,0.2939453125,0.0034489654935896397,298,9.993428468448056e-07,2.3605518999975175
88,1.0,50.0,0.0,0.1808539300997946,0.26069946080052964,0.25,0.293701171875,0.0034038375597447157,298,9.814995189765506e-07,2.3601831999985734
89,1.0,50.0,0.0,0.17966132759663686,0.259342905997981,0.25,0.292236328125,0.0033597250003367662,298,9.92741308450206e-07,2.3618959000014
90,1.0,50.0,0.0,0.1784946352423623,0.2580105225949083,0.25,0.29150390625,0.0033165982458740473,298,9.91806192474817e-07,2.362833999999566
91,1.0,50.0,0.0,0.17735309393647475,0.25670150775681055,0.2499999701976776,0.291015625,0.0032744319178164005,298,9.896522593112225e-07,2.3712441999959992
92,1.0,50.0,0.0,0.17623580457325866,0.2554149222727705,0.2499999850988388,0.2900390625,0.0032331913243979216,298,9.90819834724316e-07,2.3562074000074062
93,1.0,50.0,0.0,0.1751420898523101,0.2541500873184401,0.2499999701976776,0.288330078125,0.0031928399112075567,297,9.884207913108019e-07,2.455254699991201
94,1.0,50.0,0.0,0.1740711747077785,0.2529062385723496,0.25,0.2861328125,0.00315334415063262,297,9.834849960201166e-07,2.352162399998633
95,1.0,50.0,0.0,0.17302240941944924,0.2516827598227846,0.25,0.285888671875,0.0031146628316491842,297,9.627945964047015e-07,2.3737992999958806
96,1.0,50.0,0.0,0.17199513675547545,0.2504790448424847,0.25,0.284912109375,0.0030767684802412987,297,9.933977703340923e-07,2.347913299992797
97,1.0,50.0,0.0,0.17098870083833312,0.24929449032740555,0.25,0.284423828125,0.003039614763110876,297,9.899166941941457e-07,2.388604599997052
98,1.0,50.0,0.0,0.1700025134515136,0.24812858737514817,0.2499999701976776,0.283447265625,0.0030031672213226557,297,9.930622113169384e-07,2.3530622999969637
99,1.0,50.0,0.0,0.16903599347197015,0.24698082996110726,0.2499999701976776,0.283203125,0.002967391861602664,297,9.951321871164609e-07,2.3497365999937756
100,1.0,50.0,0.0,0.16808861714650947,0.24585078514683673,0.2499999701976776,0.28271484375,0.0029322549235075712,297,9.695015902468678e-07,2.353811900000437
101,1.0,50.0,0.0,0.16715982762720707,0.24473797613692727,0.25,0.282470703125,0.0028977268375456333,297,9.75999654794394e-07,2.3522434000042267
102,1.0,50.0,0.0,0.1662492185716314,0.24364209427177033,0.2499999850988388,0.281982421875,0.002863776870071888,297,9.92969415098694e-07,2.3735486999939894
103,1.0,50.0,0.0,0.1653562382458867,0.24256266725740933,0.25,0.28125,0.002830377547070384,297,9.931310312336863e-07,2.331830799987074
104,1.0,50.0,0.0,0.16448053711994884,0.24149943870668783,0.25,0.28125,0.0027975067496299744,297,9.900772255245556e-07,2.3674016000004485
105,1.0,50.0,0.0,0.16362170380990354,0.24045208438420768,0.2499999701976776,0.28076171875,0.002765138167887926,297,9.907888016966162e-07,2.3581263999949442
106,1.0,50.0,0.0,0.16277919935590376,0.23942013153571756,0.25,0.280517578125,0.0027332494501024485,297,9.965606583570722e-07,2.353734699994675
107,1.0,50.0,0.0,0.16195281184963542,0.23840347562635864,0.2499999850988388,0.279296875,0.002701827557757497,297,9.914606214421958e-07,2.3302230999979656
108,1.0,50.0,0.0,0.16114208810772582,0.2374017441406013,0.25,0.27880859375,0.002670851070433855,297,9.985926779880928e-07,2.339103600010276
109,1.0,50.0,0.0,0.1603467069420024,0.23641470301881343,0.2499999701976776,0.27880859375,0.002640302060171962,297,9.871575502546162e-07,2.3436352999997325
110,1.0,50.0,0.0,0.15956632896615805,0.23544210831478127,0.25,0.278564453125,0.002610163763165474,297,9.883356626050582e-07,2.3269930999958888
111,1.0,50.0,0.0,0.15880060268847163,0.23448370678831465,0.25,0.278076171875,0.002580423140898347,297,9.775774671270658e-07,2.3629011000011815
112,1.0,50.0,0.0,0.15804931916480863,0.2335393995665309,0.2499999701976776,0.278076171875,0.002551067853346467,299,9.963310196283857e-07,2.3479685000056634
113,1.0,50.0,0.0,0.15731205783016156,0.23260885449495147,0.2499999850988388,0.277587890625,0.002522082068026066,300,9.81348499307377e-07,2.413290299999062
114,1.0,50.0,0.0,0.156588647047602,0.2316920241700877,0.2499999850988388,0.276611328125,0.0024934548418968916,300,9.818614825326703e-07,2.363782100001117
115,1.0,50.0,0.0,0.15587874979945388,0.23078866268499906,0.25,0.276123046875,0.0024651747662574053,300,9.872395184156105e-07,2.3602845999994315
116,1.0,50.0,0.0,0.15518212370780404,0.2298986280098672,0.25,0.2763671875,0.0024372346233576536,301,9.785449963399694e-07,2.3545787000039127
117,1.0,50.0,0.0,0.15449855792910533,0.22902180871691893,0.2499999701976776,0.27587890625,0.0024096292909234762,301,9.941603423230915e-07,2.373887600013404
118,1.0,50.0,0.0,0.15382773209698955,0.22815795323982926,0.2499999701976776,0.275146484375,0.0023823482915759087,301,9.936508773190588e-07,2.3591734999936307
119,1.0,50.0,0.0,0.15316942295093994,0.22730691337884232,0.2499999850988388,0.275634765625,0.002355392789468169,301,9.792931375727695e-07,2.3788629000046058
120,1.0,50.0,0.0,0.15252341552841303,0.2264685307706363,0.2499999850988388,0.275634765625,0.00232875463552773,301,9.7371188951683e-07,2.375566400005482
121,1.0,50.0,0.0,0.15188947679536263,0.22564260964919652,0.25,0.275146484375,0.002302436390891671,301,9.971076041053017e-07,2.3589222000009613
122,1.0,50.0,0.0,0.15126739913213993,0.22482898492034964,0.25,0.2744140625,0.002276437357068062,301,9.613278433491583e-07,2.382581300000311
123,1.0,50.0,0.0,0.15065695978012414,0.22402744453501922,0.2499999701976776,0.2734375,0.0022507579997181892,301,9.96894328936728e-07,2.4248897999932524
124,1.0,50.0,0.0,0.15005787120260428,0.22323770567116014,0.2499999850988388,0.27197265625,0.0022253980860114098,301,9.861138110578193e-07,2.3819235999981174
125,1.0,50.0,0.0,0.14946999906336625,0.22245964764022497,0.2499999850988388,0.2705078125,0.0022003622725605965,301,9.775218235892997e-07,2.3823867999890354
126,1.0,50.0,0.0,0.14889306528339777,0.22169298723632935,0.25,0.269775390625,0.0021756505593657494,301,9.9742313937118e-07,2.3659725000034086
127,1.0,50.0,0.0,0.14832691034828496,0.2209375746607965,0.25,0.269287109375,0.0021512676030397415,301,9.828570300835205e-07,2.365287900000112
128,1.0,50.0,0.0,0.14777128752660834,0.22019316181610366,0.2499999701976776,0.26904296875,0.0021272115409374237,301,9.9733908075208e-07,2.3778154000028735
129,1.0,50.0,0.0,0.14722598707203272,0.21945955468703607,0.2499999850988388,0.26904296875,0.0021034807432442904,301,9.956574645876644e-07,2.377515600004699
130,1.0,50.0,0.0,0.14669081744818174,0.21873658737380564,0.25,0.268798828125,0.002080076141282916,301,9.958175845361065e-07,2.425847000005888
131,1.0,50.0,0.0,0.14616557450974005,0.21802408601392445,0.25,0.268798828125,0.0020569919142872095,301,9.917189221953743e-07,2.389290199993411
132,1.0,50.0,0.0,0.14565004993271807,0.21732188343042233,0.2499999701976776,0.268798828125,0.002034221775829792,302,9.955048509523749e-07,2.4951003000023775
133,1.0,50.0,0.0,0.14514401367698104,0.21662979623714645,0.25,0.268798828125,0.0020117624662816525,302,9.9474553709119e-07,2.35703710000962
134,1.0,50.0,0.0,0.14464734972666643,0.21594778289644334,0.25,0.2685546875,0.001989608397707343,302,9.857622326353664e-07,2.384868599998299
135,1.0,50.0,0.0,0.14415980913355997,0.21527565280547542,0.25,0.26806640625,0.001967748161405325,302,9.907356068120154e-07,2.3632309999957215
136,1.0,50.0,0.0,0.14368125333116408,0.214618847534618,0.24999995529651642,0.267822265625,0.0019461746560409665,302,9.780225408634207e-07,2.382855699994252
137,1.0,50.0,0.0,0.14321142635145165,0.21399700689977597,0.25,0.268310546875,0.0019248771714046597,302,9.814610967889262e-07,2.3985788999998476
138,1.0,50.0,0.0,0.14275024709403092,0.21338459161497997,0.2499999850988388,0.268310546875,0.001903850818052888,302,9.966535432164297e-07,2.3723808999930043
139,1.0,50.0,0.0,0.1422974909313402,0.21278142477420176,0.2499999701976776,0.26806640625,0.0018830880289897323,302,9.975572437922382e-07,2.38807000000088
140,1.0,50.0,0.0,0.14185304749009345,0.2121874659771913,0.2499999701976776,0.267822265625,0.0018625807715579867,302,9.929227088972233e-07,2.376778199992259
141,1.0,50.0,0.0,0.14141669445695113,0.2116025329728143,0.2499999850988388,0.267578125,0.0018423256697133183,303,9.969718281327667e-07,2.388957199989818
142,1.0,50.0,0.0,0.14098832893477906,0.21102657762304294,0.2499999850988388,0.267333984375,0.001822320045903325,303,9.780718895674884e-07,2.3748983000114094
143,1.0,50.0,0.0,0.14056776681919256,0.21045943845062648,0.25,0.267578125,0.0018025607569143176,303,9.779582680249888e-07,2.3832406000001356
144,1.0,50.0,0.0,0.14015490613007764,0.2099010463277215,0.25,0.267578125,0.001783047686330974,303,9.769613890936235e-07,2.3776674999971874
145,1.0,50.0,0.0,0.13974957463972287,0.2093512375891405,0.25,0.267333984375,0.0017637807177379727,303,9.793947476643193e-07,2.3928600999934133
146,1.0,50.0,0.0,0.13935162465149137,0.20880985998448207,0.2499999701976776,0.26708984375,0.0017447605496272445,303,9.962263863301166e-07,2.3699534999905154
147,1.0,50.0,0.0,0.13896093190949282,0.2082767887735207,0.2499999701976776,0.266845703125,0.0017259896267205477,304,9.699764186692969e-07,2.380616199996439
148,1.0,50.0,0.0,0.13857731460500594,0.20775181592725298,0.2499999850988388,0.26708984375,0.0017074741190299392,304,9.666344098334586e-07,2.3690134000062244
149,1.0,50.0,0.0,0.13820067296153685,0.2072348312417353,0.25,0.266845703125,0.0016892161220312119,304,9.772887645563482e-07,2.4352757000015117
150,1.0,50.0,0.0,0.13783086808827635,0.20672566691772631,0.2499999701976776,0.266357421875,0.0016712178476154804,304,9.943901517183497e-07,2.417662799998652
151,1.0,50.0,0.0,0.13746773789415132,0.2062241267553273,0.2499999701976776,0.26611328125,0.0016534858150407672,305,9.75568922737665e-07,2.3780274000018835
152,1.0,50.0,0.0,0.13711112532063355,0.20573002048111733,0.2499999850988388,0.26611328125,0.0016360224690288305,305,9.81247716462638e-07,2.3932688999921083
153,1.0,50.0,0.0,0.13676095622663578,0.20524325378343367,0.25,0.26611328125,0.0016188303707167506,305,9.893966987866269e-07,2.3792573000100674
154,1.0,50.0,0.0,0.13641705230534243,0.2047636107122433,0.25,0.265380859375,0.001601910567842424,305,9.963757515103949e-07,2.4032743999996455
155,1.0,50.0,0.0,0.1360792810515742,0.2042909307641277,0.2499999701976776,0.264892578125,0.0015852636424824595,306,9.985504373145088e-07,2.412664000003133
156,1.0,50.0,0.0,0.13574749025324048,0.2038250361551698,0.25,0.26416015625,0.001568887964822352,306,9.757567272020803e-07,2.3907939000055194
157,1.0,50.0,0.0,0.13542155110008586,0.20336578111351647,0.2499999850988388,0.263916015625,0.0015527834184467793,306,9.904225164498779e-07,2.3929988000018056
158,1.0,50.0,0.0,0.13510135643464385,0.20291304928026574,0.2499999850988388,0.263427734375,0.0015369470929726958,307,9.739211722913243e-07,2.382584899998619
159,1.0,50.0,0.0,0.13478674793727755,0.20246666656165901,0.2499999850988388,0.262939453125,0.0015213722363114357,307,9.814680678736575e-07,2.4036367000080645
160,1.0,50.0,0.0,0.1344776191105593,0.2020265285500896,0.2499999701976776,0.262939453125,0.0015060576843097806,307,9.890121065443826e-07,2.394412400011788
161,1.0,50.0,0.0,0.13417380109829455,0.2015924621101217,0.25,0.26318359375,0.0014909985475242138,307,9.965537168777395e-07,2.429174899996724
162,1.0,50.0,0.0,0.13387523804678528,0.20116443278868634,0.25,0.26318359375,0.0014761878410354257,307,9.988070194008071e-07,2.380666500001098
163,1.0,50.0,0.0,0.13358176331714927,0.20074227883714138,0.25,0.262939453125,0.0014616182306781411,308,9.999901269517537e-07,2.398149300002842
164,1.0,50.0,0.0,0.1332932957492398,0.20032594394053263,0.2499999850988388,0.262939453125,0.001447284477762878,308,9.99066149879425e-07,2.3932929999864427
165,1.0,50.0,0.0,0.1330096590520743,0.1999152591430312,0.25,0.2626953125,0.0014331777347251773,308,9.980208914030379e-07,2.3921031999925617
166,1.0,50.0,0.0,0.13273081654513066,0.1995102290440295,0.25,0.26220703125,0.0014192939270287752,308,9.968792606362864e-07,2.39783190000162
167,1.0,50.0,0.0,0.132456626906362,0.19911072988407028,0.2499999701976776,0.261962890625,0.001405622810125351,308,9.956643826101731e-07,2.3933430000033695
168,1.0,50.0,0.0,0.1321869848563445,0.19871668571858114,0.2499999850988388,0.26171875,0.0013921603094786406,308,9.9948114947562e-07,2.393874000001233
169,1.0,50.0,0.0,0.13192181217033022,0.19832804992048741,0.2499999701976776,0.26171875,0.0013789004879072309,308,9.931127114871156e-07,2.393388700002106
170,1.0,50.0,0.0,0.13166097956968092,0.19794471287854995,0.25,0.26123046875,0.001365837873890996,308,9.918202160494598e-07,2.39980210000067
171,1.0,50.0,0.0,0.1314044336998498,0.19756665388221467,0.2499999850988388,0.2607421875,0.001352967694401741,308,9.931161677474079e-07,2.4056402999995044
172,1.0,50.0,0.0,0.13115203838377928,0.19719375445560505,0.25,0.2607421875,0.0013402823824435472,308,9.986467833303725e-07,2.4019437999959337
173,1.0,50.0,0.0,0.13090376507293894,0.19682601603018998,0.25,0.26025390625,0.001327783684246242,309,9.88098210948887e-07,2.409360600009677
174,1.0,50.0,0.0,0.13065950512880314,0.19646334191689238,0.2499999701976776,0.26025390625,0.0013154670596122742,309,9.996531680693202e-07,2.4041873999958625
175,1.0,50.0,0.0,0.13041914774243948,0.19610562494478276,0.2499999850988388,0.260498046875,0.001303326920606196,309,9.935534037355682e-07,2.4299609000008786
176,1.0,50.0,0.0,0.13018262826680785,0.19575281038745904,0.25,0.260498046875,0.00129136408213526,309,9.9442524501812e-07,2.3925167999987025
177,1.0,50.0,0.0,0.12994987420082815,0.19540483160678063,0.25,0.259765625,0.001279577612876892,309,9.96823028146078e-07,2.4127380999998422
178,1.0,50.0,0.0,0.12972080997819452,0.19506160783759852,0.2499999701976776,0.259521484375,0.0012679644860327244,309,9.992651056844044e-07,2.39187099999981
179,1.0,50.0,0.0,0.12949532562354416,0.1947230135578903,0.25,0.25927734375,0.0012565294746309519,309,9.823924650615198e-07,2.396517999994103
