role,scenario_index,iterations,relative_residual,converged,reason,dtype,device
forward,0,225,9.880164372320056e-07,True,CONVERGED,float64,cuda:0
forward,1,294,9.83771419594861e-07,True,CONVERGED,float64,cuda:0
forward,2,294,9.837714263042086e-07,True,CONVERGED,float64,cuda:0
adjoint,0,225,8.172633963253749e-07,True,CONVERGED,float64,cuda:0
adjoint,1,290,9.264873241594658e-07,True,CONVERGED,float64,cuda:0
adjoint,2,290,9.264873249774438e-07,True,CONVERGED,float64,cuda:0
forward,0,276,9.261981633124222e-07,True,CONVERGED,float64,cuda:0
forward,1,305,8.93783737762388e-07,True,CONVERGED,float64,cuda:0
forward,2,305,8.951096575410738e-07,True,CONVERGED,float64,cuda:0
adjoint,0,271,9.693907511492953e-07,True,CONVERGED,float64,cuda:0
adjoint,1,293,9.902237634462474e-07,True,CONVERGED,float64,cuda:0
adjoint,2,293,9.890958485589153e-07,True,CONVERGED,float64,cuda:0
forward,0,273,9.454861756754489e-07,True,CONVERGED,float64,cuda:0
forward,1,298,9.727449922252896e-07,True,CONVERGED,float64,cuda:0
forward,2,299,8.915134366825403e-07,True,CONVERGED,float64,cuda:0
adjoint,0,258,9.74775942663276e-07,True,CONVERGED,float64,cuda:0
adjoint,1,290,9.191778679228999e-07,True,CONVERGED,float64,cuda:0
adjoint,2,290,9.306977241276481e-07,True,CONVERGED,float64,cuda:0
forward,0,278,9.593362466945294e-07,True,CONVERGED,float64,cuda:0
forward,1,299,8.595174050168981e-07,True,CONVERGED,float64,cuda:0
forward,2,298,9.664015562883606e-07,True,CONVERGED,float64,cuda:0
adjoint,0,272,9.342731759006185e-07,True,CONVERGED,float64,cuda:0
adjoint,1,289,9.997671046362361e-07,True,CONVERGED,float64,cuda:0
adjoint,2,289,9.222097011882428e-07,True,CONVERGED,float64,cuda:0
forward,0,270,9.426091488346881e-07,True,CONVERGED,float64,cuda:0
forward,1,283,9.874631133890414e-07,True,CONVERGED,float64,cuda:0
forward,2,282,9.38533924865642e-07,True,CONVERGED,float64,cuda:0
adjoint,0,278,9.293366872634907e-07,True,CONVERGED,float64,cuda:0
adjoint,1,289,9.427535102946497e-07,True,CONVERGED,float64,cuda:0
adjoint,2,289,9.656285219911856e-07,True,CONVERGED,float64,cuda:0
forward,0,278,9.475060850085477e-07,True,CONVERGED,float64,cuda:0
forward,1,289,9.397996053960132e-07,True,CONVERGED,float64,cuda:0
forward,2,281,9.295705434484834e-07,True,CONVERGED,float64,cuda:0
adjoint,0,284,9.16790151382539e-07,True,CONVERGED,float64,cuda:0
adjoint,1,299,9.77414223954529e-07,True,CONVERGED,float64,cuda:0
adjoint,2,298,9.786486805763386e-07,True,CONVERGED,float64,cuda:0
forward,0,271,9.98717536489299e-07,True,CONVERGED,float64,cuda:0
forward,1,282,9.126264025835748e-07,True,CONVERGED,float64,cuda:0
forward,2,273,9.05850092471744e-07,True,CONVERGED,float64,cuda:0
adjoint,0,278,9.563440201751688e-07,True,CONVERGED,float64,cuda:0
adjoint,1,285,9.817995266319194e-07,True,CONVERGED,float64,cuda:0
adjoint,2,292,9.243525776007954e-07,True,CONVERGED,float64,cuda:0
forward,0,273,8.369228577130436e-07,True,CONVERGED,float64,cuda:0
forward,1,276,9.831337034795836e-07,True,CONVERGED,float64,cuda:0
forward,2,271,8.875844954812202e-07,True,CONVERGED,float64,cuda:0
adjoint,0,275,9.699605166830617e-07,True,CONVERGED,float64,cuda:0
adjoint,1,285,9.364720407227167e-07,True,CONVERGED,float64,cuda:0
adjoint,2,285,9.18240172522028e-07,True,CONVERGED,float64,cuda:0
forward,0,273,9.356501926558129e-07,True,CONVERGED,float64,cuda:0
forward,1,279,8.874809654842704e-07,True,CONVERGED,float64,cuda:0
forward,2,268,9.147697022055411e-07,True,CONVERGED,float64,cuda:0
adjoint,0,274,9.179007483272818e-07,True,CONVERGED,float64,cuda:0
adjoint,1,289,9.137883713422763e-07,True,CONVERGED,float64,cuda:0
adjoint,2,287,9.865962566303564e-07,True,CONVERGED,float64,cuda:0
forward,0,267,9.751381238931413e-07,True,CONVERGED,float64,cuda:0
forward,1,274,9.667153765404863e-07,True,CONVERGED,float64,cuda:0
forward,2,271,9.489316117617864e-07,True,CONVERGED,float64,cuda:0
adjoint,0,269,9.456852794473185e-07,True,CONVERGED,float64,cuda:0
adjoint,1,289,9.223503165176333e-07,True,CONVERGED,float64,cuda:0
adjoint,2,286,9.990343922671342e-07,True,CONVERGED,float64,cuda:0
forward,0,265,9.114752182453259e-07,True,CONVERGED,float64,cuda:0
forward,1,275,9.833428194404188e-07,True,CONVERGED,float64,cuda:0
forward,2,270,9.181063907737163e-07,True,CONVERGED,float64,cuda:0
adjoint,0,269,9.971837708578965e-07,True,CONVERGED,float64,cuda:0
adjoint,1,287,9.673256843273628e-07,True,CONVERGED,float64,cuda:0
adjoint,2,286,9.538835715253016e-07,True,CONVERGED,float64,cuda:0
